Αἰσχύνης	*ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	urn:cite2:hmt:lsj.chicago_md:n2739	n-s---fg-
πολεμίων	polemi/wn	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	n-p---fg-
πολεμίων	polemi/wn	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	n-p---ng-
πολεμίων	polemi/wn	πολεμέω	poleme/w	urn:cite2:hmt:lsj.chicago_md:n84410	v-sppamn-
πολεμόκραντον	polemo/kranton	πολεμόκραντος	polemo/krantos	urn:cite2:hmt:lsj.chicago_md:n84429	n-s---ma-
πολεμόκραντον	polemo/kranton	πολεμόκραντος	polemo/krantos	urn:cite2:hmt:lsj.chicago_md:n84429	n-s---fa-
πολεμόκραντον	polemo/kranton	πολεμόκραντος	polemo/krantos	urn:cite2:hmt:lsj.chicago_md:n84429	n-s---nn-
πολεμόκραντον	polemo/kranton	πολεμόκραντος	polemo/krantos	urn:cite2:hmt:lsj.chicago_md:n84429	n-s---nv-
πολεμόκραντον	polemo/kranton	πολεμόκραντος	polemo/krantos	urn:cite2:hmt:lsj.chicago_md:n84429	n-s---na-
πολιοῦχοι	poliou=xoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84484	n-p---mn-
πολιοῦχοι	poliou=xoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84486	n-p---mn-
πολιοῦχοι	poliou=xoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84484	n-p---mv-
πολιοῦχοι	poliou=xoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84486	n-p---mv-
πολιοῦχοι	poliou=xoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84484	n-p---fn-
πολιοῦχοι	poliou=xoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84486	n-p---fn-
πολιοῦχοι	poliou=xoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84484	n-p---fv-
πολιοῦχοι	poliou=xoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84486	n-p---fv-
πολισσούχοις	polissou/xois	πολισσοῦχος	polissou=xos	urn:cite2:hmt:lsj.chicago_md:n84500	n-p---md-
πολισσούχοις	polissou/xois	πολισσοῦχος	polissou=xos	urn:cite2:hmt:lsj.chicago_md:n84500	n-p---fd-
πολισσούχοις	polissou/xois	πολισσοῦχος	polissou=xos	urn:cite2:hmt:lsj.chicago_md:n84500	n-p---nd-
πολισσούχων	polissou/xwn	πολισσοῦχος	polissou=xos	urn:cite2:hmt:lsj.chicago_md:n84500	n-p---mg-
πολισσούχων	polissou/xwn	πολισσοῦχος	polissou=xos	urn:cite2:hmt:lsj.chicago_md:n84500	n-p---fg-
πολισσούχων	polissou/xwn	πολισσοῦχος	polissou=xos	urn:cite2:hmt:lsj.chicago_md:n84500	n-p---ng-
πολισσοῦχοι	polissou=xoi	πολισσοῦχος	polissou=xos	urn:cite2:hmt:lsj.chicago_md:n84500	n-p---mn-
πολισσοῦχοι	polissou=xoi	πολισσοῦχος	polissou=xos	urn:cite2:hmt:lsj.chicago_md:n84500	n-p---mv-
πολισσοῦχοι	polissou=xoi	πολισσοῦχος	polissou=xos	urn:cite2:hmt:lsj.chicago_md:n84500	n-p---fn-
πολισσοῦχοι	polissou=xoi	πολισσοῦχος	polissou=xos	urn:cite2:hmt:lsj.chicago_md:n84500	n-p---fv-
πολιτῶν	politw=n	πολίτης	poli/ths	urn:cite2:hmt:lsj.chicago_md:n84511	n-p---mg-
πολιάοχοι	polia/oxoi	πολιάοχος	polia/oxos	urn:cite2:hmt:lsj.chicago_md:n84453	n-p---mn-
πολιάοχοι	polia/oxoi	πολιάοχος	polia/oxos	urn:cite2:hmt:lsj.chicago_md:n84453	n-p---mv-
πολιάοχοι	polia/oxoi	πολιάοχος	polia/oxos	urn:cite2:hmt:lsj.chicago_md:n84453	n-p---fn-
πολιάοχοι	polia/oxoi	πολιάοχος	polia/oxos	urn:cite2:hmt:lsj.chicago_md:n84453	n-p---fv-
πολιάοχοι	polia/oxoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84484	n-p---mn-
πολιάοχοι	polia/oxoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84486	n-p---mn-
πολιάοχοι	polia/oxoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84484	n-p---mv-
πολιάοχοι	polia/oxoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84486	n-p---mv-
πολιάοχοι	polia/oxoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84484	n-p---fn-
πολιάοχοι	polia/oxoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84486	n-p---fn-
πολιάοχοι	polia/oxoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84484	n-p---fv-
πολιάοχοι	polia/oxoi	πολιοῦχος	poliou=xos	urn:cite2:hmt:lsj.chicago_md:n84486	n-p---fv-
πολλαῖσι	pollai=si	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---fd-
πολλοῖς	polloi=s	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---md-
πολλοῖς	polloi=s	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---nd-
πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-d---fn-
πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-d---fv-
πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-d---fa-
πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-s---fn-
πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-s---fv-
πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---nn-
πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---nv-
πολλά	polla/	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---na-
πολλάκι	polla/ki	πολλάκις	polla/kis	urn:cite2:hmt:lsj.chicago_md:n84534	d--------
πολλήν	pollh/n	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-s---fa-
πολλῶν	pollw=n	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---fg-
πολλῶν	pollw=n	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---mg-
πολλῶν	pollw=n	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	a-p---ng-
πολυνεικεῖς	poluneikei=s	πολυνεικής	poluneikh/s	urn:cite2:hmt:lsj.chicago_md:n85106	n-p---ma-
πολυνεικεῖς	poluneikei=s	πολυνεικής	poluneikh/s	urn:cite2:hmt:lsj.chicago_md:n85106	n-p---fa-
πολυνεικεῖς	poluneikei=s	πολυνεικής	poluneikh/s	urn:cite2:hmt:lsj.chicago_md:n85106	n-p---mn-
πολυνεικεῖς	poluneikei=s	πολυνεικής	poluneikh/s	urn:cite2:hmt:lsj.chicago_md:n85106	n-p---mv-
πολυνεικεῖς	poluneikei=s	πολυνεικής	poluneikh/s	urn:cite2:hmt:lsj.chicago_md:n85106	n-p---fn-
πολυνεικεῖς	poluneikei=s	πολυνεικής	poluneikh/s	urn:cite2:hmt:lsj.chicago_md:n85106	n-p---fv-
πολυρρόθοις	polurro/qois	πολύρροθος	polu/rroqos	urn:cite2:hmt:lsj.chicago_md:n85298	n-p---md-
πολυρρόθοις	polurro/qois	πολύρροθος	polu/rroqos	urn:cite2:hmt:lsj.chicago_md:n85298	n-p---fd-
πολυρρόθοις	polurro/qois	πολύρροθος	polu/rroqos	urn:cite2:hmt:lsj.chicago_md:n85298	n-p---nd-
πολυστονώτατοι	polustonw/tatoi	πολύστονος	polu/stonos	urn:cite2:hmt:lsj.chicago_md:n85373	a-p---mns
πολυστονώτατοι	polustonw/tatoi	πολύστονος	polu/stonos	urn:cite2:hmt:lsj.chicago_md:n85373	a-p---mvs
πολυφθόρους	polufqo/rous	πολύφθορος	polu/fqoros	urn:cite2:hmt:lsj.chicago_md:n85496	n-p---ma-
πολυφθόρους	polufqo/rous	πολύφθορος	polu/fqoros	urn:cite2:hmt:lsj.chicago_md:n85496	n-p---fa-
πολυφθόρους	polufqo/rous	πολυφθόρος	polufqo/ros	urn:cite2:hmt:lsj.chicago_md:n85496	n-p---ma-
πολυφθόρους	polufqo/rous	πολυφθόρος	polufqo/ros	urn:cite2:hmt:lsj.chicago_md:n85496	n-p---fa-
πολέμιον	pole/mion	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	a-s---ma-
πολέμιον	pole/mion	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	a-s---nn-
πολέμιον	pole/mion	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	a-s---nv-
πολέμιον	pole/mion	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	a-s---na-
πολέμιον	pole/mion	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	n-s---ma-
πολέμιον	pole/mion	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	n-s---fa-
πολέμιον	pole/mion	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	n-s---nn-
πολέμιον	pole/mion	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	n-s---nv-
πολέμιον	pole/mion	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	n-s---na-
πολέμιον	pole/mion	πολεμέω	poleme/w	urn:cite2:hmt:lsj.chicago_md:n84410	v3piia---
πολέμιον	pole/mion	πολεμέω	poleme/w	urn:cite2:hmt:lsj.chicago_md:n84410	v1siia---
πολίταις	poli/tais	πολίτης	poli/ths	urn:cite2:hmt:lsj.chicago_md:n84511	n-p---md-
πολίτας	poli/tas	πολίτης	poli/ths	urn:cite2:hmt:lsj.chicago_md:n84511	n-p---ma-
πολίτας	poli/tas	πολίτης	poli/ths	urn:cite2:hmt:lsj.chicago_md:n84511	n-s---mn-
πολύβατός	polu/bato/s	πολύβατος	polu/batos	urn:cite2:hmt:lsj.chicago_md:n84653	n-s---mn-
πολύβατός	polu/bato/s	πολύβατος	polu/batos	urn:cite2:hmt:lsj.chicago_md:n84653	n-s---fn-
πολύν	polu/n	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	n-s---ma-
πολύς	polu/s	πολύς	polu/s	urn:cite2:hmt:lsj.chicago_md:n85306	n-s---mn-
πολύστονοι	polu/stonoi	πολύστονος	polu/stonos	urn:cite2:hmt:lsj.chicago_md:n85373	n-p---mn-
πολύστονοι	polu/stonoi	πολύστονος	polu/stonos	urn:cite2:hmt:lsj.chicago_md:n85373	n-p---mv-
πολύστονοι	polu/stonoi	πολύστονος	polu/stonos	urn:cite2:hmt:lsj.chicago_md:n85373	n-p---fn-
πολύστονοι	polu/stonoi	πολύστονος	polu/stonos	urn:cite2:hmt:lsj.chicago_md:n85373	n-p---fv-
πολῖται	poli=tai	πολίτης	poli/ths	urn:cite2:hmt:lsj.chicago_md:n84511	n-p---mn-
πολῖται	poli=tai	πολίτης	poli/ths	urn:cite2:hmt:lsj.chicago_md:n84511	n-p---mv-
πομπήν	pomph/n	πομπή	pomph/	urn:cite2:hmt:lsj.chicago_md:n85626	n-s---fa-
πομπίμους	pompi/mous	πόμπιμος	po/mpimos	urn:cite2:hmt:lsj.chicago_md:n85630	a-p---ma-
πομπίμους	pompi/mous	πόμπιμος	po/mpimos	urn:cite2:hmt:lsj.chicago_md:n85630	n-p---ma-
πομπίμους	pompi/mous	πόμπιμος	po/mpimos	urn:cite2:hmt:lsj.chicago_md:n85630	n-p---fa-
ποντομέδων	pontome/dwn	ποντομέδων	pontome/dwn	urn:cite2:hmt:lsj.chicago_md:n85686	n-s---mn-
ποντομέδων	pontome/dwn	ποντομέδων	pontome/dwn	urn:cite2:hmt:lsj.chicago_md:n85686	n-s---mv-
ποντομέδων	pontome/dwn	ποντομέδων	pontome/dwn	urn:cite2:hmt:lsj.chicago_md:n85686	n-s---mn-
ποντίῳ	ponti/w|	Πόντιος	*po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	n-s---md-
ποντίῳ	ponti/w|	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	a-s---md-
ποντίῳ	ponti/w|	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	a-s---nd-
ποντίῳ	ponti/w|	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	n-s---md-
ποντίῳ	ponti/w|	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	n-s---fd-
ποντίῳ	ponti/w|	πόντιος	po/ntios	urn:cite2:hmt:lsj.chicago_md:n85675	n-s---nd-
πορθεῖν	porqei=n	πορθέω	porqe/w	urn:cite2:hmt:lsj.chicago_md:n85736	v--pna---
πορθούμεθα	porqou/meqa	πορθέω	porqe/w	urn:cite2:hmt:lsj.chicago_md:n85736	v1ppie---
πορθούμεθα	porqou/meqa	πορθέω	porqe/w	urn:cite2:hmt:lsj.chicago_md:n85736	v1piie---
ποταμίαις	potami/ais	ποτάμιος	pota/mios	urn:cite2:hmt:lsj.chicago_md:n85944	a-p---fd-
ποτε	pote	ποτέ	pote/	urn:cite2:hmt:lsj.chicago_md:n85971	g--------
ποτε	pote	ποτέ	pote/	urn:cite2:hmt:lsj.chicago_md:n85971a	g--------
ποτιπέσω	potipe/sw	προσπίτνω	prospi/tnw	urn:cite2:hmt:lsj.chicago_md:n89960	v1sasa---
ποτί	poti/	πρός	pro/s	urn:cite2:hmt:lsj.chicago_md:n88443	r--------
ποτίφατον	poti/faton	πρόσφημι	pro/sfhmi	urn:cite2:hmt:lsj.chicago_md:n90308	v2dpma---
ποτίφατον	poti/faton	πρόσφημι	pro/sfhmi	urn:cite2:hmt:lsj.chicago_md:n90308	v2dpia---
ποτίφατον	poti/faton	πρόσφημι	pro/sfhmi	urn:cite2:hmt:lsj.chicago_md:n90308	v3dpia---
ποτίφατον	poti/faton	πρόσφημι	pro/sfhmi	urn:cite2:hmt:lsj.chicago_md:n90308	v2diia---
ποτᾶται	pota=tai	ποτάομαι	pota/omai	urn:cite2:hmt:lsj.chicago_md:n85962	v3spse---
ποτᾶται	pota=tai	ποτάομαι	pota/omai	urn:cite2:hmt:lsj.chicago_md:n85962	v3spie---
που	pou	πού	pou/	urn:cite2:hmt:lsj.chicago_md:n86087	d--------
που	pou	πού	pou/	urn:cite2:hmt:lsj.chicago_md:n86088	d--------
ποῖ	poi=	ποι	poi	urn:cite2:hmt:lsj.chicago_md:n84227	d--------
ποῖ	poi=	ποῖ	poi=	urn:cite2:hmt:lsj.chicago_md:n84227	d--------
ποῖον	poi=on	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---ma-
ποῖον	poi=on	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---nn-
ποῖον	poi=on	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---nv-
ποῖον	poi=on	ποῖος	poi=os	urn:cite2:hmt:lsj.chicago_md:n84363	a-s---na-
ποῦ	pou=	πού	pou/	urn:cite2:hmt:lsj.chicago_md:n86087	d--------
ποῦ	pou=	πού	pou/	urn:cite2:hmt:lsj.chicago_md:n86088	d--------
ποῦ	pou=	ποῦ	pou=	urn:cite2:hmt:lsj.chicago_md:n86087	x--------
πραγμάτων	pragma/twn	πρᾶγμα	pra=gma	urn:cite2:hmt:lsj.chicago_md:n86112	n-p---ng-
προβλήματα	problh/mata	πρόβλημα	pro/blhma	urn:cite2:hmt:lsj.chicago_md:n86827	n-p---nn-
προβλήματα	problh/mata	πρόβλημα	pro/blhma	urn:cite2:hmt:lsj.chicago_md:n86827	n-p---nv-
προβλήματα	problh/mata	πρόβλημα	pro/blhma	urn:cite2:hmt:lsj.chicago_md:n86827	n-p---na-
προβλήματι	problh/mati	πρόβλημα	pro/blhma	urn:cite2:hmt:lsj.chicago_md:n86827	n-s---nd-
προβούλοις	probou/lois	πρόβουλος	pro/boulos	urn:cite2:hmt:lsj.chicago_md:n86864	n-p---md-
προβούλοις	probou/lois	πρόβουλος	pro/boulos	urn:cite2:hmt:lsj.chicago_md:n86864	n-p---fd-
προβούλοις	probou/lois	πρόβουλος	pro/boulos	urn:cite2:hmt:lsj.chicago_md:n86864	n-p---nd-
προδώσεις	prodw/seis	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v2sfia---
προδῶθ’	prodw=q'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v2pasa---
προδῶθ’	prodw=q'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v2pasa---
προδῶθ’	prodw=q'	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v3sasm---
προδῷς	prodw=|s	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v2sasa---
προδῷς	prodw=|s	προδίδωμι	prodi/dwmi	urn:cite2:hmt:lsj.chicago_md:n87038	v2sasa---
προλέγω	prole/gw	προλέγω1	prole/gw	urn:cite2:hmt:lsj.chicago_md:n87915	v1spsa---
προλέγω	prole/gw	προλέγω1	prole/gw	urn:cite2:hmt:lsj.chicago_md:n87915	v1spia---
προλέγω	prole/gw	προλέγω2	prole/gw	urn:cite2:hmt:lsj.chicago_md:n87915	v1spsa---
προλέγω	prole/gw	προλέγω2	prole/gw	urn:cite2:hmt:lsj.chicago_md:n87915	v1spia---
προμάτωρ	proma/twr	προμήτωρ	promh/twr	urn:cite2:hmt:lsj.chicago_md:n88031	n-s---fn-
προπομποί	propompoi/	προπομπός	propompo/s	urn:cite2:hmt:lsj.chicago_md:n88363	n-p---mn-
προπομποί	propompoi/	προπομπός	propompo/s	urn:cite2:hmt:lsj.chicago_md:n88363	n-p---mv-
προπομποί	propompoi/	προπομπός	propompo/s	urn:cite2:hmt:lsj.chicago_md:n88363	n-p---fn-
προπομποί	propompoi/	προπομπός	propompo/s	urn:cite2:hmt:lsj.chicago_md:n88363	n-p---fv-
προπάροιθεν	propa/roiqen	προπάροιθε	propa/roiqe	urn:cite2:hmt:lsj.chicago_md:n88252	r--------
προπέμπει	prope/mpei	προπέμπω	prope/mpw	urn:cite2:hmt:lsj.chicago_md:n88275	v2spie---
προπέμπει	prope/mpei	προπέμπω	prope/mpw	urn:cite2:hmt:lsj.chicago_md:n88275	v3spia---
προπέμπειν	prope/mpein	προπέμπω	prope/mpw	urn:cite2:hmt:lsj.chicago_md:n88275	v--pna---
προσαμβάσεις	prosamba/seis	προσάμβασις	prosa/mbasis	urn:cite2:hmt:lsj.chicago_md:n88516	n-p---fn-
προσαμβάσεις	prosamba/seis	προσάμβασις	prosa/mbasis	urn:cite2:hmt:lsj.chicago_md:n88516	n-p---fv-
προσαμβάσεις	prosamba/seis	προσάμβασις	prosa/mbasis	urn:cite2:hmt:lsj.chicago_md:n88516	n-p---fn-
προσαμβάσεις	prosamba/seis	προσάμβασις	prosa/mbasis	urn:cite2:hmt:lsj.chicago_md:n88516	n-p---fa-
προσαμβάσεις	prosamba/seis	προσανάβασις	prosana/basis	urn:cite2:hmt:lsj.chicago_md:n88526	n-p---fn-
προσαμβάσεις	prosamba/seis	προσανάβασις	prosana/basis	urn:cite2:hmt:lsj.chicago_md:n88526	n-p---fv-
προσαμβάσεις	prosamba/seis	προσανάβασις	prosana/basis	urn:cite2:hmt:lsj.chicago_md:n88526	n-p---fn-
προσαμβάσεις	prosamba/seis	προσανάβασις	prosana/basis	urn:cite2:hmt:lsj.chicago_md:n88526	n-p---fa-
προσαμβάσεις	prosamba/seis	προσαναβαίνω	prosanabai/nw	urn:cite2:hmt:lsj.chicago_md:n88524	v2sasa---
προσβαλεῖν	prosbalei=n	προσβάλλω	prosba/llw	urn:cite2:hmt:lsj.chicago_md:n88781	v--ana---
προσβαλεῖν	prosbalei=n	προσβάλλω	prosba/llw	urn:cite2:hmt:lsj.chicago_md:n88781	v--fna---
προσβολήν	prosbolh/n	προσβολή	prosbolh/	urn:cite2:hmt:lsj.chicago_md:n88805	n-s---fa-
προσεῖδε	prosei=de	προσεῖδον	prosei=don	urn:cite2:hmt:lsj.chicago_md:n88963	v3saia---
προσηδάφισται	proshda/fistai	προσεδαφίζω	prosedafi/zw	urn:cite2:hmt:lsj.chicago_md:n88951	v3srie---
προσθροῶν	prosqrow=n	προσθροέω	prosqroe/w	urn:cite2:hmt:lsj.chicago_md:n89429	v-sppamn-
προσθροῶν	prosqrow=n	προσθροέω	prosqroe/w	urn:cite2:hmt:lsj.chicago_md:n89429	v-sppamn-
προσιζάνει	prosiza/nei	προσιζάνω	prosiza/nw	urn:cite2:hmt:lsj.chicago_md:n89437	v2spie---
προσιζάνει	prosiza/nei	προσιζάνω	prosiza/nw	urn:cite2:hmt:lsj.chicago_md:n89437	v3spia---
προσμεμηχανημένην	prosmemhxanhme/nhn	προσμηχανάομαι	prosmhxana/omai	urn:cite2:hmt:lsj.chicago_md:n89751	v-srpefa-
προσμεμηχανημένον	prosmemhxanhme/non	προσμηχανάομαι	prosmhxana/omai	urn:cite2:hmt:lsj.chicago_md:n89751	v-srpema-
προσμεμηχανημένον	prosmemhxanhme/non	προσμηχανάομαι	prosmhxana/omai	urn:cite2:hmt:lsj.chicago_md:n89751	v-srpenn-
προσμεμηχανημένον	prosmemhxanhme/non	προσμηχανάομαι	prosmhxana/omai	urn:cite2:hmt:lsj.chicago_md:n89751	v-srpenv-
προσμεμηχανημένον	prosmemhxanhme/non	προσμηχανάομαι	prosmhxana/omai	urn:cite2:hmt:lsj.chicago_md:n89751	v-srpena-
προσσέβειν	prosse/bein	προσσέβω	prosse/bw	urn:cite2:hmt:lsj.chicago_md:n90043	v--pna---
προστατεῖν	prostatei=n	προστατέω	prostate/w	urn:cite2:hmt:lsj.chicago_md:n90126	v--pna---
προστατεῖν	prostatei=n	προστατέω	prostate/w	urn:cite2:hmt:lsj.chicago_md:n90126	v--pna---
προστατηρίας	prostathri/as	προστατήριος	prostath/rios	urn:cite2:hmt:lsj.chicago_md:n90127	a-p---fa-
προστατηρίας	prostathri/as	προστατήριος	prostath/rios	urn:cite2:hmt:lsj.chicago_md:n90127	a-s---fg-
προσταχθέντα	prostaxqe/nta	προσστάζω	prossta/zw	urn:cite2:hmt:lsj.chicago_md:n90063	v-pappnn-
προσταχθέντα	prostaxqe/nta	προσστάζω	prossta/zw	urn:cite2:hmt:lsj.chicago_md:n90063	v-pappnv-
προσταχθέντα	prostaxqe/nta	προσστάζω	prossta/zw	urn:cite2:hmt:lsj.chicago_md:n90063	v-pappna-
προσταχθέντα	prostaxqe/nta	προσστάζω	prossta/zw	urn:cite2:hmt:lsj.chicago_md:n90063	v-sappma-
προσταχθέντα	prostaxqe/nta	προστάσσω	prosta/ssw	urn:cite2:hmt:lsj.chicago_md:n90122	v-pappnn-
προσταχθέντα	prostaxqe/nta	προστάσσω	prosta/ssw	urn:cite2:hmt:lsj.chicago_md:n90122	v-pappnv-
προσταχθέντα	prostaxqe/nta	προστάσσω	prosta/ssw	urn:cite2:hmt:lsj.chicago_md:n90122	v-pappna-
προσταχθέντα	prostaxqe/nta	προστάσσω	prosta/ssw	urn:cite2:hmt:lsj.chicago_md:n90122	v-sappma-
προσταχθέντα	prostaxqe/nta	προστάσσω	prosta/ssw	urn:cite2:hmt:lsj.chicago_md:n90122	v-pappnn-
προσταχθέντα	prostaxqe/nta	προστάσσω	prosta/ssw	urn:cite2:hmt:lsj.chicago_md:n90122	v-pappnv-
προσταχθέντα	prostaxqe/nta	προστάσσω	prosta/ssw	urn:cite2:hmt:lsj.chicago_md:n90122	v-pappna-
προσταχθέντα	prostaxqe/nta	προστάσσω	prosta/ssw	urn:cite2:hmt:lsj.chicago_md:n90122	v-sappma-
προστάταις	prosta/tais	προστάτης	prosta/ths	urn:cite2:hmt:lsj.chicago_md:n90128	n-p---md-
προστάτην	prosta/thn	προίστημι	proi/sthmi	urn:cite2:hmt:lsj.chicago_md:n87583	v3daia---
προστάτην	prosta/thn	προστάτης	prosta/ths	urn:cite2:hmt:lsj.chicago_md:n90128	n-s---ma-
προστέλλεται	proste/lletai	προστέλλω	proste/llw	urn:cite2:hmt:lsj.chicago_md:n90147	v3spie---
προσφιλές	prosfile/s	προσφιλής	prosfilh/s	urn:cite2:hmt:lsj.chicago_md:n90319	n-s---mv-
προσφιλές	prosfile/s	προσφιλής	prosfilh/s	urn:cite2:hmt:lsj.chicago_md:n90319	n-s---fv-
προσφιλές	prosfile/s	προσφιλής	prosfilh/s	urn:cite2:hmt:lsj.chicago_md:n90319	n-s---nn-
προσφιλές	prosfile/s	προσφιλής	prosfilh/s	urn:cite2:hmt:lsj.chicago_md:n90319	n-s---nv-
προσφιλές	prosfile/s	προσφιλής	prosfilh/s	urn:cite2:hmt:lsj.chicago_md:n90319	n-s---na-
προσφίλεια	prosfi/leia	προσφίλεια	prosfi/leia	urn:cite2:hmt:lsj.chicago_md:n90317	n-s---fn-
προσφίλεια	prosfi/leia	προσφίλεια	prosfi/leia	urn:cite2:hmt:lsj.chicago_md:n90317	n-s---fv-
προσίστανται	prosi/stantai	προσίστημι	prosi/sthmi	urn:cite2:hmt:lsj.chicago_md:n89451	v3ppie---
προσίσταται	prosi/statai	προσίστημι	prosi/sthmi	urn:cite2:hmt:lsj.chicago_md:n89451	v3spie---
προσῄκασεν	prosh/|kasen	προσεικάζω	proseika/zw	urn:cite2:hmt:lsj.chicago_md:n88964	v3saia---
προταρβῶ	protarbw=	προταρβέω	protarbe/w	urn:cite2:hmt:lsj.chicago_md:n90461	v1spsa---
προταρβῶ	protarbw=	προταρβέω	protarbe/w	urn:cite2:hmt:lsj.chicago_md:n90461	v1spia---
προταρβῶ	protarbw=	προταρβέω	protarbe/w	urn:cite2:hmt:lsj.chicago_md:n90461	v1spsa---
προταρβῶ	protarbw=	προταρβέω	protarbe/w	urn:cite2:hmt:lsj.chicago_md:n90461	v1spia---
προτί	proti/	πρός	pro/s	urn:cite2:hmt:lsj.chicago_md:n88443	r--------
προφήτης	profh/ths	προφήτης	profh/ths	urn:cite2:hmt:lsj.chicago_md:n90679	n-s---mn-
προϊάψαι	proi+a/yai	προιάπτω	proia/ptw	urn:cite2:hmt:lsj.chicago_md:n87552	v--ana---
προϊάψαι	proi+a/yai	προιάπτω	proia/ptw	urn:cite2:hmt:lsj.chicago_md:n87552	v--ana---
προϊάψαι	proi+a/yai	προιάπτω	proia/ptw	urn:cite2:hmt:lsj.chicago_md:n87552	v3saoa---
προϊάψαι	proi+a/yai	προιάπτω	proia/ptw	urn:cite2:hmt:lsj.chicago_md:n87552	v3saoa---
προῦπτος	prou=ptos	πρόοπτος	pro/optos	urn:cite2:hmt:lsj.chicago_md:n88178	n-s---mn-
προῦπτος	prou=ptos	πρόοπτος	pro/optos	urn:cite2:hmt:lsj.chicago_md:n88178	n-s---fn-
πρυμνόθεν	prumno/qen	πρυμνόθεν	prumno/qen	urn:cite2:hmt:lsj.chicago_md:n90840	d--------
