Αἰτωλίς	*ai)twli/s	Αἰτωλίς	*ai)twli/s	n-s---fn-
ταρβαλέα	tarbale/a	ταρβαλέος	tarbale/os	n-p---nn-
ταρβαλέα	tarbale/a	ταρβαλέος	tarbale/os	n-p---nv-
ταρβαλέα	tarbale/a	ταρβαλέος	tarbale/os	n-p---na-
ταρβαλέα	tarbale/a	ταρβαλέος	tarbale/os	n-d---fn-
ταρβαλέα	tarbale/a	ταρβαλέος	tarbale/os	n-d---fv-
ταρβαλέα	tarbale/a	ταρβαλέος	tarbale/os	n-d---fa-
ταρβαλέα	tarbale/a	ταρβαλέος	tarbale/os	n-s---fn-
ταρβαλέα	tarbale/a	ταρβαλέος	tarbale/os	n-s---fv-
ταρβεῖν	tarbei=n	ταρβέω	tarbe/w	v--pna---
ταρβεῖς	tarbei=s	ταρβέω	tarbe/w	v2spia---
ταρβοῦσαν	tarbou=san	ταρβέω	tarbe/w	v-sppafa-
ταρβήσασ’	tarbh/sas'	ταρβέω	tarbe/w	v-sapafn-
ταρβήσασ’	tarbh/sas'	ταρβέω	tarbe/w	v-sapafv-
ταρβήσασ’	tarbh/sas'	ταρβέω	tarbe/w	v-papamd-
ταρβήσασ’	tarbh/sas'	ταρβέω	tarbe/w	v-papand-
ταρβήσασ’	tarbh/sas'	ταρβέω	tarbe/w	v-papafn-
ταρβήσασ’	tarbh/sas'	ταρβέω	tarbe/w	v-papafv-
ταρβῶ	tarbw=	ταρβέω	tarbe/w	v1spsa---
ταρβῶ	tarbw=	ταρβέω	tarbe/w	v1spia---
ταυρείων	taurei/wn	ταύρειος	tau/reios	a-p---fg-
ταυρείων	taurei/wn	ταύρειος	tau/reios	a-p---mg-
ταυρείων	taurei/wn	ταύρειος	tau/reios	a-p---ng-
ταυρείων	taurei/wn	ταύρειος	tau/reios	n-p---mg-
ταυρείων	taurei/wn	ταύρειος	tau/reios	n-p---fg-
ταυρείων	taurei/wn	ταύρειος	tau/reios	n-p---ng-
ταυροκτονεῖ	tauroktonei=	ταυροκτονέω	tauroktone/w	v2spie---
ταυροκτονεῖ	tauroktonei=	ταυροκτονέω	tauroktone/w	v3spia---
ταυροσφάγῳ	taurosfa/gw|	ταυροσφάγος	taurosfa/gos	n-s---md-
ταυροσφάγῳ	taurosfa/gw|	ταυροσφάγος	taurosfa/gos	n-s---fd-
ταυροσφάγῳ	taurosfa/gw|	ταυροσφάγος	taurosfa/gos	n-s---nd-
ταχείας	taxei/as	ταχύς	taxu/s	a-p---fa-
ταχείας	taxei/as	ταχύς	taxu/s	a-s---fg-
ταχεῖαν	taxei=an	ταχύς	taxu/s	a-s---fa-
ταὐτό	tau)to/	αὐτός	au)to/s	n-s---nn-
ταὐτό	tau)to/	αὐτός	au)to/s	n-s---nv-
ταὐτό	tau)to/	αὐτός	au)to/s	n-s---na-
ταύρου	tau/rou	ταῦρος	tau=ros	n-s---mg-
ταύτας	tau/tas	οὗτος	ou(=tos	n-p---fa-
ταύτας	tau/tas	οὗτος	ou(=tos	n-s---fg-
ταύτην	tau/thn	οὗτος	ou(=tos	n-s---fa-
ταύτης	tau/ths	οὗτος	ou(=tos	n-s---fg-
ταύτῃ	tau/th|	οὗτος	ou(=tos	n-s---fd-
ταύτῃ	tau/th|	ταύτῃ	tau/th|	d--------
ταῖς	tai=s	ὁ	o(	l-p---fd-
ταῖσδέ	tai=sde/	ὅδε	o(/de	n-p---fd-
ταῖσδ’	tai=sd'	ὅδε	o(/de	n-p---fd-
ταῦρος	tau=ros	ταῦρος	tau=ros	n-s---mn-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---nn-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---nv-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---na-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---nn-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---nv-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---na-
τε	te	τε	te	g--------
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-prpann-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-prpanv-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-prpana-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-srpama-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-srpamd-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-srpand-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-drpamn-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-drpamv-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-drpama-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-drpann-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-drpanv-
τεθνηκότ’	teqnhko/t'	θνήσκω	qnh/skw	v-drpana-
τεκνοῦσσα	teknou=ssa	τεκνοῦς	teknou=s	n-s---fn-
τεκνοῦσσα	teknou=ssa	τεκνοῦς	teknou=s	n-s---fv-
τεκνοῦσσα	teknou=ssa	τεκνοῦς	teknou=s	n-s---fn-
τεκνοῦσσα	teknou=ssa	τεκνοῦς	teknou=s	n-s---fv-
τεκοῦσα	tekou=sa	τίκτω	ti/ktw	v-sapafn-
τεκοῦσα	tekou=sa	τίκτω	ti/ktw	v-sapafv-
τεκοῦσα	tekou=sa	τίκτω	ti/ktw	v-sfpafn-
τεκοῦσα	tekou=sa	τίκτω	ti/ktw	v-sfpafv-
τεκοῦσαν	tekou=san	τίκτω	ti/ktw	v-sapafa-
τεκοῦσαν	tekou=san	τίκτω	ti/ktw	v-sfpafa-
τελειοῦσθαι	teleiou=sqai	τελειόω	teleio/w	v--pne---
τελεσθῆναι	telesqh=nai	τελέω	tele/w	v--anp---
τελευταίαν	teleutai/an	τελευταῖος	teleutai=os	a-s---fa-
τελευτή	teleuth/	τελευτή	teleuth/	n-s---fn-
τελευτή	teleuth/	τελευτή	teleuth/	n-s---fv-
τελευτήν	teleuth/n	τελευτή	teleuth/	n-s---fa-
τελευτᾷς	teleuta=|s	τελευτάω	teleuta/w	v2spsa---
τελευτᾷς	teleuta=|s	τελευτάω	teleuta/w	v2spia---
τελεόμηνος	teleo/mhnos	τελεόμηνος	teleo/mhnos	n-s---mn-
τελεόμηνος	teleo/mhnos	τελεόμηνος	teleo/mhnos	n-s---fn-
τελεῖν	telei=n	τέλλω	te/llw	v--fna---
τελεῖν	telei=n	τελέω	tele/w	v--fna---
τελεῖν	telei=n	τελέω	tele/w	v--pna---
τελεῖσθαι	telei=sqai	τέλλω	te/llw	v--fnm---
τελεῖσθαι	telei=sqai	τελέω	tele/w	v--fnm---
τελεῖσθαι	telei=sqai	τελέω	tele/w	v--pne---
τελέουσ’	tele/ous'	τέλλω	te/llw	v-sfpafn-
τελέουσ’	tele/ous'	τέλλω	te/llw	v-sfpafv-
τελέουσ’	tele/ous'	τέλλω	te/llw	v-pfpamd-
τελέουσ’	tele/ous'	τέλλω	te/llw	v-pfpand-
τελέουσ’	tele/ous'	τέλλω	te/llw	v3pfia---
τελέουσ’	tele/ous'	τέλλω	te/llw	v-pfpafn-
τελέουσ’	tele/ous'	τέλλω	te/llw	v-pfpafv-
τελέουσ’	tele/ous'	τελέω	tele/w	v-sfpafn-
τελέουσ’	tele/ous'	τελέω	tele/w	v-sfpafv-
τελέουσ’	tele/ous'	τελέω	tele/w	v-sppafn-
τελέουσ’	tele/ous'	τελέω	tele/w	v-sppafv-
τελέουσ’	tele/ous'	τελέω	tele/w	v-pfpamd-
τελέουσ’	tele/ous'	τελέω	tele/w	v-pfpand-
τελέουσ’	tele/ous'	τελέω	tele/w	v3pfia---
τελέουσ’	tele/ous'	τελέω	tele/w	v-pppamd-
τελέουσ’	tele/ous'	τελέω	tele/w	v-pppand-
τελέουσ’	tele/ous'	τελέω	tele/w	v3ppia---
τελέουσ’	tele/ous'	τελέω	tele/w	v-pfpafn-
τελέουσ’	tele/ous'	τελέω	tele/w	v-pfpafv-
τελέουσ’	tele/ous'	τελέω	tele/w	v-pppafn-
τελέουσ’	tele/ous'	τελέω	tele/w	v-pppafv-
τελῶ	telw=	τέλλω	te/llw	v1sfia---
τελῶ	telw=	τελέω	tele/w	v1sfia---
τελῶ	telw=	τελέω	tele/w	v1spsa---
τελῶ	telw=	τελέω	tele/w	v1spia---
τεμενίαν	temeni/an	τεμένιος	teme/nios	a-s---fa-
τετραόρου	tetrao/rou	τετράορος	tetra/oros	n-s---mg-
τετραόρου	tetrao/rou	τετράορος	tetra/oros	n-s---fg-
τετραόρου	tetrao/rou	τετράορος	tetra/oros	n-s---ng-
τεχνωμένης	texnwme/nhs	τεχνάομαι	texna/omai	v-sppefg-
τεχνωμένης	texnwme/nhs	τεχνάζω	texna/zw	v-sfpmfg-
τεύχειν	teu/xein	τεύχω	teu/xw	v--pna---
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-d---mn-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-d---mv-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-d---ma-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-d---fn-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-d---fv-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-d---fa-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-d---nn-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-d---nv-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-d---na-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-s---md-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-s---fd-
τηλαυγεῖ	thlaugei=	τηλαυγής	thlaugh/s	n-s---nd-
τι	ti	τις	tis	p-s---nn-
τι	ti	τις	tis	p-s---nv-
τι	ti	τις	tis	p-s---na-
τιθῶ	tiqw=	τίθημι	ti/qhmi	v1spsa---
τιθῶ	tiqw=	τιθός	tiqo/s	a-s---mg-
τιθῶ	tiqw=	τιθός	tiqo/s	a-s---ng-
τινα	tina	τις	tis	p-s---ma-
τινα	tina	τις	tis	p-s---fa-
τινα	tina	τις	tis	p-p---nn-
τινα	tina	τις	tis	p-p---nv-
τινα	tina	τις	tis	p-p---na-
τινος	tinos	τις	tis	p-s----g-
τινά	tina/	τις	tis	p-s---ma-
τινά	tina/	τις	tis	p-s---fa-
τινά	tina/	τις	tis	p-p---nn-
τινά	tina/	τις	tis	p-p---nv-
τινά	tina/	τις	tis	p-p---na-
τινάκτορα	tina/ktora	τινάκτωρ	tina/ktwr	n-s---ma-
τινάσσων	tina/sswn	τινάσσω	tina/ssw	v-sppamn-
τινός	tino/s	τις	tis	p-s----g-
τις	tis	τις	tis	p-s---mn-
τις	tis	τις	tis	p-s---fn-
τλάμων	tla/mwn	τλήμων	tlh/mwn	n-s---mn-
τλάμων	tla/mwn	τλήμων	tlh/mwn	n-s---mv-
τλάμων	tla/mwn	τλήμων	tlh/mwn	n-s---fn-
τλάμων	tla/mwn	τλήμων	tlh/mwn	n-s---fv-
τλῆμον	tlh=mon	τλήμων	tlh/mwn	n-s---mv-
τλῆμον	tlh=mon	τλήμων	tlh/mwn	n-s---fv-
τλῆμον	tlh=mon	τλήμων	tlh/mwn	n-s---nn-
τλῆμον	tlh=mon	τλήμων	tlh/mwn	n-s---nv-
τλῆμον	tlh=mon	τλήμων	tlh/mwn	n-s---na-
τλῆμον	tlh=mon	τλήμων	tlh/mwn	n-s---nv-
τοι	toi	σύ	su/	p-s----d-
τοι	toi	τοι	toi	g--------
τοιαύτην	toiau/thn	τοιοῦτος	toiou=tos	n-s---fa-
τοιαῦτα	toiau=ta	τοιοῦτος	toiou=tos	n-p---nn-
τοιαῦτα	toiau=ta	τοιοῦτος	toiou=tos	n-p---nv-
τοιαῦτα	toiau=ta	τοιοῦτος	toiou=tos	n-p---na-
τοιαῦτ’	toiau=t'	τοιοῦτος	toiou=tos	n-p---nn-
τοιαῦτ’	toiau=t'	τοιοῦτος	toiou=tos	n-p---nv-
τοιαῦτ’	toiau=t'	τοιοῦτος	toiou=tos	n-p---na-
τοιαῦτ’	toiau=t'	τοιοῦτος	toiou=tos	n-p---fn-
τοιαῦτ’	toiau=t'	τοιοῦτος	toiou=tos	n-p---fv-
τοιγάρ	toiga/r	τοιγάρ	toiga/r	g--------
τοιούτου	toiou/tou	τοιοῦτος	toiou=tos	n-s---mg-
τοιούτου	toiou/tou	τοιοῦτος	toiou=tos	n-s---ng-
τοιοῖσδε	toioi=sde	τοιόσδε	toio/sde	n-p---md-
τοιοῖσδε	toioi=sde	τοιόσδε	toio/sde	n-p---nd-
τοιοῦτον	toiou=ton	τοιοῦτος	toiou=tos	n-s---ma-
τοιοῦτος	toiou=tos	τοιοῦτος	toiou=tos	n-s---mn-
τοιάδ’	toia/d'	τοιόσδε	toio/sde	n-p---na-
τοιάδ’	toia/d'	τοιόσδε	toio/sde	n-p---nn-
τοιάδ’	toia/d'	τοιόσδε	toio/sde	n-d---fa-
τοιάδ’	toia/d'	τοιόσδε	toio/sde	n-d---fn-
τοιάδ’	toia/d'	τοιόσδε	toio/sde	n-d---fv-
τοιάδ’	toia/d'	τοιόσδε	toio/sde	n-s---fn-
τοιάνδ’	toia/nd'	τοιόσδε	toio/sde	n-s---fa-
τοιόνδε	toio/nde	τοιόσδε	toio/sde	n-s---ma-
τοιόνδε	toio/nde	τοιόσδε	toio/sde	n-s---na-
τοιόνδε	toio/nde	τοιόσδε	toio/sde	n-s---nn-
τοιόνδ’	toio/nd'	τοιόσδε	toio/sde	n-s---ma-
τοιόνδ’	toio/nd'	τοιόσδε	toio/sde	n-s---na-
τοιόνδ’	toio/nd'	τοιόσδε	toio/sde	n-s---nn-
τοιᾷδε	toia=|de	τοιόσδε	toio/sde	n-s---fd-
τοιῷδε	toiw=|de	τοιόσδε	toio/sde	n-s---md-
τοιῷδε	toiw=|de	τοιόσδε	toio/sde	n-s---nd-
τολμώσας	tolmw/sas	τολμάω	tolma/w	v-pppafa-
τολμώσας	tolmw/sas	τολμάω	tolma/w	v-sppafg-
τομᾷ	toma=|	τομάω	toma/w	v2spse---
τομᾷ	toma=|	τομάω	toma/w	v2spie---
τομᾷ	toma=|	τομάω	toma/w	v3spsa---
τομᾷ	toma=|	τομάω	toma/w	v3spia---
τομᾷ	toma=|	τομή	tomh/	n-s---fd-
τομᾷ	toma=|	τομός	tomo/s	a-s---fd-
τομῇ	tomh=|	τομάω	toma/w	v2spse---
τομῇ	tomh=|	τομάω	toma/w	v2spie---
τομῇ	tomh=|	τομάω	toma/w	v3spsa---
τομῇ	tomh=|	τομάω	toma/w	v3spia---
τομῇ	tomh=|	τομάω	toma/w	v2spse---
τομῇ	tomh=|	τομάω	toma/w	v2spie---
τομῇ	tomh=|	τομάω	toma/w	v3spsa---
τομῇ	tomh=|	τομεύς	tomeu/s	n-s---md-
τομῇ	tomh=|	τομή	tomh/	n-s---fd-
τομῇ	tomh=|	τομός	tomo/s	a-s---fd-
τοσαῦτα	tosau=ta	τοσοῦτος	tosou=tos	n-p---nn-
τοσαῦτα	tosau=ta	τοσοῦτος	tosou=tos	n-p---nv-
τοσαῦτα	tosau=ta	τοσοῦτος	tosou=tos	n-p---na-
τοσαῦτ’	tosau=t'	τοσοῦτος	tosou=tos	n-p---nn-
τοσαῦτ’	tosau=t'	τοσοῦτος	tosou=tos	n-p---nv-
τοσαῦτ’	tosau=t'	τοσοῦτος	tosou=tos	n-p---na-
τοσαῦτ’	tosau=t'	τοσοῦτος	tosou=tos	n-p---fn-
τοσαῦτ’	tosau=t'	τοσοῦτος	tosou=tos	n-p---fv-
τοσοῖσδε	tosoi=sde	τοσόσδε	toso/sde	n-p---md-
τοσοῖσδε	tosoi=sde	τοσόσδε	toso/sde	n-p---nd-
τοσοῦτον	tosou=ton	τοσοῦτος	tosou=tos	n-s---ma-
τοσοῦτος	tosou=tos	τοσοῦτος	tosou=tos	n-s---mn-
τοσόνδ’	toso/nd'	τοσόσδε	toso/sde	n-s---ma-
τοσόνδ’	toso/nd'	τοσόσδε	toso/sde	n-s---na-
τοσόνδ’	toso/nd'	τοσόσδε	toso/sde	n-s---nn-
τοτοτοῖ	tototoi=	τοτοῖ	totoi=	x--------
του	tou	τις	tis	p-s----g-
τοὐμόν	tou)mo/n	ἐμός	e)mo/s	a-s---ma-
τοὐμόν	tou)mo/n	ἐμός	e)mo/s	a-s---nn-
τοὐμόν	tou)mo/n	ἐμός	e)mo/s	a-s---nv-
τοὐμόν	tou)mo/n	ἐμός	e)mo/s	a-s---na-
τοὔνειδος	tou)/neidos	ὄνειδος	o)/neidos	n-s---nn-
τοὔνειδος	tou)/neidos	ὄνειδος	o)/neidos	n-s---nv-
τοὔνειδος	tou)/neidos	ὄνειδος	o)/neidos	n-s---na-
τοὔπος	tou)/pos	ἔπος	e)/pos	n-s---nn-
τοὔπος	tou)/pos	ἔπος	e)/pos	n-s---nv-
τοὔπος	tou)/pos	ἔπος	e)/pos	n-s---na-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppamv-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppann-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppanv-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppana-
τοὔργον	tou)/rgon	ἔργον	e)/rgon	n-s---nn-
τοὔργον	tou)/rgon	ἔργον	e)/rgon	n-s---nv-
τοὔργον	tou)/rgon	ἔργον	e)/rgon	n-s---na-
τοίνυν	toi/nun	τοίνυν	toi/nun	g--------
τούς	tou/s	ὁ	o(	l-p---ma-
τούσδε	tou/sde	ὅδε	o(/de	n-p---ma-
τούτοισι	tou/toisi	οὗτος	ou(=tos	n-p---md-
τούτοισι	tou/toisi	οὗτος	ou(=tos	n-p---nd-
τούτου	tou/tou	οὗτος	ou(=tos	n-s---mg-
τούτου	tou/tou	οὗτος	ou(=tos	n-s---ng-
τούτους	tou/tous	οὗτος	ou(=tos	n-p---ma-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---mg-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---fg-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---ng-
τοῖς	toi=s	ὁ	o(	l-p---md-
τοῖς	toi=s	ὁ	o(	l-p---nd-
τοῖσδε	toi=sde	ὅδε	o(/de	n-p---md-
τοῖσδε	toi=sde	ὅδε	o(/de	n-p---nd-
τοῖσδ’	toi=sd'	ὅδε	o(/de	n-p---md-
τοῖσδ’	toi=sd'	ὅδε	o(/de	n-p---nd-
τοῖσι	toi=si	ὁ	o(	l-p---md-
τοῖσι	toi=si	ὁ	o(	l-p---nd-
τοῖσι	toi=si	τίς	ti/s	n-p----d-
τοῖσιν	toi=sin	ὁ	o(	l-p---md-
τοῖσιν	toi=sin	ὁ	o(	l-p---nd-
τοῖσιν	toi=sin	τίς	ti/s	n-p----d-
τοῦ	tou=	ὁ	o(	l-s---mg-
τοῦ	tou=	ὁ	o(	l-s---ng-
τοῦ	tou=	τίς	ti/s	n-s----g-
τοῦ	tou=	τις	tis	p-s----g-
τοῦδε	tou=de	ὅδε	o(/de	n-s---mg-
τοῦδε	tou=de	ὅδε	o(/de	n-s---ng-
τοῦδέ	tou=de/	ὅδε	o(/de	n-s---mg-
τοῦδέ	tou=de/	ὅδε	o(/de	n-s---ng-
τοῦτο	tou=to	οὗτος	ou(=tos	n-s---nn-
τοῦτο	tou=to	οὗτος	ou(=tos	n-s---nv-
τοῦτο	tou=to	οὗτος	ou(=tos	n-s---na-
τοῦτον	tou=ton	οὗτος	ou(=tos	n-s---ma-
τοῦτό	tou=to/	οὗτος	ou(=tos	n-s---nn-
τοῦτό	tou=to/	οὗτος	ou(=tos	n-s---nv-
τοῦτό	tou=to/	οὗτος	ou(=tos	n-s---na-
τρισίν	trisi/n	τρεῖς	trei=s	m-p---md-
τρισίν	trisi/n	τρεῖς	trei=s	m-p---fd-
τρισίν	trisi/n	τρεῖς	trei=s	m-p---nd-
τριῶν	triw=n	τρεῖς	trei=s	m-p---mg-
τριῶν	triw=n	τρεῖς	trei=s	m-p---fg-
τριῶν	triw=n	τρεῖς	trei=s	m-p---ng-
τριῶν	triw=n	τρίζω	tri/zw	v-sfpamn-
τριῶν	triw=n	τριάξω	tria/cw	v-sfpamv-
τριῶν	triw=n	τριάξω	tria/cw	v-sfpann-
τριῶν	triw=n	τριάξω	tria/cw	v-sfpanv-
τριῶν	triw=n	τριάξω	tria/cw	v-sfpana-
τριῶν	triw=n	τριάξω	tria/cw	v-sfpamn-
τριῶν	triw=n	τριάζω	tria/zw	v-sfpamv-
τριῶν	triw=n	τριάζω	tria/zw	v-sfpann-
τριῶν	triw=n	τριάζω	tria/zw	v-sfpanv-
τριῶν	triw=n	τριάζω	tria/zw	v-sfpana-
τριῶν	triw=n	τριάζω	tria/zw	v-sfpamn-
τροπαῖα	tropai=a	τροπαῖος	tropai=os	a-p---nn-
τροπαῖα	tropai=a	τροπαῖος	tropai=os	a-p---nv-
τροπαῖα	tropai=a	τροπαῖος	tropai=os	a-p---na-
τροπαῖε	tropai=e	τροπαῖος	tropai=os	a-s---mv-
τροπαῖ’	tropai='	τροπαία	tropai/a	n-p---fn-
τροπαῖ’	tropai='	τροπαία	tropai/a	n-p---fv-
τροπαῖ’	tropai='	τροπαῖος	tropai=os	a-p---nn-
τροπαῖ’	tropai='	τροπαῖος	tropai=os	a-p---nv-
τροπαῖ’	tropai='	τροπαῖος	tropai=os	a-p---na-
τροπαῖ’	tropai='	τροπαῖος	tropai=os	a-s---mv-
τροπαῖ’	tropai='	τροπαῖος	tropai=os	a-p---fn-
τροπαῖ’	tropai='	τροπαῖος	tropai=os	a-p---fv-
τρέφει	tre/fei	τρέφος	tre/fos	n-d---nn-
τρέφει	tre/fei	τρέφος	tre/fos	n-d---nv-
τρέφει	tre/fei	τρέφος	tre/fos	n-d---na-
τρέφει	tre/fei	τρέφος	tre/fos	n-s---nd-
τρέφει	tre/fei	τρέφος	tre/fos	n-s---nd-
τρέφει	tre/fei	τρέφω	tre/fw	v2spie---
τρέφει	tre/fei	τρέφω	tre/fw	v3spia---
τρέφειν	tre/fein	τρέφω	tre/fw	v--pna---
τρέφουσαν	tre/fousan	τρέφω	tre/fw	v-sppafa-
τρέφω	tre/fw	τρέφω	tre/fw	v1spsa---
τρέφω	tre/fw	τρέφω	tre/fw	v1spia---
τρίκρανον	tri/kranon	τρίκρανος	tri/kranos	n-s---ma-
τρίκρανον	tri/kranon	τρίκρανος	tri/kranos	n-s---fa-
τρίκρανον	tri/kranon	τρίκρανος	tri/kranos	n-s---nn-
τρίκρανον	tri/kranon	τρίκρανος	tri/kranos	n-s---nv-
τρίκρανον	tri/kranon	τρίκρανος	tri/kranos	n-s---na-
τρίμηνον	tri/mhnon	τρίμηνος	tri/mhnos	n-s---ma-
τρίμηνον	tri/mhnon	τρίμηνος	tri/mhnos	n-s---fa-
τρίμηνον	tri/mhnon	τρίμηνος	tri/mhnos	n-s---nn-
τρίμηνον	tri/mhnon	τρίμηνος	tri/mhnos	n-s---nv-
τρίμηνον	tri/mhnon	τρίμηνος	tri/mhnos	n-s---na-
τρόπον	tro/pon	τρόπος	tro/pos	n-s---ma-
τρόπῳ	tro/pw|	τρόπος	tro/pos	n-s---md-
τρύχεσθαι	tru/xesqai	τρύχω	tru/xw	v--pne---
τυγχάνει	tugxa/nei	τυγχάνω	tugxa/nw	v2spie---
τυγχάνει	tugxa/nei	τυγχάνω	tugxa/nw	v3spia---
τυγχάνειν	tugxa/nein	τυγχάνω	tugxa/nw	v--pna---
τυγχάνω	tugxa/nw	τυγχάνω	tugxa/nw	v1spsa---
τυγχάνω	tugxa/nw	τυγχάνω	tugxa/nw	v1spia---
τυράννων	tura/nnwn	τύραννος	tu/rannos	n-p---mg-
τυράννων	tura/nnwn	τύραννος	tu/rannos	n-p---ng-
τυφλῆς	tuflh=s	τυφλός	tuflo/s	a-s---fg-
τἀκεῖθεν	ta)kei=qen	ἐκεῖθεν	e)kei=qen	d--------
τἀληθές	ta)lhqe/s	ἀληθής	a)lhqh/s	n-s---mv-
τἀληθές	ta)lhqe/s	ἀληθής	a)lhqh/s	n-s---fv-
τἀληθές	ta)lhqe/s	ἀληθής	a)lhqh/s	n-s---nn-
τἀληθές	ta)lhqe/s	ἀληθής	a)lhqh/s	n-s---nv-
τἀληθές	ta)lhqe/s	ἀληθής	a)lhqh/s	n-s---na-
τἀνδρί	ta)ndri/	ἀνδρίς	a)ndri/s	n-s---fv-
τἀνδρί	ta)ndri/	ἀνήρ	a)nh/r	n-s---md-
τἀνδρός	ta)ndro/s	ἀνήρ	a)nh/r	n-s---mg-
τἀνθρώπων	ta)nqrw/pwn	ἄνθρωπος	a)/nqrwpos	n-p---mg-
τἀνθάδ’	ta)nqa/d'	ἐνθάδε	e)nqa/de	d--------
τἀπορεῖν	ta)porei=n	ἀφοράω	a)fora/w	v--pna---
τἀπορεῖν	ta)porei=n	ἀπορέω	a)pore/w	v--pna---
τἀπορεῖν	ta)porei=n	ἀπορρέω	a)porre/w	v--pna---
τἀπορεῖν	ta)porei=n	ἐποράω	e)pora/w	v--pna---
τἀπί	ta)pi/	ἐπί	e)pi/	r--------
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-p---nn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-p---nv-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-p---na-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-d---fn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-d---fv-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-d---fa-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-s---fn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-s---fv-
τἄν	ta)/n	ἄν1	a)/n1	g--------
τἄν	ta)/n	ἄν2	a)/n2	c--------
τἄν	ta)/n	ἀνά	a)na/	r--------
τἄν	ta)/n	ἐάν	e)a/n	c--------
τἄν	ta)/n	ἐν	e)n	r--------
τἄν	ta)/n	εἰμί	ei)mi/	v3piia---
τἄν	ta)/n	εἰς	ei)s	r--------
τἄνδον	ta)/ndon	ἔνδον	e)/ndon	d--------
τἄρα	ta)/ra	ἄρα	a)/ra	g--------
τἄρα	ta)/ra	ἄρον	a)/ron	n-p---nn-
τἄρα	ta)/ra	ἄρον	a)/ron	n-p---nv-
τἄρα	ta)/ra	ἄρον	a)/ron	n-p---na-
τἄρα	ta)/ra	ἄρος	a)/ros	n-p---nn-
τἄρα	ta)/ra	ἄρος	a)/ros	n-p---nv-
τἄρα	ta)/ra	ἄρος	a)/ros	n-p---na-
τἄρα	ta)/ra	ἔρα	e)/ra	n-d---fn-
τἄρα	ta)/ra	ἔρα	e)/ra	n-d---fv-
τἄρα	ta)/ra	ἔρα	e)/ra	n-d---fa-
τἄρα	ta)/ra	ἔρα	e)/ra	n-s---fn-
τἄρα	ta)/ra	ἔρα	e)/ra	n-s---fv-
τἄρα	ta)/ra	ἔραμαι	e)/ramai	v2spme---
τἄρα	ta)/ra	ἔροσ2	e)/ros2	n-p---nn-
τἄρα	ta)/ra	ἔροσ2	e)/ros2	n-p---nv-
τἄρα	ta)/ra	ἔροσ2	e)/ros2	n-p---na-
τἄρα	ta)/ra	ἐράω1	e)ra/w1	v2spma---
τἄρα	ta)/ra	ἐράω2	e)ra/w2	v2spma---
