Αἰσχύλῳ	*ai)sxu/lw|	Αἰσχύλος	*ai)sxu/los	n-s---md-
πανωλέθρων	panwle/qrwn	πανώλεθρος	panw/leqros	n-p---mg-
πανωλέθρων	panwle/qrwn	πανώλεθρος	panw/leqros	n-p---fg-
πανωλέθρων	panwle/qrwn	πανώλεθρος	panw/leqros	n-p---ng-
παπαιάξ	papaia/c	παπαιάξ	papaia/c	x--------
παπαῖ	papai=	παπαῖ	papai=	x--------
παππῷον	pappw=|on	παππῷος	pappw=|os	a-s---ma-
παππῷον	pappw=|on	παππῷος	pappw=|os	a-s---nn-
παππῷον	pappw=|on	παππῷος	pappw=|os	a-s---nv-
παππῷον	pappw=|on	παππῷος	pappw=|os	a-s---na-
παραβαίην	parabai/hn	παραβαίνω	parabai/nw	v1saoa---
παραγράψαι	paragra/yai	παραγράφω	paragra/fw	v--ana---
παραγράψαι	paragra/yai	παραγράφω	paragra/fw	v3saoa---
παραδούς	paradou/s	παραδίδωμι	paradi/dwmi	v-sapamn-
παραδούς	paradou/s	παραδίδωμι	paradi/dwmi	v-sapamv-
παραδούς	paradou/s	παραδίδωμι	paradi/dwmi	v-sapamn-
παραδούς	paradou/s	παραδίδωμι	paradi/dwmi	v-sapamv-
παραινέσαι	paraine/sai	παραινέω	paraine/w	v--ana---
παραινέσαι	paraine/sai	παραινέω	paraine/w	v3saoa---
παρακείμενα	parakei/mena	παράκειμαι	para/keimai	v-prpenn-
παρακείμενα	parakei/mena	παράκειμαι	para/keimai	v-prpenv-
παρακείμενα	parakei/mena	παράκειμαι	para/keimai	v-prpena-
παρακείμενα	parakei/mena	παράκειμαι	para/keimai	v-pppenn-
παρακείμενα	parakei/mena	παράκειμαι	para/keimai	v-pppenv-
παρακείμενα	parakei/mena	παράκειμαι	para/keimai	v-pppena-
παραμπύκιδδε	parampu/kidde	παραμπυκίζω	parampuki/zw	v2spma---
παραμπύκιδδε	parampu/kidde	παραμπυκίζω	parampuki/zw	v3siia---
παραμένουσ’	parame/nous'	παραμένω	parame/nw	v-sppafn-
παραμένουσ’	parame/nous'	παραμένω	parame/nw	v-sppafv-
παραμένουσ’	parame/nous'	παραμένω	parame/nw	v-pppamd-
παραμένουσ’	parame/nous'	παραμένω	parame/nw	v-pppand-
παραμένουσ’	parame/nous'	παραμένω	parame/nw	v3ppia---
παραμένουσ’	parame/nous'	παραμένω	parame/nw	v-pppafn-
παραμένουσ’	parame/nous'	παραμένω	parame/nw	v-pppafv-
παραπεπληγμένον	parapeplhgme/non	παραπλήσσω	paraplh/ssw	v-srpema-
παραπεπληγμένον	parapeplhgme/non	παραπλήσσω	paraplh/ssw	v-srpenn-
παραπεπληγμένον	parapeplhgme/non	παραπλήσσω	paraplh/ssw	v-srpenv-
παραπεπληγμένον	parapeplhgme/non	παραπλήσσω	paraplh/ssw	v-srpena-
παρασκευαζόμεσθα	paraskeuazo/mesqa	παρασκευάζω	paraskeua/zw	v1ppie---
παρασκευαζόμεσθα	paraskeuazo/mesqa	παρασκευάζω	paraskeua/zw	v1ppie---
παρασκευαζόμεσθα	paraskeuazo/mesqa	παρασκευάζω	paraskeua/zw	v1piie---
παρασκευαζόμεσθα	paraskeuazo/mesqa	παρασκευάζω	paraskeua/zw	v1piie---
παρατεμεῖν	paratemei=n	παρά-τέμνω	para/-te/mnw	v--ana---
παρατεμεῖν	paratemei=n	παρά-τέμνω	para/-te/mnw	v--fna---
παρατεμοῦσα	paratemou=sa	παρά-τέμνω	para/-te/mnw	v-sapafn-
παρατεμοῦσα	paratemou=sa	παρά-τέμνω	para/-te/mnw	v-sapafv-
παρατεμοῦσα	paratemou=sa	παρά-τέμνω	para/-te/mnw	v-sfpafn-
παρατεμοῦσα	paratemou=sa	παρά-τέμνω	para/-te/mnw	v-sfpafv-
παρατετιλμέναι	paratetilme/nai	παρατίλλω	parati/llw	v-prpefn-
παρατετιλμέναι	paratetilme/nai	παρατίλλω	parati/llw	v-prpefv-
παρατετιλμέναι	paratetilme/nai	παρατίλλω	parati/llw	v-srpefd-
παρατετιλμένη	paratetilme/nh	παρατίλλω	parati/llw	v-srpefn-
παρατετιλμένη	paratetilme/nh	παρατίλλω	parati/llw	v-srpefv-
παραχωρεῖν	paraxwrei=n	παραχωρέω	paraxwre/w	v--pna---
παραχωρεῖν	paraxwrei=n	παραχωρέω	paraxwre/w	v--pna---
παραϊδών	parai+dw/n	παρεῖδον	parei=don	v-sapamn-
παρεσκευασμένον	pareskeuasme/non	παρασκευάζω	paraskeua/zw	v-srpema-
παρεσκευασμένον	pareskeuasme/non	παρασκευάζω	paraskeua/zw	v-srpenn-
παρεσκευασμένον	pareskeuasme/non	παρασκευάζω	paraskeua/zw	v-srpenv-
παρεσκευασμένον	pareskeuasme/non	παρασκευάζω	paraskeua/zw	v-srpena-
παρεστῶτος	parestw=tos	παρίστημι	pari/sthmi	v-srpamg-
παρεστῶτος	parestw=tos	παρίστημι	pari/sthmi	v-srpang-
παρεῖναι	parei=nai	πάρειμι1	pa/reimi1	v--pna---
παρεῖναι	parei=nai	παρίημι	pari/hmi	v--ana---
παρεῖναι	parei=nai	παρίημι	pari/hmi	v--ana---
παρούσαισιν	parou/saisin	πάρειμι1	pa/reimi1	v-pppafd-
παρούσαισιν	parou/saisin	παρόω	paro/w	v-pppafd-
παρσένε	parse/ne	παρσένος	parse/nos	n-s---mv-
παρά	para/	παρά	para/	r--------
παρά	para/	πηρός	phro/s	a-p---nn-
παρά	para/	πηρός	phro/s	a-p---nv-
παρά	para/	πηρός	phro/s	a-p---na-
παρά	para/	πηρός	phro/s	a-d---fn-
παρά	para/	πηρός	phro/s	a-d---fv-
παρά	para/	πηρός	phro/s	a-d---fa-
παρά	para/	πηρός	phro/s	a-s---fn-
παρά	para/	πηρός	phro/s	a-s---fv-
παράδοθ’	para/doq'	παραδίδωμι	paradi/dwmi	v2pama---
παράδοθ’	para/doq'	παραδίδωμι	paradi/dwmi	v3saim---
παράδοθ’	para/doq'	παραδίδωμι	paradi/dwmi	v2paia---
παράδοθ’	para/doq'	παραδίδωμι	paradi/dwmi	v2paia---
παρέξω	pare/cw	παρέχω	pare/xw	v1sfia---
παρέσεσθαι	pare/sesqai	πάρειμι1	pa/reimi1	v--fnm---
παρέχειν	pare/xein	παρέχω	pare/xw	v--pna---
παρέχοιμεν	pare/xoimen	παρέχω	pare/xw	v1ppoa---
παρίοιμεν	pari/oimen	πάρειμι2	pa/reimi2	v1ppoa---
παρόντων	paro/ntwn	πάρειμι1	pa/reimi1	v3ppma---
παρόντων	paro/ntwn	πάρειμι1	pa/reimi1	v-pppamg-
παρόντων	paro/ntwn	πάρειμι1	pa/reimi1	v-pppang-
παρών	parw/n	πάρειμι1	pa/reimi1	v-sppamn-
παρών	parw/n	παρών	parw/n	n-s---mn-
παρών	parw/n	παρών	parw/n	n-s---mv-
πασῶν	pasw=n	πᾶς	pa=s	n-p---fg-
πασῶν	pasw=n	πᾶς	pa=s	n-p---fg-
παταξάτω	pataca/tw	πατάσσω	pata/ssw	v3sama---
πατούμενος	patou/menos	πατέομαι	pate/omai	v-sppemn-
πατούμενος	patou/menos	πατέω	pate/w	v-sppemn-
πατρός	patro/s	πατήρ	path/r	n-s---mg-
πατάγου	pata/gou	πάταγος	pa/tagos	n-s---mg-
πατάξαι	pata/cai	πατάσσω	pata/ssw	v--ana---
πατάξαι	pata/cai	πατάσσω	pata/ssw	v3saoa---
πατάξω	pata/cw	πατάσσω	pata/ssw	v1sasa---
πατάξω	pata/cw	πατάσσω	pata/ssw	v1sfia---
πατάξω	pata/cw	πατάσσω	pata/ssw	v2saim---
πατέρας	pate/ras	πατήρ	path/r	n-p---ma-
πατήρ	path/r	πατήρ	path/r	n-s---mn-
παυσαίμεθα	pausai/meqa	παύω	pau/w	v1paom---
παχύ	paxu/	παχύς	paxu/s	a-s---mv-
παχύ	paxu/	παχύς	paxu/s	a-s---nn-
παχύ	paxu/	παχύς	paxu/s	a-s---nv-
παχύ	paxu/	παχύς	paxu/s	a-s---na-
παύεσθε	pau/esqe	παύω	pau/w	v2ppme---
παύεσθε	pau/esqe	παύω	pau/w	v2ppie---
παύεσθε	pau/esqe	παύω	pau/w	v2piie---
παύσασθε	pau/sasqe	παύω	pau/w	v2pamm---
παύσασθε	pau/sasqe	παύω	pau/w	v2paim---
παύσασθ’	pau/sasq'	παύω	pau/w	v2pamm---
παύσασθ’	pau/sasq'	παύω	pau/w	v--anm---
παύσασθ’	pau/sasq'	παύω	pau/w	v2paim---
παύσει	pau/sei	παύω	pau/w	v3sasa---
παύσει	pau/sei	παύω	pau/w	v2sfim---
παύσει	pau/sei	παύω	pau/w	v3sfia---
παύσει	pau/sei	παῦσις	pau=sis	n-d---fn-
παύσει	pau/sei	παῦσις	pau=sis	n-d---fv-
παύσει	pau/sei	παῦσις	pau=sis	n-d---fa-
παύσει	pau/sei	παῦσις	pau=sis	n-s---fd-
παύσει	pau/sei	παῦσις	pau=sis	n-s---fd-
παύσειν	pau/sein	παύω	pau/w	v--fna---
παύσησθε	pau/shsqe	παύω	pau/w	v2pasm---
παύσησθε	pau/shsqe	παύω	pau/w	v2pasa---
παύσομαι	pau/somai	παύω	pau/w	v1sasm---
παύσομαι	pau/somai	παύω	pau/w	v1sfim---
παύσω	pau/sw	παύω	pau/w	v1sasa---
παύσω	pau/sw	παύω	pau/w	v1sfia---
παύσω	pau/sw	παύω	pau/w	v2saim---
παύσωμεν	pau/swmen	παύω	pau/w	v1pasa---
παῖδα	pai=da	παῖς	pai=s	n-s---ma-
παῖδα	pai=da	παῖς	pai=s	n-s---fa-
παῖδας	pai=das	παῖς	pai=s	n-p---ma-
παῖδας	pai=das	παῖς	pai=s	n-p---fa-
παῖς	pai=s	πᾶς	pa=s	n-s---mn-
παῖς	pai=s	πᾶς	pa=s	n-s---mv-
παῖς	pai=s	παῖς	pai=s	n-s---mn-
παῖς	pai=s	παῖς	pai=s	n-s---fn-
παῦλα	pau=la	παῦλα	pau=la	n-s---fn-
παῦλα	pau=la	παῦλα	pau=la	n-s---fv-
παῦσαι	pau=sai	παύω	pau/w	v2samm---
παῦσαι	pau=sai	παύω	pau/w	v--ana---
πεδίον	pedi/on	πεδάω	peda/w	v-sppamv-
πεδίον	pedi/on	πεδάω	peda/w	v-sppann-
πεδίον	pedi/on	πεδάω	peda/w	v-sppanv-
πεδίον	pedi/on	πεδάω	peda/w	v-sppana-
πεδίον	pedi/on	πεδίον	pedi/on	n-s---nn-
πεδίον	pedi/on	πεδίον	pedi/on	n-s---nv-
πεδίον	pedi/on	πεδίον	pedi/on	n-s---na-
πειρῶ	peirw=	πειράω	peira/w	v2spme---
πειρῶ	peirw=	πειράω	peira/w	v1spsa---
πειρῶ	peirw=	πειράω	peira/w	v1spia---
πειρῶ	peirw=	πειράω	peira/w	v1spsa---
πειρῶ	peirw=	πειράω	peira/w	v1spia---
πειρῶ	peirw=	πειράω	peira/w	v2siie---
πειρῶ	peirw=	πειράζω	peira/zw	v1sfia---
πεκτούμενον	pektou/menon	πεκτέω	pekte/w	v-sppema-
πεκτούμενον	pektou/menon	πεκτέω	pekte/w	v-sppenn-
πεκτούμενον	pektou/menon	πεκτέω	pekte/w	v-sppenv-
πεκτούμενον	pektou/menon	πεκτέω	pekte/w	v-sppena-
πενήτων	penh/twn	πένης	pe/nhs	n-p---mg-
πενήτων	penh/twn	πενέω	pene/w	v3ppma---
πενήτων	penh/twn	πενέω	pene/w	v3dpma---
πεποίηται	pepoi/htai	ποιέω	poie/w	v3srie---
πεπόνθαμεν	pepo/nqamen	πάσχω	pa/sxw	v1pria---
πεπόνθατε	pepo/nqate	πάσχω	pa/sxw	v2pria---
περ	per	πέρ	pe/r	g--------
περαίνεται	perai/netai	περαίνω	perai/nw	v3spie---
περιβαρίδας	peribari/das	περιβαρίδες	peribari/des	n-p---fa-
περιβαρίδες	peribari/des	περιβαρίδες	peribari/des	n-p---fn-
περιβαρίδες	peribari/des	περιβαρίδες	peribari/des	n-p---fv-
περιβαίη	peribai/h	περιβαίνω	peribai/nw	v3saoa---
περιειργμένος	perieirgme/nos	περιέργω	perie/rgw	v-srpemn-
περικατᾶξαι	perikata=cai	περί-κατάγνυμι	peri/-kata/gnumi	v--ana---
περιπατεῖν	peripatei=n	περιπατέω	peripate/w	v--pna---
περιπατεῖν	peripatei=n	περιπατέω	peripate/w	v--pna---
περιρραίνοντες	perirrai/nontes	περιρραίνω	perirrai/nw	v-pppamn-
περιρραίνοντες	perirrai/nontes	περιρραίνω	perirrai/nw	v-pppamv-
περιστεραί	peristerai/	περιστερά	peristera/	n-p---fn-
περιστεραί	peristerai/	περιστερά	peristera/	n-p---fv-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-p---nn-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-p---nv-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-p---na-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-d---mn-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-d---mv-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-d---ma-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-d---fn-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-d---fv-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-d---fa-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-d---nn-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-d---nv-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-d---na-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-s---ma-
περιφανῆ	perifanh=	περιφανής	perifanh/s	n-s---fa-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-d---mn-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-d---mv-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-d---ma-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-d---fn-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-d---fv-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-d---fa-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-d---nn-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-d---nv-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-d---na-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-s---mg-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-s---fg-
περιφυσήτω	perifush/tw	περιφύσητος	perifu/shtos	n-s---ng-
περιέρχονται	perie/rxontai	περιέρχομαι	perie/rxomai	v3ppie---
περιόψομαι	perio/yomai	περιοράω	periora/w	v1sasm---
περιόψομαι	perio/yomai	περιοράω	periora/w	v1sfim---
περί	peri/	περί	peri/	r--------
περίθου	peri/qou	περιτίθημι	periti/qhmi	v2samm---
περίθου	peri/qou	περιτίθημι	periti/qhmi	v2saim---
πετομένας	petome/nas	πέτομαι	pe/tomai	v-pppefa-
πετομένας	petome/nas	πέτομαι	pe/tomai	v-sppefg-
πείθει	pei/qei	πείθω	pei/qw	v2spie---
πείθει	pei/qei	πείθω	pei/qw	v3spia---
πείθου	pei/qou	πείθω	pei/qw	v2spme---
πείθου	pei/qou	πείθω	pei/qw	v2siie---
πείσομαι	pei/somai	πάσχω	pa/sxw	v1sfim---
πείσομαι	pei/somai	πείθω	pei/qw	v1sasm---
πείσομαι	pei/somai	πείθω	pei/qw	v1sfim---
πείσομεν	pei/somen	πείθω	pei/qw	v1pasa---
πείσομεν	pei/somen	πείθω	pei/qw	v1pfia---
πείσομες	pei/somes	πείθω	pei/qw	v1pfia---
πείσω	pei/sw	πείθω	pei/qw	v1sasa---
πείσω	pei/sw	πείθω	pei/qw	v1sfia---
πείσω	pei/sw	πείθω	pei/qw	v2saim---
πηλίκον	phli/kon	πηλίκος	phli/kos	a-s---ma-
πηλίκον	phli/kon	πηλίκος	phli/kos	a-s---nn-
πηλίκον	phli/kon	πηλίκος	phli/kos	a-s---nv-
πηλίκον	phli/kon	πηλίκος	phli/kos	a-s---na-
πιλοῦντας	pilou=ntas	πιλέω	pile/w	v-pppama-
πιλοῦντας	pilou=ntas	πιλόω	pilo/w	v-pppama-
πιμπραμένας	pimprame/nas	πίμπρημι	pi/mprhmi	v-pppefa-
πιμπραμένας	pimprame/nas	πίμπρημι	pi/mprhmi	v-sppefg-
πινῶν	pinw=n	πίνη	pi/nh	n-p---fg-
πινῶν	pinw=n	πινάω	pina/w	v-sppamv-
πινῶν	pinw=n	πινάω	pina/w	v-sppann-
πινῶν	pinw=n	πινάω	pina/w	v-sppanv-
πινῶν	pinw=n	πινάω	pina/w	v-sppana-
πινῶν	pinw=n	πινάω	pina/w	v-sppamn-
πινῶν	pinw=n	πινάω	pina/w	v-sppamn-
πιστόν	pisto/n	πιστόν	pisto/n	n-s---nn-
πιστόν	pisto/n	πιστόν	pisto/n	n-s---nv-
πιστόν	pisto/n	πιστόν	pisto/n	n-s---na-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---ma-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---nn-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---nv-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---na-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---ma-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---nn-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---nv-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---na-
πιέζειν	pie/zein	πιέζω	pie/zw	v--pna---
πλαδδιῆν	pladdih=n	πλαδδιάω	pladdia/w	v--pna---
πλαδδίη	pladdi/h	πλαδδιάω	pladdia/w	v2spma---
πλαδδίη	pladdi/h	πλαδδιάω	pladdia/w	v3siia---
πλειόνων	pleio/nwn	πλείων	plei/wn	a-p----g-
πλειόνων	pleio/nwn	πλείων	plei/wn	a-p---ng-
πλεξάμενος	pleca/menos	πλέκω	ple/kw	v-sapmmn-
πλευστέα	pleuste/a	πλευστέον	pleuste/on	n-p---nn-
πλευστέα	pleuste/a	πλευστέον	pleuste/on	n-p---nv-
πλευστέα	pleuste/a	πλευστέον	pleuste/on	n-p---na-
πλευστέα	pleuste/a	πλευστέον	pleuste/on	n-d---fn-
πλευστέα	pleuste/a	πλευστέον	pleuste/on	n-d---fv-
πλευστέα	pleuste/a	πλευστέον	pleuste/on	n-d---fa-
πλευστέα	pleuste/a	πλευστέον	pleuste/on	n-s---fn-
πλευστέα	pleuste/a	πλευστέον	pleuste/on	n-s---fv-
πλευστέα	pleuste/a	πλευστέος	pleuste/os	n-p---nn-
πλευστέα	pleuste/a	πλευστέος	pleuste/os	n-p---nv-
πλευστέα	pleuste/a	πλευστέος	pleuste/os	n-p---na-
πλεύμονας	pleu/monas	πλεύμων	pleu/mwn	n-p---ma-
πλεύμονας	pleu/monas	πνεύμων	pneu/mwn	n-p---ma-
πλεῖν	plei=n	πλέω	ple/w	v--pna---
πλεῖν	plei=n	πλείων	plei/wn	n-s---nn-
πλεῖν	plei=n	πλείων	plei/wn	n-s---nv-
πλεῖν	plei=n	πλείων	plei/wn	n-s---na-
πλησίοισιν	plhsi/oisin	πίμπλημι	pi/mplhmi	v-pfpamd-
πλησίοισιν	plhsi/oisin	πίμπλημι	pi/mplhmi	v-pfpand-
πλησίοισιν	plhsi/oisin	πλήσιος	plh/sios	a-p---md-
πλησίοισιν	plhsi/oisin	πλήσιος	plh/sios	a-p---nd-
πλησίοισιν	plhsi/oisin	πλησίος	plhsi/os	a-p---md-
πλησίοισιν	plhsi/oisin	πλησίος	plhsi/os	a-p---nd-
πλησίον	plhsi/on	πίμπλημι	pi/mplhmi	v-sfpamv-
πλησίον	plhsi/on	πίμπλημι	pi/mplhmi	v-sfpann-
πλησίον	plhsi/on	πίμπλημι	pi/mplhmi	v-sfpanv-
πλησίον	plhsi/on	πίμπλημι	pi/mplhmi	v-sfpana-
πλησίον	plhsi/on	πλησίος	plhsi/os	d--------
πλησίον	plhsi/on	πλησίος	plhsi/os	a-s---ma-
πλησίον	plhsi/on	πλησίος	plhsi/os	a-s---nn-
πλησίον	plhsi/on	πλησίος	plhsi/os	a-s---nv-
πλησίον	plhsi/on	πλησίος	plhsi/os	a-s---na-
πλήν	plh/n	πλήν	plh/n	r--------
πνέων	pne/wn	πνέω	pne/w	v-sppamn-
ποδαπή	podaph/	ποδαπός	podapo/s	a-s---fn-
ποδαπή	podaph/	ποδαπός	podapo/s	a-s---fv-
ποδοῖν	podoi=n	πούς	pou/s	n-d---mg-
ποδοῖν	podoi=n	πούς	pou/s	n-d---md-
ποδός	podo/s	πούς	pou/s	n-s---mg-
ποδῶν	podw=n	ποδόω	podo/w	v-sppamv-
ποδῶν	podw=n	ποδόω	podo/w	v-sppann-
ποδῶν	podw=n	ποδόω	podo/w	v-sppanv-
ποδῶν	podw=n	ποδόω	podo/w	v-sppana-
ποδῶν	podw=n	ποδόω	podo/w	v-sppamn-
ποδῶν	podw=n	ποδόω	podo/w	v--pna---
ποδῶν	podw=n	πούς	pou/s	n-p---mg-
ποθεν	poqen	ποθεν	poqen	g--------
ποθεῖν	poqei=n	ποθέω	poqe/w	v--pna---
ποθεῖς	poqei=s	ποθέω	poqe/w	v2spia---
ποθεῖτε	poqei=te	πίνω	pi/nw	v2paop---
ποθεῖτε	poqei=te	ποθέω	poqe/w	v2ppma---
ποθεῖτε	poqei=te	ποθέω	poqe/w	v2ppoa---
ποθεῖτε	poqei=te	ποθέω	poqe/w	v2ppia---
ποθεῖτε	poqei=te	ποθέω	poqe/w	v2piia---
ποθεῖτ’	poqei=t'	πίνω	pi/nw	v2paop---
ποθεῖτ’	poqei=t'	ποθέω	poqe/w	v3spoe---
ποθεῖτ’	poqei=t'	ποθέω	poqe/w	v2ppma---
ποθεῖτ’	poqei=t'	ποθέω	poqe/w	v2ppoa---
ποθεῖτ’	poqei=t'	ποθέω	poqe/w	v2ppia---
ποθεῖτ’	poqei=t'	ποθέω	poqe/w	v3spie---
ποθεῖτ’	poqei=t'	ποθέω	poqe/w	v3siie---
ποθεῖτ’	poqei=t'	ποθέω	poqe/w	v2piia---
ποιεῖ	poiei=	ποιέω	poie/w	v2spie---
ποιεῖ	poiei=	ποιέω	poie/w	v3spia---
ποιεῖν	poiei=n	ποιέω	poie/w	v--pna---
ποιεῖς	poiei=s	ποιέω	poie/w	v2spia---
ποιεῖσθαι	poiei=sqai	ποιέω	poie/w	v--pne---
ποιησάσας	poihsa/sas	ποιέω	poie/w	v-papafa-
ποιησώμεσθα	poihsw/mesqa	ποιέω	poie/w	v1pasm---
ποιητέα	poihte/a	ποιητέος	poihte/os	n-p---nn-
ποιητέα	poihte/a	ποιητέος	poihte/os	n-p---nv-
ποιητέα	poihte/a	ποιητέος	poihte/os	n-p---na-
ποιητέα	poihte/a	ποιητέος	poihte/os	n-d---fn-
ποιητέα	poihte/a	ποιητέος	poihte/os	n-d---fv-
ποιητέα	poihte/a	ποιητέος	poihte/os	n-d---fa-
ποιητέα	poihte/a	ποιητέος	poihte/os	n-s---fn-
ποιητέα	poihte/a	ποιητέος	poihte/os	n-s---fv-
ποιητέα	poihte/a	ποιητής	poihth/s	n-s---ma-
ποιητής	poihth/s	ποιητής	poihth/s	n-s---mn-
ποικίλων	poiki/lwn	ποικίλος	poiki/los	a-p---fg-
ποικίλων	poiki/lwn	ποικίλος	poiki/los	a-p---mg-
ποικίλων	poiki/lwn	ποικίλος	poiki/los	a-p---ng-
ποικίλων	poiki/lwn	ποικιλόω	poikilo/w	v3piia---
ποικίλων	poiki/lwn	ποικιλόω	poikilo/w	v1siia---
ποιοῦσα	poiou=sa	ποιέω	poie/w	v-sppafn-
ποιοῦσα	poiou=sa	ποιέω	poie/w	v-sppafv-
ποιοῦσα	poiou=sa	ποιόω	poio/w	v-sppafn-
ποιοῦσα	poiou=sa	ποιόω	poio/w	v-sppafv-
ποιήσαιμ’	poih/saim'	ποιέω	poie/w	v1saoa---
ποιήσαιντ’	poih/saint'	ποιέω	poie/w	v3paom---
ποιήσεις	poih/seis	ποίησις	poi/hsis	n-p---fn-
ποιήσεις	poih/seis	ποίησις	poi/hsis	n-p---fv-
ποιήσεις	poih/seis	ποίησις	poi/hsis	n-p---fn-
ποιήσεις	poih/seis	ποίησις	poi/hsis	n-p---fa-
ποιήσεις	poih/seis	ποιέω	poie/w	v2sasa---
ποιήσεις	poih/seis	ποιέω	poie/w	v2sfia---
ποιήσετ’	poih/set'	ποιέω	poie/w	v2pasa---
ποιήσετ’	poih/set'	ποιέω	poie/w	v2pfia---
ποιήσετ’	poih/set'	ποιέω	poie/w	v3sasm---
ποιήσετ’	poih/set'	ποιέω	poie/w	v3sfim---
ποιήσομεν	poih/somen	ποιέω	poie/w	v1pasa---
ποιήσομεν	poih/somen	ποιέω	poie/w	v1pfia---
ποιήσω	poih/sw	ποιέω	poie/w	v1sasa---
ποιήσω	poih/sw	ποιέω	poie/w	v1sfia---
ποιήσω	poih/sw	ποιέω	poie/w	v2saim---
ποιῆσαι	poih=sai	ποιέω	poie/w	v--ana---
ποιῶν	poiw=n	πόα	po/a	n-p---fg-
ποιῶν	poiw=n	ποιέω	poie/w	v-sppamn-
ποιῶν	poiw=n	ποιός	poio/s	a-p---fg-
ποιῶν	poiw=n	ποιός	poio/s	a-p---mg-
ποιῶν	poiw=n	ποιός	poio/s	a-p---ng-
ποιῶν	poiw=n	ποιόω	poio/w	v-sppamv-
ποιῶν	poiw=n	ποιόω	poio/w	v-sppann-
ποιῶν	poiw=n	ποιόω	poio/w	v-sppanv-
ποιῶν	poiw=n	ποιόω	poio/w	v-sppana-
ποιῶν	poiw=n	ποιόω	poio/w	v-sppamn-
ποιῶν	poiw=n	ποιόω	poio/w	v--pna---
ποκά	poka/	ποκάς	poka/s	n-s---fv-
ποκά	poka/	ποτέ	pote/	g--------
πολεμεῖν	polemei=n	πολεμέω	poleme/w	v--pna---
πολεμεῖς	polemei=s	πολεμέω	poleme/w	v2spia---
πολεμητέον	polemhte/on	πολεμητέον	polemhte/on	n-s---ma-
πολεμητέον	polemhte/on	πολεμητέον	polemhte/on	n-s---nn-
πολεμητέον	polemhte/on	πολεμητέον	polemhte/on	n-s---nv-
πολεμητέον	polemhte/on	πολεμητέον	polemhte/on	n-s---na-
πολεμητέον	polemhte/on	πολεμητέος	polemhte/os	n-s---ma-
πολεμητέον	polemhte/on	πολεμητέος	polemhte/os	n-s---fa-
πολεμητέον	polemhte/on	πολεμητέος	polemhte/os	n-s---nn-
πολεμητέον	polemhte/on	πολεμητέος	polemhte/os	n-s---nv-
πολεμητέον	polemhte/on	πολεμητέος	polemhte/os	n-s---na-
πολεμητέον	polemhte/on	πολεμητέος	polemhte/os	n-s---ma-
πολεμητέον	polemhte/on	πολεμητέος	polemhte/os	n-s---nn-
πολεμητέον	polemhte/on	πολεμητέος	polemhte/os	n-s---nv-
πολεμητέον	polemhte/on	πολεμητέος	polemhte/os	n-s---na-
πολεμοῖτε	polemoi=te	πολεμέω	poleme/w	v2ppoa---
πολεμοῖτε	polemoi=te	πολεμόω	polemo/w	v2ppoa---
πολεμοῦμεν	polemou=men	πολεμέω	poleme/w	v1ppia---
πολεμοῦμεν	polemou=men	πολεμέω	poleme/w	v1piia---
πολεμοῦμεν	polemou=men	πολεμόω	polemo/w	v1ppia---
πολεμοῦμεν	polemou=men	πολεμόω	polemo/w	v1piia---
πολιοῦχε	poliou=xe	πολιοῦχος	poliou=xos	n-s---mv-
πολιοῦχε	poliou=xe	πολιοῦχος	poliou=xos	n-s---fv-
