Αἰγαίαις	*ai)gai/ais	Αἰγαῖος	*ai)gai=os	urn:cite2:hmt:lsj.chicago_md:n2118	a-p---fd-
οἶκον	oi)=kon	οἶκος	oi)=kos	urn:cite2:hmt:lsj.chicago_md:n72357	n-s---ma-
οἶκος	oi)=kos	οἶκος	oi)=kos	urn:cite2:hmt:lsj.chicago_md:n72357	n-s---mn-
οἶκτον	oi)=kton	οἶκτος	oi)=ktos	urn:cite2:hmt:lsj.chicago_md:n72401	n-s---ma-
οἶμαι	oi)=mai	οἴμη	oi)/mh	urn:cite2:hmt:lsj.chicago_md:n72427	n-p---fn-
οἶμαι	oi)=mai	οἴμη	oi)/mh	urn:cite2:hmt:lsj.chicago_md:n72427	n-p---fv-
οἶμαι	oi)=mai	οἴομαι	oi)/omai	urn:cite2:hmt:lsj.chicago_md:n72610	v1spie---
οἶμαί	oi)=mai/	οἴμη	oi)/mh	urn:cite2:hmt:lsj.chicago_md:n72427	n-p---fn-
οἶμαί	oi)=mai/	οἴμη	oi)/mh	urn:cite2:hmt:lsj.chicago_md:n72427	n-p---fv-
οἶμαί	oi)=mai/	οἴομαι	oi)/omai	urn:cite2:hmt:lsj.chicago_md:n72610	v1spie---
οἶμον	oi)=mon	οἶμος	oi)=mos	urn:cite2:hmt:lsj.chicago_md:n72433	n-s---ma-
οἶμον	oi)=mon	οἶμος	oi)=mos	urn:cite2:hmt:lsj.chicago_md:n72433	n-s---fa-
οἶσθα	oi)=sqa	οἶδα	oi)=da	urn:cite2:hmt:lsj.chicago_md:n72202	v2sria---
οἷ	oi(=	ἕ	e(/	urn:cite2:hmt:lsj.chicago_md:n29856	n-s---md-
οἷ	oi(=	ἕ	e(/	urn:cite2:hmt:lsj.chicago_md:n29856	n-s---fd-
οἷ	oi(=	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---mn-
οἷ	oi(=	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---mv-
οἷα	oi(=a	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-p---nn-
οἷα	oi(=a	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-p---nv-
οἷα	oi(=a	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-p---na-
οἷον	oi(=on	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-s---ma-
οἷον	oi(=on	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-s---nn-
οἷον	oi(=on	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-s---nv-
οἷον	oi(=on	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-s---na-
οἷπερ	oi(=per	οἷπερ	oi(=per	urn:cite2:hmt:lsj.chicago_md:n72634	d--------
οἷς	oi(=s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---md-
οἷς	oi(=s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---md-
οἷς	oi(=s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---nd-
οἷς	oi(=s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---nd-
οἷσιν	oi(=sin	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---md-
οἷσιν	oi(=sin	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---md-
οἷσιν	oi(=sin	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---nd-
οἷσιν	oi(=sin	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---nd-
οἷόν	oi(=o/n	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-s---ma-
οἷόν	oi(=o/n	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-s---nn-
οἷόν	oi(=o/n	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-s---nv-
οἷόν	oi(=o/n	οἷος	oi(=os	urn:cite2:hmt:lsj.chicago_md:n72627	a-s---na-
οὐ	ou)	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
οὐδαμοῦ	ou)damou=	οὐδαμός	ou)damo/s	urn:cite2:hmt:lsj.chicago_md:n75759	a-s---mg-
οὐδαμοῦ	ou)damou=	οὐδαμός	ou)damo/s	urn:cite2:hmt:lsj.chicago_md:n75759	a-s---ng-
οὐδαμοῦ	ou)damou=	οὐδαμοῦ	ou)damou=	urn:cite2:hmt:lsj.chicago_md:n75761	d--------
οὐδενός	ou)deno/s	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s----g-
οὐδείς	ou)dei/s	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---mn-
οὐδείς	ou)dei/s	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---mv-
οὐδέ	ou)de/	οὐδέ	ou)de/	urn:cite2:hmt:lsj.chicago_md:n75764	g--------
οὐδέ	ou)de/	οὐδόσ1	ou)do/s	urn:cite2:hmt:lsj.chicago_md:n75787	n-s---mv-
οὐδέ	ou)de/	οὐδόσ1	ou)do/s	urn:cite2:hmt:lsj.chicago_md:n75788	n-s---mv-
οὐδέ	ou)de/	οὐδόσ2	ou)do/s	urn:cite2:hmt:lsj.chicago_md:n75787	n-s---fv-
οὐδέ	ou)de/	οὐδόσ2	ou)do/s	urn:cite2:hmt:lsj.chicago_md:n75788	n-s---fv-
οὐδέν	ou)de/n	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---nn-
οὐδέν	ou)de/n	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---nv-
οὐδέν	ou)de/n	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---na-
οὐδέν’	ou)de/n'	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---ma-
οὐδέν’	ou)de/n'	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---fa-
οὐδέν’	ou)de/n'	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-p---nn-
οὐδέν’	ou)de/n'	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-p---nv-
οὐδέν’	ou)de/n'	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-p---na-
οὐκ	ou)k	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
οὐκοῦν	ou)kou=n	οὐκοῦν	ou)kou=n	urn:cite2:hmt:lsj.chicago_md:n75811	d--------
οὐκέτι	ou)ke/ti	οὐκέτι	ou)ke/ti	urn:cite2:hmt:lsj.chicago_md:n75808	d--------
οὐπώποτ’	ou)pw/pot'	οὐπώποτε	ou)pw/pote	urn:cite2:hmt:lsj.chicago_md:n75908	d--------
οὐρανοῦ	ou)ranou=	οὐρανός	ou)rano/s	urn:cite2:hmt:lsj.chicago_md:n75954	n-s---mg-
οὐρανοῦ	ou)ranou=	οὐρανόω	ou)rano/w	urn:cite2:hmt:lsj.chicago_md:n75965	v2siie---
οὐρανοῦ	ou)ranou=	οὐρανόω	ou)rano/w	urn:cite2:hmt:lsj.chicago_md:n75965	v2spme---
οὐρανοῦ	ou)ranou=	οὐρανόω	ou)rano/w	urn:cite2:hmt:lsj.chicago_md:n75965	v2siie---
οὐρανίων	ou)rani/wn	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	a-p---fg-
οὐρανίων	ou)rani/wn	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	a-p---mg-
οὐρανίων	ou)rani/wn	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	a-p---ng-
οὐρανίων	ou)rani/wn	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	n-p---mg-
οὐρανίων	ou)rani/wn	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	n-p---fg-
οὐρανίων	ou)rani/wn	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	n-p---ng-
οὐρανόν	ou)rano/n	οὐρανός	ou)rano/s	urn:cite2:hmt:lsj.chicago_md:n75954	n-s---ma-
οὐρανός	ou)rano/s	οὐρανός	ou)rano/s	urn:cite2:hmt:lsj.chicago_md:n75954	n-s---mn-
οὐρανῷ	ou)ranw=|	οὐρανός	ou)rano/s	urn:cite2:hmt:lsj.chicago_md:n75954	n-s---md-
οὐράνιοι	ou)ra/nioi	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	a-p---mn-
οὐράνιοι	ou)ra/nioi	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	a-p---mv-
οὐράνιοι	ou)ra/nioi	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	n-p---mn-
οὐράνιοι	ou)ra/nioi	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	n-p---mv-
οὐράνιοι	ou)ra/nioi	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	n-p---fn-
οὐράνιοι	ou)ra/nioi	οὐράνιος	ou)ra/nios	urn:cite2:hmt:lsj.chicago_md:n75926	n-p---fv-
οὐσίας	ou)si/as	οὐσία	ou)si/a	urn:cite2:hmt:lsj.chicago_md:n76029	n-p---fa-
οὐσίας	ou)si/as	οὐσία	ou)si/a	urn:cite2:hmt:lsj.chicago_md:n76029	n-s---fg-
οὐχ	ou)x	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
οὐχί	ou)xi/	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
οὔ	ou)/	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
οὔθ’	ou)/q'	οὔτε	ou)/te	urn:cite2:hmt:lsj.chicago_md:n76050	d--------
οὔθ’	ou)/q'	οὔτις	ou)/tis	urn:cite2:hmt:lsj.chicago_md:n76059	n-s---nn-
οὔθ’	ou)/q'	οὔτις	ou)/tis	urn:cite2:hmt:lsj.chicago_md:n76059	n-s---nv-
οὔθ’	ou)/q'	οὔτις	ou)/tis	urn:cite2:hmt:lsj.chicago_md:n76059	n-s---na-
οὔκ	ou)/k	οὐ	ou)	urn:cite2:hmt:lsj.chicago_md:n75730	d--------
οὔκουν	ou)/koun	οὔκουν	ou)/koun	urn:cite2:hmt:lsj.chicago_md:n75810	d--------
οὔποτε	ou)/pote	οὔποτε	ou)/pote	urn:cite2:hmt:lsj.chicago_md:n75903	d--------
οὔποτ’	ou)/pot'	οὔποτε	ou)/pote	urn:cite2:hmt:lsj.chicago_md:n75903	d--------
οὔπω	ou)/pw	οὔπω	ou)/pw	urn:cite2:hmt:lsj.chicago_md:n75907	d--------
οὔριαι	ou)/riai	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	a-p---fn-
οὔριαι	ou)/riai	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	a-p---fn-
οὔριαι	ou)/riai	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	a-p---fv-
οὔριαι	ou)/riai	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	a-p---fv-
οὔριαι	ou)/riai	οὐρία	ou)ri/a	urn:cite2:hmt:lsj.chicago_md:n75995	n-p---fn-
οὔριαι	ou)/riai	οὐρία	ou)ri/a	urn:cite2:hmt:lsj.chicago_md:n75996	n-p---fn-
οὔριαι	ou)/riai	οὐρία	ou)ri/a	urn:cite2:hmt:lsj.chicago_md:n75995	n-p---fv-
οὔριαι	ou)/riai	οὐρία	ou)ri/a	urn:cite2:hmt:lsj.chicago_md:n75996	n-p---fv-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	a-p---mn-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	a-p---mn-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	a-p---mv-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	a-p---mv-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	n-p---mn-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	n-p---mn-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	n-p---mv-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	n-p---mv-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	n-p---fn-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	n-p---fn-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	n-p---fv-
οὔριοι	ou)/rioi	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	n-p---fv-
οὔριον	ou)/rion	οὔριον	ou)/rion	urn:cite2:hmt:lsj.chicago_md:n76003	n-s---nn-
οὔριον	ou)/rion	οὔριον	ou)/rion	urn:cite2:hmt:lsj.chicago_md:n76003	n-s---nv-
οὔριον	ou)/rion	οὔριον	ou)/rion	urn:cite2:hmt:lsj.chicago_md:n76003	n-s---na-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	a-s---ma-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	a-s---ma-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	a-s---nn-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	a-s---nn-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	a-s---nv-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	a-s---nv-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	a-s---na-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	a-s---na-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	n-s---ma-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	n-s---ma-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	n-s---fa-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	n-s---fa-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	n-s---nn-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	n-s---nn-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	n-s---nv-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	n-s---nv-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76004	n-s---na-
οὔριον	ou)/rion	οὔριος	ou)/rios	urn:cite2:hmt:lsj.chicago_md:n76005	n-s---na-
οὔριον	ou)/rion	οὐρέω	ou)re/w	urn:cite2:hmt:lsj.chicago_md:n75982	v3piia---
οὔριον	ou)/rion	οὐρέω	ou)re/w	urn:cite2:hmt:lsj.chicago_md:n75983	v3piia---
οὔριον	ou)/rion	οὐρέω	ou)re/w	urn:cite2:hmt:lsj.chicago_md:n75982	v1siia---
οὔριον	ou)/rion	οὐρέω	ou)re/w	urn:cite2:hmt:lsj.chicago_md:n75983	v1siia---
οὔτε	ou)/te	οὔτε	ou)/te	urn:cite2:hmt:lsj.chicago_md:n76050	d--------
οὔτις	ou)/tis	οὔτις	ou)/tis	urn:cite2:hmt:lsj.chicago_md:n76059	n-s---mn-
οὔτις	ou)/tis	οὔτις	ou)/tis	urn:cite2:hmt:lsj.chicago_md:n76059	n-s---fn-
οὔτοι	ou)/toi	οὔτοι	ou)/toi	urn:cite2:hmt:lsj.chicago_md:n76061	d--------
οὔτ’	ou)/t'	οὔτε	ou)/te	urn:cite2:hmt:lsj.chicago_md:n76050	d--------
οὔτ’	ou)/t'	οὔτις	ou)/tis	urn:cite2:hmt:lsj.chicago_md:n76059	n-s---nn-
οὔτ’	ou)/t'	οὔτις	ou)/tis	urn:cite2:hmt:lsj.chicago_md:n76059	n-s---nv-
οὔτ’	ou)/t'	οὔτις	ou)/tis	urn:cite2:hmt:lsj.chicago_md:n76059	n-s---na-
οὕνεκ’	ou(/nek'	οὕνεκα	ou(/neka	urn:cite2:hmt:lsj.chicago_md:n75890	c--------
οὕς	ou(/s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---ma-
οὕς	ou(/s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---ma-
οὕτω	ou(/tw	οὕτως	ou(/tws	urn:cite2:hmt:lsj.chicago_md:n76063	d--------
οὕτως	ou(/tws	οὕτως	ou(/tws	urn:cite2:hmt:lsj.chicago_md:n76063	d--------
οὖν	ou)=n	οὖν	ou)=n	urn:cite2:hmt:lsj.chicago_md:n75887	g--------
οὖσα	ou)=sa	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-sppafn-
οὖσα	ou)=sa	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-sppafv-
οὖσα	ou)=sa	οὖσον	ou)=son	urn:cite2:hmt:lsj.chicago_md:n76045	n-p---nn-
οὖσα	ou)=sa	οὖσον	ou)=son	urn:cite2:hmt:lsj.chicago_md:n76045	n-p---nv-
οὖσα	ou)=sa	οὖσον	ou)=son	urn:cite2:hmt:lsj.chicago_md:n76045	n-p---na-
οὖσ’	ou)=s'	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-sppafn-
οὖσ’	ou)=s'	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-sppafv-
οὖσ’	ou)=s'	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-pppamd-
οὖσ’	ou)=s'	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-pppand-
οὖσ’	ou)=s'	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-pppafn-
οὖσ’	ou)=s'	εἰμί	ei)mi/	urn:cite2:hmt:lsj.chicago_md:n31130	v-pppafv-
οὖσ’	ou)=s'	οὖσον	ou)=son	urn:cite2:hmt:lsj.chicago_md:n76045	n-p---nn-
οὖσ’	ou)=s'	οὖσον	ou)=son	urn:cite2:hmt:lsj.chicago_md:n76045	n-p---nv-
οὖσ’	ou)=s'	οὖσον	ou)=son	urn:cite2:hmt:lsj.chicago_md:n76045	n-p---na-
οὗ	ou(=	ἕ	e(/	urn:cite2:hmt:lsj.chicago_md:n29856	n-s---mg-
οὗ	ou(=	ἕ	e(/	urn:cite2:hmt:lsj.chicago_md:n29856	n-s---fg-
οὗ	ou(=	ἵημι	i(/hmi	urn:cite2:hmt:lsj.chicago_md:n50165	v--amm---
οὗ	ou(=	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-s---mg-
οὗ	ou(=	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-s---mg-
οὗ	ou(=	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-s---ng-
οὗ	ou(=	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-s---ng-
οὗ	ou(=	οὗ	ou(=	urn:cite2:hmt:lsj.chicago_md:n75731	d--------
οὗ	ou(=	οὗ	ou(=	urn:cite2:hmt:lsj.chicago_md:n75732	d--------
οὗτος	ou(=tos	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---mn-
οὗτος	ou(=tos	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---mv-
παιδί	paidi/	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---md-
παιδί	paidi/	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---fd-
παιδός	paido/s	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---mg-
παιδός	paido/s	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-s---fg-
παισί	paisi/	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-p---md-
παισί	paisi/	παῖς	pai=s	urn:cite2:hmt:lsj.chicago_md:n76703	n-p---fd-
παιᾶνα	paia=na	Παιάν	*paia/n	urn:cite2:hmt:lsj.chicago_md:n76532	n-s---ma-
παλαιά	palaia/	παλαιός	palaio/s	urn:cite2:hmt:lsj.chicago_md:n76765	a-p---nn-
παλαιά	palaia/	παλαιός	palaio/s	urn:cite2:hmt:lsj.chicago_md:n76765	a-p---nv-
παλαιά	palaia/	παλαιός	palaio/s	urn:cite2:hmt:lsj.chicago_md:n76765	a-p---na-
παλαιά	palaia/	παλαιός	palaio/s	urn:cite2:hmt:lsj.chicago_md:n76765	a-d---fn-
παλαιά	palaia/	παλαιός	palaio/s	urn:cite2:hmt:lsj.chicago_md:n76765	a-d---fv-
παλαιά	palaia/	παλαιός	palaio/s	urn:cite2:hmt:lsj.chicago_md:n76765	a-d---fa-
παλαιά	palaia/	παλαιός	palaio/s	urn:cite2:hmt:lsj.chicago_md:n76765	a-s---fn-
παλαιά	palaia/	παλαιός	palaio/s	urn:cite2:hmt:lsj.chicago_md:n76765	a-s---fv-
παλαιός	palaio/s	παλαιός	palaio/s	urn:cite2:hmt:lsj.chicago_md:n76765	a-s---mn-
παλαιότης	palaio/ths	παλαιότης	palaio/ths	urn:cite2:hmt:lsj.chicago_md:n76766	n-s---fn-
παμποίκιλοι	pampoi/kiloi	παμποίκιλος	pampoi/kilos	urn:cite2:hmt:lsj.chicago_md:n77119	a-p---mn-
παμποίκιλοι	pampoi/kiloi	παμποίκιλος	pampoi/kilos	urn:cite2:hmt:lsj.chicago_md:n77119	a-p---mv-
παμποίκιλοι	pampoi/kiloi	παμποίκιλος	pampoi/kilos	urn:cite2:hmt:lsj.chicago_md:n77119	n-p---mn-
παμποίκιλοι	pampoi/kiloi	παμποίκιλος	pampoi/kilos	urn:cite2:hmt:lsj.chicago_md:n77119	n-p---mv-
παμποίκιλοι	pampoi/kiloi	παμποίκιλος	pampoi/kilos	urn:cite2:hmt:lsj.chicago_md:n77119	n-p---fn-
παμποίκιλοι	pampoi/kiloi	παμποίκιλος	pampoi/kilos	urn:cite2:hmt:lsj.chicago_md:n77119	n-p---fv-
παννυχίδες	pannuxi/des	παννύχιος	pannu/xios	urn:cite2:hmt:lsj.chicago_md:n77483	n-p---fn-
παννυχίδες	pannuxi/des	παννύχιος	pannu/xios	urn:cite2:hmt:lsj.chicago_md:n77483	n-p---fv-
παννυχίδες	pannuxi/des	παννυχίς	pannuxi/s	urn:cite2:hmt:lsj.chicago_md:n77484	n-p---fn-
παννυχίδες	pannuxi/des	παννυχίς	pannuxi/s	urn:cite2:hmt:lsj.chicago_md:n77484	n-p---fv-
παντοδαπᾶς	pantodapa=s	παντοδαπής	pantodaph/s	urn:cite2:hmt:lsj.chicago_md:n77625	n-p---ma-
παντοδαπᾶς	pantodapa=s	παντοδαπής	pantodaph/s	urn:cite2:hmt:lsj.chicago_md:n77625	n-p---fa-
παντοδαπᾶς	pantodapa=s	παντοδαπός	pantodapo/s	urn:cite2:hmt:lsj.chicago_md:n77627	a-s---fg-
παραδίδωσι	paradi/dwsi	παραδίδωμι	paradi/dwmi	urn:cite2:hmt:lsj.chicago_md:n77928	v3spia---
παραινῶ	parainw=	παραινέω	paraine/w	urn:cite2:hmt:lsj.chicago_md:n78056	v1spsa---
παραινῶ	parainw=	παραινέω	paraine/w	urn:cite2:hmt:lsj.chicago_md:n78056	v1spia---
παραινῶ	parainw=	παραινέω	paraine/w	urn:cite2:hmt:lsj.chicago_md:n78056	v1spsa---
παραινῶ	parainw=	παραινέω	paraine/w	urn:cite2:hmt:lsj.chicago_md:n78056	v1spia---
παρακαθίετο	parakaqi/eto	παρακαθίημι	parakaqi/hmi	urn:cite2:hmt:lsj.chicago_md:n78094	v3siie---
παρακαθίετο	parakaqi/eto	παρακαθίημι	parakaqi/hmi	urn:cite2:hmt:lsj.chicago_md:n78094	v3siie---
παρακέλευσμα	parake/leusma	παρακέλευμα	parake/leuma	urn:cite2:hmt:lsj.chicago_md:n78148	n-s---nn-
παρακέλευσμα	parake/leusma	παρακέλευμα	parake/leuma	urn:cite2:hmt:lsj.chicago_md:n78148	n-s---nv-
παρακέλευσμα	parake/leusma	παρακέλευμα	parake/leuma	urn:cite2:hmt:lsj.chicago_md:n78148	n-s---na-
παρακέλευσμα	parake/leusma	παρακέλευσμα	parake/leusma	urn:cite2:hmt:lsj.chicago_md:n78151	n-s---nn-
παρακέλευσμα	parake/leusma	παρακέλευσμα	parake/leusma	urn:cite2:hmt:lsj.chicago_md:n78151	n-s---nv-
παρακέλευσμα	parake/leusma	παρακέλευσμα	parake/leusma	urn:cite2:hmt:lsj.chicago_md:n78151	n-s---na-
παραλιπών	paralipw/n	παραλείπω	paralei/pw	urn:cite2:hmt:lsj.chicago_md:n78309	v-sapamn-
παρασχοῦσ’	parasxou=s'	παρέχω	pare/xw	urn:cite2:hmt:lsj.chicago_md:n79526	v-sapafn-
παρασχοῦσ’	parasxou=s'	παρέχω	pare/xw	urn:cite2:hmt:lsj.chicago_md:n79526	v-sapafv-
παρασχοῦσ’	parasxou=s'	παρέχω	pare/xw	urn:cite2:hmt:lsj.chicago_md:n79526	v-papamd-
παρασχοῦσ’	parasxou=s'	παρέχω	pare/xw	urn:cite2:hmt:lsj.chicago_md:n79526	v-papand-
παρασχοῦσ’	parasxou=s'	παρέχω	pare/xw	urn:cite2:hmt:lsj.chicago_md:n79526	v-papafn-
παρασχοῦσ’	parasxou=s'	παρέχω	pare/xw	urn:cite2:hmt:lsj.chicago_md:n79526	v-papafv-
παραίνεσιν	parai/nesin	παραίνεσις	parai/nesis	urn:cite2:hmt:lsj.chicago_md:n78051	n-s---fa-
παρεμβλέπων	paremble/pwn	παρεμβλέπω	paremble/pw	urn:cite2:hmt:lsj.chicago_md:n79333	v-sppamn-
παρεστώσας	parestw/sas	παρίστημι	pari/sthmi	urn:cite2:hmt:lsj.chicago_md:n79634	v-prpafa-
παρεστώσας	parestw/sas	παρίστημι	pari/sthmi	urn:cite2:hmt:lsj.chicago_md:n79634	v-srpafg-
παρεῖκεν	parei=ken	παρείκω	parei/kw	urn:cite2:hmt:lsj.chicago_md:n79220	v3siia---
παρεῖκεν	parei=ken	παρίημι	pari/hmi	urn:cite2:hmt:lsj.chicago_md:n79615	v3plia---
