Αἰγίσθου	*ai)gi/sqou	Αἴγισθος	*ai)/gisqos	n-s---mg-
σπείρῃ	spei/rh|	σπείρω	spei/rw	v2sasm---
σπείρῃ	spei/rh|	σπείρω	spei/rw	v3sasa---
σπείρῃ	spei/rh|	σπείρω	spei/rw	v2spse---
σπείρῃ	spei/rh|	σπείρω	spei/rw	v2spie---
σπείρῃ	spei/rh|	σπείρω	spei/rw	v3spsa---
σπείρῃ	spei/rh|	σπεῖρα	spei=ra	n-s---fd-
σπεύδουσ’	speu/dous'	σπεύδω	speu/dw	v-sppafn-
σπεύδουσ’	speu/dous'	σπεύδω	speu/dw	v-sppafv-
σπεύδουσ’	speu/dous'	σπεύδω	speu/dw	v-pppamd-
σπεύδουσ’	speu/dous'	σπεύδω	speu/dw	v-pppand-
σπεύδουσ’	speu/dous'	σπεύδω	speu/dw	v3ppia---
σπεύδουσ’	speu/dous'	σπεύδω	speu/dw	v-pppafn-
σπεύδουσ’	speu/dous'	σπεύδω	speu/dw	v-pppafv-
σποδοῦ	spodou=	σποδέω	spode/w	v2spme---
σποδοῦ	spodou=	σποδόομαι	spodo/omai	v2spme---
σποδοῦ	spodou=	σποδόομαι	spodo/omai	v2siie---
σποδοῦ	spodou=	σποδός	spodo/s	n-s---fg-
σποδόν	spodo/n	σποδός	spodo/s	n-s---fa-
σποδῷ	spodw=|	σποδός	spodo/s	n-s---fd-
σπένδοντα	spe/ndonta	σπένδω	spe/ndw	v-pppann-
σπένδοντα	spe/ndonta	σπένδω	spe/ndw	v-pppanv-
σπένδοντα	spe/ndonta	σπένδω	spe/ndw	v-pppana-
σπένδοντα	spe/ndonta	σπένδω	spe/ndw	v-sppama-
σπέρμ’	spe/rm'	σπέρμα	spe/rma	n-s---nn-
σπέρμ’	spe/rm'	σπέρμα	spe/rma	n-s---nv-
σπέρμ’	spe/rm'	σπέρμα	spe/rma	n-s---na-
σταθμοῖσι	staqmoi=si	σταθμάω	staqma/w	v-pppamd-
σταθμοῖσι	staqmoi=si	σταθμάω	staqma/w	v-pppand-
σταθμοῖσι	staqmoi=si	σταθμόν	staqmo/n	n-p---nd-
σταθμοῖσι	staqmoi=si	σταθμός	staqmo/s	n-p---md-
σταθμοῖσι	staqmoi=si	σταθμός	staqmo/s	n-p---nd-
σταθμοῖσι	staqmoi=si	σταθμόω	staqmo/w	v-pppamd-
σταθμοῖσι	staqmoi=si	σταθμόω	staqmo/w	v-pppand-
σταθμοῖσι	staqmoi=si	σταθμόω	staqmo/w	v3spsa---
σταθμοῖσι	staqmoi=si	σταθμόω	staqmo/w	v3ppia---
στεγάζειν	stega/zein	στεγάζω	stega/zw	v--pna---
στενάχειν	stena/xein	στενάχω	stena/xw	v--pna---
στενάχουσα	stena/xousa	στενάχω	stena/xw	v-sppafn-
στενάχουσα	stena/xousa	στενάχω	stena/xw	v-sppafv-
στενάχουσ’	stena/xous'	στενάχω	stena/xw	v-sppafn-
στενάχουσ’	stena/xous'	στενάχω	stena/xw	v-sppafv-
στενάχουσ’	stena/xous'	στενάχω	stena/xw	v-pppamd-
στενάχουσ’	stena/xous'	στενάχω	stena/xw	v-pppand-
στενάχουσ’	stena/xous'	στενάχω	stena/xw	v3ppia---
στενάχουσ’	stena/xous'	στενάχω	stena/xw	v-pppafn-
στενάχουσ’	stena/xous'	στενάχω	stena/xw	v-pppafv-
στερήσομαι	sterh/somai	στερέω	stere/w	v1sfip---
στερήσομαι	sterh/somai	στερέω	stere/w	v1sasm---
στερήσομαι	sterh/somai	στερέω	stere/w	v1sfim---
στικτόν	stikto/n	στικτός	stikto/s	a-s---ma-
στικτόν	stikto/n	στικτός	stikto/s	a-s---nn-
στικτόν	stikto/n	στικτός	stikto/s	a-s---nv-
στικτόν	stikto/n	στικτός	stikto/s	a-s---na-
στολᾷ	stola=|	στολάζομαι	stola/zomai	v2sfie---
στολᾷ	stola=|	στολή	stolh/	n-s---fd-
στονόεσσ’	stono/ess'	στονόεις	stono/eis	n-s---fn-
στονόεσσ’	stono/ess'	στονόεις	stono/eis	n-s---fv-
στονόεσσ’	stono/ess'	στονόεις	stono/eis	n-p---fn-
στονόεσσ’	stono/ess'	στονόεις	stono/eis	n-p---fv-
στρατηγήσαντος	strathgh/santos	στρατηγέω	strathge/w	v-sapamg-
στρατηγήσαντος	strathgh/santos	στρατηγέω	strathge/w	v-sapang-
στρατοῦ	stratou=	στρατάω#	strata/w%2	v2spme---
στρατοῦ	stratou=	στρατός	strato/s	n-s---mg-
στρατοῦ	stratou=	στρατόω	strato/w	v2spme---
στρατοῦ	stratou=	στρατόω	strato/w	v2siie---
στρατός	strato/s	στρατός	strato/s	n-s---mn-
στρατῷ	stratw=|	στρατάω#	strata/w%2	v3spoa---
στρατῷ	stratw=|	στρατός	strato/s	n-s---md-
στράτευμ’	stra/teum'	στράτευμα	stra/teuma	n-s---nn-
στράτευμ’	stra/teum'	στράτευμα	stra/teuma	n-s---nv-
στράτευμ’	stra/teum'	στράτευμα	stra/teuma	n-s---na-
στρέφει	stre/fei	στρέφω	stre/fw	v2spie---
στρέφει	stre/fei	στρέφω	stre/fw	v3spia---
στυγεραί	stugerai/	στυγερός	stugero/s	a-p---fn-
στυγεραί	stugerai/	στυγερός	stugero/s	a-p---fv-
στυγερῶν	stugerw=n	στυγερός	stugero/s	a-p---fg-
στυγερῶν	stugerw=n	στυγερός	stugero/s	a-p---mg-
στυγερῶν	stugerw=n	στυγερός	stugero/s	a-p---ng-
στυγνός	stugno/s	στυγνός	stugno/s	a-s---mn-
στυγνῶν	stugnw=n	στυγνάζω	stugna/zw	v-sfpamv-
στυγνῶν	stugnw=n	στυγνάζω	stugna/zw	v-sfpann-
στυγνῶν	stugnw=n	στυγνάζω	stugna/zw	v-sfpanv-
στυγνῶν	stugnw=n	στυγνάζω	stugna/zw	v-sfpana-
στυγνῶν	stugnw=n	στυγνάζω	stugna/zw	v-sfpamn-
στυγνῶν	stugnw=n	στυγνός	stugno/s	a-p---fg-
στυγνῶν	stugnw=n	στυγνός	stugno/s	a-p---mg-
στυγνῶν	stugnw=n	στυγνός	stugno/s	a-p---ng-
στυγνῶν	stugnw=n	στυγνόω	stugno/w	v-sppamv-
στυγνῶν	stugnw=n	στυγνόω	stugno/w	v-sppann-
στυγνῶν	stugnw=n	στυγνόω	stugno/w	v-sppanv-
στυγνῶν	stugnw=n	στυγνόω	stugno/w	v-sppana-
στυγνῶν	stugnw=n	στυγνόω	stugno/w	v-sppamn-
στυγνῶν	stugnw=n	στυγνόω	stugno/w	v--pna---
στυγῶ	stugw=	στυγέω	stuge/w	v1spsa---
στυγῶ	stugw=	στυγέω	stuge/w	v1spia---
στάζει	sta/zei	στάζω	sta/zw	v2spie---
στάζει	sta/zei	στάζω	sta/zw	v3spia---
στάντες	sta/ntes	ἵστημι	i(/sthmi	v-papamn-
στάντες	sta/ntes	ἵστημι	i(/sthmi	v-papamv-
στάσεις	sta/seis	ἵστημι	i(/sthmi	v2sasa---
στάσεις	sta/seis	ἵστημι	i(/sthmi	v2sfia---
στάσεις	sta/seis	στάσις	sta/sis	n-p---fn-
στάσεις	sta/seis	στάσις	sta/sis	n-p---fv-
στάσεις	sta/seis	στάσις	sta/sis	n-p---fn-
στάσεις	sta/seis	στάσις	sta/sis	n-p---fa-
στάσεις	sta/seis	στάζω	sta/zw	v2sasa---
στάσεις	sta/seis	στάζω	sta/zw	v2sfia---
στέγαι	ste/gai	στέγη	ste/gh	n-p---fn-
στέγαι	ste/gai	στέγη	ste/gh	n-p---fv-
στέγαι	ste/gai	στέγη	ste/gh	n-s---fd-
στέγας	ste/gas	στέγη	ste/gh	n-p---fa-
στέγας	ste/gas	στέγη	ste/gh	n-s---fg-
στέγην	ste/ghn	στέγη	ste/gh	n-s---fa-
στέγην	ste/ghn	στέγος	ste/gos	n-s---na-
στέγην	ste/ghn	στέγω	ste/gw	v--pna---
στέγης	ste/ghs	στέγη	ste/gh	n-s---fg-
στέγον	ste/gon	στέγω	ste/gw	v-sppamv-
στέγον	ste/gon	στέγω	ste/gw	v-sppann-
στέγον	ste/gon	στέγω	ste/gw	v-sppanv-
στέγον	ste/gon	στέγω	ste/gw	v-sppana-
στέγον	ste/gon	στέγω	ste/gw	v3piia---
στέγον	ste/gon	στέγω	ste/gw	v1siia---
στέγος	ste/gos	στέγος	ste/gos	n-s---nn-
στέγος	ste/gos	στέγος	ste/gos	n-s---nv-
στέγος	ste/gos	στέγος	ste/gos	n-s---na-
στέγῃ	ste/gh|	στέγη	ste/gh	n-s---fd-
στέγῃ	ste/gh|	στέγω	ste/gw	v2spse---
στέγῃ	ste/gh|	στέγω	ste/gw	v2spie---
στέγῃ	ste/gh|	στέγω	ste/gw	v3spsa---
στέναζ’	ste/naz'	στενάζω	stena/zw	v2spma---
στέναζ’	ste/naz'	στενάζω	stena/zw	v3siia---
στένε	ste/ne	στένω	ste/nw	v2spma---
στένε	ste/ne	στένω	ste/nw	v3siia---
στένειν	ste/nein	στένω	ste/nw	v--pna---
στένεις	ste/neis	στένω	ste/nw	v2spia---
στένω	ste/nw	στένω	ste/nw	v1spsa---
στένω	ste/nw	στένω	ste/nw	v1spia---
στένω	ste/nw	στενόω	steno/w	v2spma---
στένω	ste/nw	στενόω	steno/w	v3siia---
στέρνων	ste/rnwn	στέρνον	ste/rnon	n-p---ng-
στέφωμεν	ste/fwmen	στέφω	ste/fw	v1ppsa---
στέψαντες	ste/yantes	στέφω	ste/fw	v-papamn-
στέψαντες	ste/yantes	στέφω	ste/fw	v-papamv-
στήλην	sth/lhn	στήλη	sth/lh	n-s---fa-
στόμα	sto/ma	στόμα	sto/ma	n-s---nn-
στόμα	sto/ma	στόμα	sto/ma	n-s---nv-
στόμα	sto/ma	στόμα	sto/ma	n-s---na-
στόμαργον	sto/margon	στόμαργος	sto/margos	n-s---ma-
στόμαργον	sto/margon	στόμαργος	sto/margos	n-s---fa-
στόμαργον	sto/margon	στόμαργος	sto/margos	n-s---nn-
στόμαργον	sto/margon	στόμαργος	sto/margos	n-s---nv-
στόμαργον	sto/margon	στόμαργος	sto/margos	n-s---na-
στόμια	sto/mia	στόμιον	sto/mion	n-p---nn-
στόμια	sto/mia	στόμιον	sto/mion	n-p---nv-
στόμια	sto/mia	στόμιον	sto/mion	n-p---na-
στόμ’	sto/m'	στόμα	sto/ma	n-s---nn-
στόμ’	sto/m'	στόμα	sto/ma	n-s---nv-
στόμ’	sto/m'	στόμα	sto/ma	n-s---na-
συγγενές	suggene/s	συγγενής	suggenh/s	n-s---mv-
συγγενές	suggene/s	συγγενής	suggenh/s	n-s---fv-
συγγενές	suggene/s	συγγενής	suggenh/s	n-s---nn-
συγγενές	suggene/s	συγγενής	suggenh/s	n-s---nv-
συγγενές	suggene/s	συγγενής	suggenh/s	n-s---na-
συγγνώμην	suggnw/mhn	συγγνώμη	suggnw/mh	n-s---fa-
συγγένεσθέ	sugge/nesqe/	συγγίγνομαι	suggi/gnomai	v2pamm---
συγγένεσθέ	sugge/nesqe/	συγγίγνομαι	suggi/gnomai	v2paim---
συγκοιμωμένην	sugkoimwme/nhn	συγκοιμάομαι	sugkoima/omai	v-sppefa-
συγκοιμωμένην	sugkoimwme/nhn	συγκοιμάομαι	sugkoima/omai	v-sppefa-
συμβέβηκεν	sumbe/bhken	συμβαίνω	sumbai/nw	v3sria---
συμβέβηκεν	sumbe/bhken	συμβαίνω	sumbai/nw	v3plia---
συμμαρτυρῶ	summarturw=	συμμαρτυρέω	summarture/w	v1spsa---
συμμαρτυρῶ	summarturw=	συμμαρτυρέω	summarture/w	v1spia---
συμμαρτυρῶ	summarturw=	συμμαρτυρέω	summarture/w	v1spsa---
συμμαρτυρῶ	summarturw=	συμμαρτυρέω	summarture/w	v1spia---
συμπαίουσι	sumpai/ousi	συμπαίω	sumpai/w	v-pppamd-
συμπαίουσι	sumpai/ousi	συμπαίω	sumpai/w	v-pppand-
συμπαίουσι	sumpai/ousi	συμπαίω	sumpai/w	v3ppia---
συμπόνει	sumpo/nei	συμπονέω	sumpone/w	v2spma---
συμπόνει	sumpo/nei	συμπονέω	sumpone/w	v2spma---
συμπόνει	sumpo/nei	συμπονέω	sumpone/w	v3siia---
συμπόνει	sumpo/nei	συμπονέω	sumpone/w	v3siia---
συμφοραῖσί	sumforai=si/	συμφορά	sumfora/	n-p---fd-
συμφορᾶς	sumfora=s	συμφορά	sumfora/	n-s---fg-
συμφορᾶς	sumfora=s	συμφοράζω	sumfora/zw	v2sfia---
συμφορᾶς	sumfora=s	συμφορεύς	sumforeu/s	n-p---ma-
συμφέρειν	sumfe/rein	συμφέρω	sumfe/rw	v--pna---
συμφέροι	sumfe/roi	συμφέρω	sumfe/rw	v3spoa---
συναινέσεις	sunaine/seis	συναίνεσις	sunai/nesis	n-p---fn-
συναινέσεις	sunaine/seis	συναίνεσις	sunai/nesis	n-p---fv-
συναινέσεις	sunaine/seis	συναίνεσις	sunai/nesis	n-p---fn-
συναινέσεις	sunaine/seis	συναίνεσις	sunai/nesis	n-p---fa-
συναινέσεις	sunaine/seis	συναινέω	sunaine/w	v2sasa---
συναινέσεις	sunaine/seis	συναινέω	sunaine/w	v2sfia---
συναρπάσας	sunarpa/sas	συναρπάζω	sunarpa/zw	v-pfpafa-
συναρπάσας	sunarpa/sas	συναρπάζω	sunarpa/zw	v-sfpafg-
συναρπάσας	sunarpa/sas	συναρπάζω	sunarpa/zw	v-pfpafa-
συναρπάσας	sunarpa/sas	συναρπάζω	sunarpa/zw	v-sfpafg-
συναρπάσας	sunarpa/sas	συναρπάζω	sunarpa/zw	v-sapamn-
συναρπάσας	sunarpa/sas	συναρπάζω	sunarpa/zw	v-sapamv-
συναρπάσας	sunarpa/sas	συναρπάζω	sunarpa/zw	v-sapamn-
συναρπάσας	sunarpa/sas	συναρπάζω	sunarpa/zw	v-sapamv-
συνδράσουσα	sundra/sousa	συνδράω	sundra/w	v-sfpafn-
συνδράσουσα	sundra/sousa	συνδράω	sundra/w	v-sfpafv-
συνδράσουσα	sundra/sousa	συνδράω	sundra/w	v-sfpafn-
συνδράσουσα	sundra/sousa	συνδράω	sundra/w	v-sfpafv-
συνδράσουσα	sundra/sousa	συνδράω	sundra/w	v-sfpafn-
συνδράσουσα	sundra/sousa	συνδράω	sundra/w	v-sfpafv-
συνδρῶσιν	sundrw=sin	συνδράω	sundra/w	v-pppamd-
συνδρῶσιν	sundrw=sin	συνδράω	sundra/w	v-pppand-
συνδρῶσιν	sundrw=sin	συνδράω	sundra/w	v3ppsa---
συνδρῶσιν	sundrw=sin	συνδράω	sundra/w	v3ppia---
συνδρῶσιν	sundrw=sin	συνδράω	sundra/w	v3ppsa---
συνδρῶσιν	sundrw=sin	συνδράω	sundra/w	v-pppamd-
συνδρῶσιν	sundrw=sin	συνδράω	sundra/w	v-pppand-
συνδρῶσιν	sundrw=sin	συνδράω	sundra/w	v3ppsa---
συνδρῶσιν	sundrw=sin	συνδράω	sundra/w	v3ppia---
συννόμου	sunno/mou	σύννομος	su/nnomos	n-s---mg-
συννόμου	sunno/mou	σύννομος	su/nnomos	n-s---fg-
συννόμου	sunno/mou	σύννομος	su/nnomos	n-s---ng-
σφαγάς	sfaga/s	σφαγή	sfagh/	n-p---fa-
σφραγῖδα	sfragi=da	σφραγίς	sfragi/s	n-s---fa-
σφίν	sfi/n	σφεῖς	sfei=s	n-p---md-
σφίν	sfi/n	σφεῖς	sfei=s	n-p---fd-
σφόδρ’	sfo/dr'	σφόδρα	sfo/dra	d--------
σφῷν	sfw=|n	σφεῖς	sfei=s	n-p---mg-
σφῷν	sfw=|n	σφεῖς	sfei=s	n-p---fg-
σφῷν	sfw=|n	σύ	su/	p-d----g-
σφῷν	sfw=|n	σύ	su/	p-d----d-
σφῷν	sfw=|n	σύ	su/	p-d----g-
σφῷν	sfw=|n	σύ	su/	p-d----d-
σφ’	sf'	ἕπομαι	e(/pomai	v2sama---
σφ’	sf'	ἕπομαι	e(/pomai	v3saia---
σφ’	sf'	σφεῖς	sfei=s	n-p---md-
σφ’	sf'	σφεῖς	sfei=s	n-p---fd-
σφ’	sf'	σφεῖς	sfei=s	n-p---ma-
σφ’	sf'	σφεῖς	sfei=s	n-p---fa-
σφ’	sf'	σφός	sfo/s	a-s---mv-
σχεδόν	sxedo/n	σχεδόν	sxedo/n	d--------
σχοῦσα	sxou=sa	ἔχω	e)/xw	v-sapafn-
σχοῦσα	sxou=sa	ἔχω	e)/xw	v-sapafv-
σχοῦσα	sxou=sa	σχάω	sxa/w	v-sppafn-
σχοῦσα	sxou=sa	σχάω	sxa/w	v-sppafv-
σχές	sxe/s	ἔχω	e)/xw	v2sama---
σχές	sxe/s	ἔχω	e)/xw	v2saia---
σχήσει	sxh/sei	ἔχω	e)/xw	v2sfim---
σχήσει	sxh/sei	ἔχω	e)/xw	v3sfia---
σχήσει	sxh/sei	σχάω	sxa/w	v3sasa---
σχήσει	sxh/sei	σχάω	sxa/w	v2sfim---
σχήσει	sxh/sei	σχάω	sxa/w	v3sfia---
σχήσω	sxh/sw	ἔχω	e)/xw	v1sfia---
σχήσω	sxh/sw	σχάω	sxa/w	v1sasa---
σχήσω	sxh/sw	σχάω	sxa/w	v1sfia---
σχήσω	sxh/sw	σχάω	sxa/w	v2saim---
σχίζουσι	sxi/zousi	σχίζω	sxi/zw	v-pppamd-
σχίζουσι	sxi/zousi	σχίζω	sxi/zw	v-pppand-
σχίζουσι	sxi/zousi	σχίζω	sxi/zw	v3ppia---
σωθῶ	swqw=	σώζω	sw/zw	v1sasp---
σωκῶ	swkw=	σωκέω	swke/w	v1spsa---
σωκῶ	swkw=	σωκέω	swke/w	v1spia---
σωμάτων	swma/twn	σῶμα	sw=ma	n-p---ng-
σωμάτων	swma/twn	σωματόω	swmato/w	v3piia---
σωμάτων	swma/twn	σωματόω	swmato/w	v1siia---
σωτηρίοις	swthri/ois	σωτήριος	swth/rios	n-p---md-
σωτηρίοις	swthri/ois	σωτήριος	swth/rios	n-p---fd-
σωτηρίοις	swthri/ois	σωτήριος	swth/rios	n-p---nd-
σωτήρ	swth/r	σωτήρ	swth/r	n-s---mn-
σωτήρι’	swth/ri'	σωτήριος	swth/rios	n-p---nn-
σωτήρι’	swth/ri'	σωτήριος	swth/rios	n-p---nv-
σωτήρι’	swth/ri'	σωτήριος	swth/rios	n-p---na-
σωτήρι’	swth/ri'	σωτήριος	swth/rios	n-s---mv-
σωτήρι’	swth/ri'	σωτήριος	swth/rios	n-s---fv-
σωφρονεῖν	swfronei=n	σωφρονέω	swfrone/w	v--pna---
σωφρονήσεις	swfronh/seis	σωφρονέω	swfrone/w	v2sasa---
σωφρονήσεις	swfronh/seis	σωφρονέω	swfrone/w	v2sfia---
σά	sa/	σός	so/s	a-p---nn-
σά	sa/	σός	so/s	a-p---nv-
σά	sa/	σός	so/s	a-p---na-
σά	sa/	σός	so/s	a-d---fn-
σά	sa/	σός	so/s	a-d---fv-
σά	sa/	σός	so/s	a-d---fa-
σά	sa/	σός	so/s	a-s---fn-
σά	sa/	σός	so/s	a-s---fv-
σάλπιγγος	sa/lpiggos	σάλπιγξ	sa/lpigc	n-s---fg-
σάφ’	sa/f'	σάφα	sa/fa	d--------
σέ	se/	σός	so/s	a-s---mv-
σέ	se/	σύ	su/	p-s----a-
σέ	se/	σύ	su/	p-s----a-
σέβας	se/bas	σέβας	se/bas	n-s---ng-
σέβας	se/bas	σέβας	se/bas	n-s---nn-
σέβας	se/bas	σέβας	se/bas	n-s---nv-
σέβας	se/bas	σέβας	se/bas	n-s---na-
σέβειν	se/bein	σέβω	se/bw	v--pna---
σέθεν	se/qen	σύ	su/	p-s----g-
σέλας	se/las	σέλας	se/las	n-s---ng-
σέλας	se/las	σέλας	se/las	n-s---nn-
σέλας	se/las	σέλας	se/las	n-s---nv-
σέλας	se/las	σέλας	se/las	n-s---na-
σέλας	se/las	σελάω	sela/w	v2siia---
σήμαιν’	sh/main'	σημαίνω	shmai/nw	v2spma---
σήμαιν’	sh/main'	σημαίνω	shmai/nw	v3siia---
σήν	sh/n	σής	sh/s	n-s---ma-
σήν	sh/n	σός	so/s	a-s---fa-
σόν	so/n	σός	so/s	a-s---ma-
σόν	so/n	σός	so/s	a-s---nn-
σόν	so/n	σός	so/s	a-s---nv-
σόν	so/n	σός	so/s	a-s---na-
σός	so/s	σός	so/s	a-s---mn-
σύ	su/	σύ	su/	p-s----n-
σύγγνωτε	su/ggnwte	συγγιγνώσκω	suggignw/skw	v2pama---
σύγγνωτε	su/ggnwte	συγγιγνώσκω	suggignw/skw	v2paia---
σύγκαμν’	su/gkamn'	συγκάμνω	sugka/mnw	v2spma---
σύγκαμν’	su/gkamn'	συγκάμνω	sugka/mnw	v3siia---
σύμμαχος	su/mmaxos	σύμμαχος	su/mmaxos	n-s---mn-
σύμμαχος	su/mmaxos	σύμμαχος	su/mmaxos	n-s---fn-
σύν	su/n	σύν	su/n	r--------
σύνηθες	su/nhqes	σύν-ἠθέω	su/n-h)qe/w	v2siia---
σύντροφος	su/ntrofos	σύντροφος	su/ntrofos	n-s---mn-
σύντροφος	su/ntrofos	σύντροφος	su/ntrofos	n-s---fn-
σύριγγα	su/rigga	σῦριγξ	su=rigc	n-s---fa-
σώματα	sw/mata	σῶμα	sw=ma	n-p---nn-
σώματα	sw/mata	σῶμα	sw=ma	n-p---nv-
σώματα	sw/mata	σῶμα	sw=ma	n-p---na-
σώφρων	sw/frwn	σώφρων	sw/frwn	n-s---mn-
σώφρων	sw/frwn	σώφρων	sw/frwn	n-s---fn-
σᾷ	sa=|	σός	so/s	a-s---fd-
σῆς	sh=s	σέω	se/w	v2spia---
σῆς	sh=s	σέω	se/w	v2siia---
σῆς	sh=s	σής	sh/s	n-p---ma-
σῆς	sh=s	σής	sh/s	n-p---mn-
σῆς	sh=s	σής	sh/s	n-p---mv-
σῆς	sh=s	σός	so/s	a-s---fg-
σῇ	sh=|	σέω	se/w	v2spse---
σῇ	sh=|	σέω	se/w	v2spie---
σῇ	sh=|	σέω	se/w	v3spsa---
σῇ	sh=|	σός	so/s	a-s---fd-
σῖγα	si=ga	σῖγα	si=ga	d--------
σῖγ’	si=g'	σῖγα	si=ga	d--------
σῳζέσθω	sw|ze/sqw	σώζω	sw/zw	v3spme---
σῴζεται	sw/|zetai	σώζω	sw/zw	v3spie---
σῴζου	sw/|zou	σώζω	sw/zw	v2spme---
σῴζου	sw/|zou	σώζω	sw/zw	v2siie---
σῴζω	sw/|zw	σώζω	sw/zw	v1spsa---
σῴζω	sw/|zw	σώζω	sw/zw	v1spia---
σῶμα	sw=ma	σῶμα	sw=ma	n-s---nn-
σῶμα	sw=ma	σῶμα	sw=ma	n-s---nv-
σῶμα	sw=ma	σῶμα	sw=ma	n-s---na-
σῶμ’	sw=m'	σέω	se/w	v1spsa---
σῶμ’	sw=m'	σέω	se/w	v1spse---
σῶμ’	sw=m'	σῶμα	sw=ma	n-s---nn-
σῶμ’	sw=m'	σῶμα	sw=ma	n-s---nv-
σῶμ’	sw=m'	σῶμα	sw=ma	n-s---na-
σῶν	sw=n	σέω	se/w	v-sppamn-
σῶν	sw=n	σής	sh/s	n-p---mg-
σῶν	sw=n	σός	so/s	a-p---fg-
σῶν	sw=n	σός	so/s	a-p---mg-
σῶν	sw=n	σός	so/s	a-p---ng-
σῶν	sw=n	σῶς	sw=s	n-s---ma-
σῶν	sw=n	σῶς	sw=s	n-s---fa-
σῷ	sw=|	σός	so/s	a-s---md-
σῷ	sw=|	σός	so/s	a-s---nd-
τακομένας	takome/nas	τήκω	th/kw	v-pppefa-
τακομένας	takome/nas	τήκω	th/kw	v-sppefg-
ταλαιπώρου	talaipw/rou	ταλαίπωρος	talai/pwros	n-s---mg-
ταλαιπώρου	talaipw/rou	ταλαίπωρος	talai/pwros	n-s---fg-
ταλαιπώρου	talaipw/rou	ταλαίπωρος	talai/pwros	n-s---ng-
ταλαίνης	talai/nhs	τάλας	ta/las	a-s---fg-
ταλαίνῃ	talai/nh|	τάλας	ta/las	a-s---fd-
τανῦν	tanu=n	τανῦν	tanu=n	d--------
ταφεῦσιν	tafeu=sin	θάπτω	qa/ptw	v3pasp---
ταφεῦσιν	tafeu=sin	ταφεύς	tafeu/s	n-p---md-
ταφῆς	tafh=s	ταφεύς	tafeu/s	n-p---mn-
ταφῆς	tafh=s	ταφεύς	tafeu/s	n-p---mn-
ταφῆς	tafh=s	ταφεύς	tafeu/s	n-p---mv-
ταφῆς	tafh=s	ταφή	tafh/	n-s---fg-
ταὐτοῦ	tau)tou=	ταὐτός	tau)to/s	a-s---mg-
ταὐτοῦ	tau)tou=	ταὐτός	tau)to/s	a-s---ng-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-p---nn-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-p---nv-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-p---na-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-d---fn-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-d---fv-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-d---fa-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-s---fn-
ταὐτά	tau)ta/	ταὐτός	tau)to/s	a-s---fv-
ταὐτῷ	tau)tw=|	ταὐτάζω	tau)ta/zw	v3sfoa---
ταὐτῷ	tau)tw=|	ταὐτός	tau)to/s	a-s---md-
ταὐτῷ	tau)tw=|	ταὐτός	tau)to/s	a-s---nd-
ταύτας	tau/tas	οὗτος	ou(=tos	n-p---fa-
ταύτας	tau/tas	οὗτος	ou(=tos	n-s---fg-
ταύτην	tau/thn	οὗτος	ou(=tos	n-s---fa-
ταύτης	tau/ths	οὗτος	ou(=tos	n-s---fg-
ταύτῃ	tau/th|	οὗτος	ou(=tos	n-s---fd-
ταύτῃ	tau/th|	ταύτῃ	tau/th|	d--------
ταῖνδε	tai=nde	ὅδε	o(/de	n-d---fg-
ταῖνδε	tai=nde	ὅδε	o(/de	n-d---fd-
ταῖς	tai=s	ὁ	o(	l-p---fd-
ταῖσδε	tai=sde	ὅδε	o(/de	n-p---fd-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---nn-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---nv-
ταῦθ’	tau=q'	οὗτος	ou(=tos	n-p---na-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---nn-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---nv-
ταῦτα	tau=ta	οὗτος	ou(=tos	n-p---na-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---nn-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---nv-
ταῦτά	tau=ta/	οὗτος	ou(=tos	n-p---na-
τε	te	τε	te	g--------
τεθνηκότα	teqnhko/ta	θνήσκω	qnh/skw	v-prpann-
τεθνηκότα	teqnhko/ta	θνήσκω	qnh/skw	v-prpanv-
τεθνηκότα	teqnhko/ta	θνήσκω	qnh/skw	v-prpana-
τεθνηκότα	teqnhko/ta	θνήσκω	qnh/skw	v-srpama-
τεθνηκότι	teqnhko/ti	θνήσκω	qnh/skw	v-srpamd-
τεθνηκότι	teqnhko/ti	θνήσκω	qnh/skw	v-srpand-
τεθνηκότος	teqnhko/tos	θνήσκω	qnh/skw	v-srpamg-
τεθνηκότος	teqnhko/tos	θνήσκω	qnh/skw	v-srpang-
τεκμήρια	tekmh/ria	τεκμήριον	tekmh/rion	n-p---nn-
τεκμήρια	tekmh/ria	τεκμήριον	tekmh/rion	n-p---nv-
τεκμήρια	tekmh/ria	τεκμήριον	tekmh/rion	n-p---na-
τεκμήριον	tekmh/rion	τεκμήριον	tekmh/rion	n-s---nn-
