Αἰακιδᾶν	*ai)akida=n	Αἰακίδης	*ai)aki/dhs	n-p---mg-
αἰτήσομαι	ai)th/somai	αἰτέω	ai)te/w	v1sfim---
αἰτίαν	ai)ti/an	αἴτιος	ai)/tios	a-s---fa-
αἰτίαν	ai)ti/an	αἰτία	ai)ti/a	n-s---fa-
αἰχμαλωτίδας	ai)xmalwti/das	αἰχμαλωτίς	ai)xmalwti/s	n-p---fa-
αἰχμαλωτίδος	ai)xmalwti/dos	αἰχμαλωτίς	ai)xmalwti/s	n-s---fg-
αἰάζειν	ai)a/zein	αἰάζω	ai)a/zw	v--pna---
αἰέν	ai)e/n	ἀεί	a)ei/	d--------
αἰόλου	ai)o/lou	αἰόλος	ai)o/los	a-s---mg-
αἰόλου	ai)o/lou	αἰόλος	ai)o/los	a-s---ng-
αἰών	ai)w/n	αἰών	ai)w/n	n-s---mn-
αἰών	ai)w/n	αἰών	ai)w/n	n-s---mv-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-p---nn-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-p---nv-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-p---na-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-d---mn-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-d---mv-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-d---ma-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-d---fn-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-d---fv-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-d---fa-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-d---nn-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-d---nv-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-d---na-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-s---ma-
αἱμοβαφῆ	ai(mobafh=	αἱμοβαφής	ai(mobafh/s	n-s---fa-
αἱμυλώτατον	ai(mulw/taton	αἱμύλος	ai(mu/los	a-s---mas
αἱμυλώτατον	ai(mulw/taton	αἱμύλος	ai(mu/los	a-s---nns
αἱμυλώτατον	ai(mulw/taton	αἱμύλος	ai(mu/los	a-s---nvs
αἱμυλώτατον	ai(mulw/taton	αἱμύλος	ai(mu/los	a-s---nas
αἱμυλώτατον	ai(mulw/taton	αἱμύλος	ai(mu/los	a-s---mas
αἱμυλώτατον	ai(mulw/taton	αἱμύλος	ai(mu/los	a-s---nns
αἱμυλώτατον	ai(mulw/taton	αἱμύλος	ai(mu/los	a-s---nvs
αἱμυλώτατον	ai(mulw/taton	αἱμύλος	ai(mu/los	a-s---nas
αἱμάξαι	ai(ma/cai	αἱμάσσω	ai(ma/ssw	v--ana---
αἱμάξαι	ai(ma/cai	αἱμάσσω	ai(ma/ssw	v3saoa---
