Αἰγίσθου	*ai)gi/sqou	Αἴγισθος	*ai)/gisqos	n-s---mg-
σθένω	sqe/nw	σθένω	sqe/nw	v1spia---
σθένω	sqe/nw	σθενόω	sqeno/w	v2spma---
σθένω	sqe/nw	σθενόω	sqeno/w	v3siia---
σθένων	sqe/nwn	σθένω	sqe/nw	v-sppamn-
σθένων	sqe/nwn	σθενόω	sqeno/w	v3piia---
σθένων	sqe/nwn	σθενόω	sqeno/w	v1siia---
σιγῇ	sigh=|	σιγάω	siga/w	v2spse---
σιγῇ	sigh=|	σιγάω	siga/w	v2spie---
σιγῇ	sigh=|	σιγάω	siga/w	v3spsa---
σιγῇ	sigh=|	σιγάω	siga/w	v3spia---
σιγῇ	sigh=|	σιγάω	siga/w	v2spse---
σιγῇ	sigh=|	σιγάω	siga/w	v2spie---
σιγῇ	sigh=|	σιγάω	siga/w	v3spsa---
σιγῇ	sigh=|	σιγάζω	siga/zw	v2sfim---
σιγῇ	sigh=|	σιγάζω	siga/zw	v3sfia---
σιγῇ	sigh=|	σιγή	sigh/	n-s---fd-
σιγῶ	sigw=	σιγάω	siga/w	v2spme---
σιγῶ	sigw=	σιγάω	siga/w	v1spsa---
σιγῶ	sigw=	σιγάω	siga/w	v1spia---
σιγῶ	sigw=	σιγάω	siga/w	v1spsa---
σιγῶ	sigw=	σιγάω	siga/w	v1spia---
σιγῶ	sigw=	σιγάω	siga/w	v2siie---
σιγῶ	sigw=	σιγάζω	siga/zw	v1sfia---
σιδάρῳ	sida/rw|	σίδηρος	si/dhros	n-s---md-
σιωπῶ	siwpw=	σιωπάω	siwpa/w	v2spme---
σιωπῶ	siwpw=	σιωπάω	siwpa/w	v1spsa---
σιωπῶ	siwpw=	σιωπάω	siwpa/w	v1spia---
σιωπῶ	siwpw=	σιωπάω	siwpa/w	v1spsa---
σιωπῶ	siwpw=	σιωπάω	siwpa/w	v1spia---
σιωπῶ	siwpw=	σιωπάω	siwpa/w	v2siie---
σκαιός	skaio/s	σκαιός	skaio/s	a-s---mn-
σκαιῶν	skaiw=n	σκαιός	skaio/s	a-p---fg-
σκαιῶν	skaiw=n	σκαιός	skaio/s	a-p---mg-
σκαιῶν	skaiw=n	σκαιός	skaio/s	a-p---ng-
σκαφεύς	skafeu/s	σκαφεύς	skafeu/s	n-s---mn-
σκοπιάς	skopia/s	σκοπιά	skopia/	n-p---fa-
σκοπούς	skopou/s	σκοπός	skopo/s	n-p---ma-
σκοπούς	skopou/s	σκοπός	skopo/s	n-p---fa-
σκοποῦντι	skopou=nti	σκοπάω	skopa/w	v-sppamd-
σκοποῦντι	skopou=nti	σκοπάω	skopa/w	v-sppand-
σκοποῦντι	skopou=nti	σκοπάω	skopa/w	v3ppia---
σκοποῦντι	skopou=nti	σκοπέω	skope/w	v-sppamd-
σκοποῦντι	skopou=nti	σκοπέω	skope/w	v-sppand-
σκοποῦντι	skopou=nti	σκοπέω	skope/w	v3ppia---
σκοπῶ	skopw=	σκοπάω	skopa/w	v2spme---
σκοπῶ	skopw=	σκοπάω	skopa/w	v1spsa---
σκοπῶ	skopw=	σκοπάω	skopa/w	v1spia---
σκοπῶ	skopw=	σκοπάω	skopa/w	v1spsa---
σκοπῶ	skopw=	σκοπάω	skopa/w	v1spia---
σκοπῶ	skopw=	σκοπάω	skopa/w	v2siie---
σκοπῶ	skopw=	σκοπέω	skope/w	v1spsa---
σκοπῶ	skopw=	σκοπέω	skope/w	v1spia---
σκοπῶ	skopw=	σκοπός	skopo/s	n-s---mg-
σκοπῶ	skopw=	σκοπός	skopo/s	n-s---fg-
σκοπῶν	skopw=n	σκοπάω	skopa/w	v-sppamv-
σκοπῶν	skopw=n	σκοπάω	skopa/w	v-sppann-
σκοπῶν	skopw=n	σκοπάω	skopa/w	v-sppanv-
σκοπῶν	skopw=n	σκοπάω	skopa/w	v-sppana-
σκοπῶν	skopw=n	σκοπάω	skopa/w	v-sppamn-
σκοπῶν	skopw=n	σκοπάω	skopa/w	v-sppamn-
σκοπῶν	skopw=n	σκοπέω	skope/w	v-sppamn-
σκοπῶν	skopw=n	σκοπή	skoph/	n-p---fg-
σκοπῶν	skopw=n	σκοπός	skopo/s	n-p---mg-
σκοπῶν	skopw=n	σκοπός	skopo/s	n-p---fg-
σκυθράζει	skuqra/zei	σκυθράζω	skuqra/zw	v2spie---
σκυθράζει	skuqra/zei	σκυθράζω	skuqra/zw	v3spia---
σκυλεύμασιν	skuleu/masin	σκύλευμα	sku/leuma	n-p---nd-
σκέψαι	ske/yai	σκέπτομαι	ske/ptomai	v2same---
σκόλοπι	sko/lopi	σκόλοψ	sko/loy	n-s---md-
σκότῳ	sko/tw|	σκότος	sko/tos	n-s---md-
σκύλοισι	sku/loisi	σκῦλον	sku=lon	n-p---nd-
σκύφον	sku/fon	σκύφος	sku/fos	n-s---ma-
σκῆπτρα	skh=ptra	σκῆπτρον	skh=ptron	n-p---nn-
σκῆπτρα	skh=ptra	σκῆπτρον	skh=ptron	n-p---nv-
σκῆπτρα	skh=ptra	σκῆπτρον	skh=ptron	n-p---na-
σκῆπτρ’	skh=ptr'	σκῆπτρον	skh=ptron	n-p---nn-
σκῆπτρ’	skh=ptr'	σκῆπτρον	skh=ptron	n-p---nv-
σκῆπτρ’	skh=ptr'	σκῆπτρον	skh=ptron	n-p---na-
σκῆψιν	skh=yin	σκῆψις	skh=yis	n-s---fa-
σκῦλα	sku=la	σκύλλω	sku/llw	v1saia---
σκῦλα	sku=la	σκῦλον	sku=lon	n-p---nn-
σκῦλα	sku=la	σκῦλον	sku=lon	n-p---nv-
σκῦλα	sku=la	σκῦλον	sku=lon	n-p---na-
σκῦλον	sku=lon	σκύλλω	sku/llw	v2sama---
σκῦλον	sku=lon	σκῦλον	sku=lon	n-s---nn-
σκῦλον	sku=lon	σκῦλον	sku=lon	n-s---nv-
σκῦλον	sku=lon	σκῦλον	sku=lon	n-s---na-
σμικροῖσιν	smikroi=sin	μικρός	mikro/s	a-p---md-
σμικροῖσιν	smikroi=sin	μικρός	mikro/s	a-p---nd-
σμικροῖσιν	smikroi=sin	σμικρός	smikro/s	a-p---md-
σμικροῖσιν	smikroi=sin	σμικρός	smikro/s	a-p---nd-
σμικράν	smikra/n	μικρός	mikro/s	a-s---fa-
σμικράν	smikra/n	σμικρός	smikro/s	a-s---fa-
σμικρόν	smikro/n	μικρός	mikro/s	a-s---ma-
σμικρόν	smikro/n	μικρός	mikro/s	a-s---nn-
σμικρόν	smikro/n	μικρός	mikro/s	a-s---nv-
σμικρόν	smikro/n	μικρός	mikro/s	a-s---na-
σμικρόν	smikro/n	σμικρός	smikro/s	a-s---ma-
σμικρόν	smikro/n	σμικρός	smikro/s	a-s---nn-
σμικρόν	smikro/n	σμικρός	smikro/s	a-s---nv-
σμικρόν	smikro/n	σμικρός	smikro/s	a-s---na-
σοι	soi	σύ	su/	p-s----d-
σου	sou	σύ	su/	p-s----g-
σοφοί	sofoi/	σοφός	sofo/s	a-p---mn-
σοφοί	sofoi/	σοφός	sofo/s	a-p---mv-
σοφοί	sofoi/	σοφόω	sofo/w	v2spse---
σοφοί	sofoi/	σοφόω	sofo/w	v2spie---
σοφοί	sofoi/	σοφόω	sofo/w	v3spsa---
σοφοῖς	sofoi=s	σοφός	sofo/s	a-p---md-
σοφοῖς	sofoi=s	σοφός	sofo/s	a-p---nd-
σοφοῖς	sofoi=s	σοφόω	sofo/w	v2spoa---
σοφοῖς	sofoi=s	σοφόω	sofo/w	v2spsa---
σοφοῖς	sofoi=s	σοφόω	sofo/w	v2spia---
σοφοῖσι	sofoi=si	σοφός	sofo/s	a-p---md-
σοφοῖσι	sofoi=si	σοφός	sofo/s	a-p---nd-
σοφοῖσι	sofoi=si	σοφόω	sofo/w	v-pppamd-
σοφοῖσι	sofoi=si	σοφόω	sofo/w	v-pppand-
σοφοῖσι	sofoi=si	σοφόω	sofo/w	v3spsa---
σοφοῖσι	sofoi=si	σοφόω	sofo/w	v3ppia---
σοφοῦ	sofou=	σοφός	sofo/s	a-s---mg-
σοφοῦ	sofou=	σοφός	sofo/s	a-s---ng-
σοφοῦ	sofou=	σοφόω	sofo/w	v2spme---
σοφοῦ	sofou=	σοφόω	sofo/w	v2siie---
σοφά	sofa/	σοφός	sofo/s	a-p---nn-
σοφά	sofa/	σοφός	sofo/s	a-p---nv-
σοφά	sofa/	σοφός	sofo/s	a-p---na-
σοφά	sofa/	σοφός	sofo/s	a-d---fn-
σοφά	sofa/	σοφός	sofo/s	a-d---fv-
σοφά	sofa/	σοφός	sofo/s	a-d---fa-
σοφά	sofa/	σοφός	sofo/s	a-s---fn-
σοφά	sofa/	σοφός	sofo/s	a-s---fv-
σοφήν	sofh/n	σοφός	sofo/s	a-s---fa-
σοφός	sofo/s	σοφός	sofo/s	a-s---mn-
σοί	soi/	σός	so/s	a-p---mn-
σοί	soi/	σός	so/s	a-p---mv-
σοί	soi/	σύ	su/	p-s----d-
σοί	soi/	σύ	su/	p-s----d-
σούς	sou/s	σός	so/s	a-p---ma-
σοῖς	soi=s	σέω	se/w	v2spoa---
σοῖς	soi=s	σός	so/s	a-p---md-
σοῖς	soi=s	σός	so/s	a-p---nd-
σοῦ	sou=	σέω	se/w	v2spme---
σοῦ	sou=	σέω	se/w	v2siie---
σοῦ	sou=	σεύω	seu/w	v2spmm---
σοῦ	sou=	σός	so/s	a-s---mg-
σοῦ	sou=	σός	so/s	a-s---ng-
σοῦ	sou=	σοῦ	sou=	x--------
σοῦ	sou=	σύ	su/	p-s----g-
σπανίζων	spani/zwn	σπανίζω	spani/zw	v-sppamn-
σπερῶ	sperw=	σπείρω	spei/rw	v1sfia---
σπλάγχνα	spla/gxna	σπλάγχνον	spla/gxnon	n-p---nn-
σπλάγχνα	spla/gxna	σπλάγχνον	spla/gxnon	n-p---nv-
σπλάγχνα	spla/gxna	σπλάγχνον	spla/gxnon	n-p---na-
σπλάγχνοις	spla/gxnois	σπλάγχνον	spla/gxnon	n-p---nd-
σπονδάς	sponda/s	σπονδή	spondh/	n-p---fa-
σποραῖσιν	sporai=sin	σπορά	spora/	n-p---fd-
σπουδῇ	spoudh=|	σπουδάζω	spouda/zw	v2sfim---
σπουδῇ	spoudh=|	σπουδάζω	spouda/zw	v3sfia---
σπουδῇ	spoudh=|	σπουδή	spoudh/	n-s---fd-
στατίζουσ’	stati/zous'	στατίζω	stati/zw	v-sppafn-
στατίζουσ’	stati/zous'	στατίζω	stati/zw	v-sppafv-
στατίζουσ’	stati/zous'	στατίζω	stati/zw	v-pppamd-
στατίζουσ’	stati/zous'	στατίζω	stati/zw	v-pppand-
στατίζουσ’	stati/zous'	στατίζω	stati/zw	v3ppia---
στατίζουσ’	stati/zous'	στατίζω	stati/zw	v-pppafn-
στατίζουσ’	stati/zous'	στατίζω	stati/zw	v-pppafv-
σταίη	stai/h	ἵστημι	i(/sthmi	v3saoa---
στεναγμός	stenagmo/s	στεναγμός	stenagmo/s	n-s---mn-
στενάζεις	stena/zeis	στενάζω	stena/zw	v2spia---
στερεῖσαι	sterei=sai	στερέω	stere/w	v-pappfn-
στερεῖσαι	sterei=sai	στερέω	stere/w	v-pappfv-
στεφαναφορίαν	stefanafori/an	στεφανηφορία	stefanhfori/a	n-s---fa-
στεφάνοις	stefa/nois	στέφανος	ste/fanos	n-p---md-
στεφάνους	stefa/nous	στέφανος	ste/fanos	n-p---ma-
στεφάνους	stefa/nous	στεφανόω	stefano/w	v2siia---
στείχειν	stei/xein	στείχω	stei/xw	v--pna---
στείχεις	stei/xeis	στείχω	stei/xw	v2spia---
στείχετε	stei/xete	στείχω	stei/xw	v2ppma---
στείχετε	stei/xete	στείχω	stei/xw	v2ppia---
στείχετε	stei/xete	στείχω	stei/xw	v2piia---
στείχοιμ’	stei/xoim'	στείχω	stei/xw	v1spoa---
στείχοντε	stei/xonte	στείχω	stei/xw	v-dppamn-
στείχοντε	stei/xonte	στείχω	stei/xw	v-dppamv-
στείχοντε	stei/xonte	στείχω	stei/xw	v-dppama-
στείχοντε	stei/xonte	στείχω	stei/xw	v-dppann-
στείχοντε	stei/xonte	στείχω	stei/xw	v-dppanv-
στείχοντε	stei/xonte	στείχω	stei/xw	v-dppana-
στείχω	stei/xw	στείχω	stei/xw	v1spsa---
στείχω	stei/xw	στείχω	stei/xw	v1spia---
στείχων	stei/xwn	στείχω	stei/xw	v-sppamn-
στεῖχε	stei=xe	στείχω	stei/xw	v2spma---
στεῖχε	stei=xe	στείχω	stei/xw	v3siia---
στεῖχ’	stei=x'	στείχω	stei/xw	v2spma---
στεῖχ’	stei=x'	στείχω	stei/xw	v3siia---
στολῇ	stolh=|	στολάζομαι	stola/zomai	v2sfie---
στολῇ	stolh=|	στολή	stolh/	n-s---fd-
στοναχαί	stonaxai/	στοναχή	stonaxh/	n-p---fn-
στοναχαί	stonaxai/	στοναχή	stonaxh/	n-p---fv-
στοναχαῖς	stonaxai=s	στοναχή	stonaxh/	n-p---fd-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-pppann-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-pppanv-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-pppana-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-sppama-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-sppamd-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-sppand-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v3ppia---
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-dppamn-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-dppamv-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-dppama-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-dppann-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-dppanv-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v-dppana-
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v3ppie---
στρατηλατοῦνθ’	strathlatou=nq'	στρατηλατέω	strathlate/w	v3piie---
στρατηλάτην	strathla/thn	στρατηλάτης	strathla/ths	n-s---ma-
στρέψαι	stre/yai	στρέφω	stre/fw	v2samm---
στρέψαι	stre/yai	στρέφω	stre/fw	v--ana---
στρέψαι	stre/yai	στρέφω	stre/fw	v3saoa---
στυγερᾶς	stugera=s	στυγερός	stugero/s	a-s---fg-
στυγεῖν	stugei=n	στυγέω	stuge/w	v--ana---
στυγεῖν	stugei=n	στυγέω	stuge/w	v--pna---
στυγεῖς	stugei=s	στυγέω	stuge/w	v2spia---
στυγνά	stugna/	στυγνός	stugno/s	a-p---nn-
στυγνά	stugna/	στυγνός	stugno/s	a-p---nv-
στυγνά	stugna/	στυγνός	stugno/s	a-p---na-
στυγνά	stugna/	στυγνός	stugno/s	a-d---fn-
στυγνά	stugna/	στυγνός	stugno/s	a-d---fv-
στυγνά	stugna/	στυγνός	stugno/s	a-d---fa-
στυγνά	stugna/	στυγνός	stugno/s	a-s---fn-
στυγνά	stugna/	στυγνός	stugno/s	a-s---fv-
στυγνός	stugno/s	στυγνός	stugno/s	a-s---mn-
στυγοῦσιν	stugou=sin	στυγέω	stuge/w	v-papamd-
στυγοῦσιν	stugou=sin	στυγέω	stuge/w	v-papand-
στυγοῦσιν	stugou=sin	στυγέω	stuge/w	v-pppamd-
στυγοῦσιν	stugou=sin	στυγέω	stuge/w	v-pppand-
στυγοῦσιν	stugou=sin	στυγέω	stuge/w	v3ppia---
στυγῶ	stugw=	στυγέω	stuge/w	v1spsa---
στυγῶ	stugw=	στυγέω	stuge/w	v1spia---
στάς	sta/s	ἵστημι	i(/sthmi	v-sapamn-
στάς	sta/s	ἵστημι	i(/sthmi	v-sapamv-
στέγα	ste/ga	στέγη	ste/gh	n-d---fn-
στέγα	ste/ga	στέγη	ste/gh	n-d---fv-
στέγα	ste/ga	στέγη	ste/gh	n-d---fa-
στέγα	ste/ga	στέγη	ste/gh	n-s---fn-
στέγα	ste/ga	στέγη	ste/gh	n-s---fv-
στέγα	ste/ga	στέγος	ste/gos	n-p---nn-
στέγα	ste/ga	στέγος	ste/gos	n-p---nv-
στέγα	ste/ga	στέγος	ste/gos	n-p---na-
στέγαισί	ste/gaisi/	στέγη	ste/gh	n-p---fd-
στέγας	ste/gas	στέγη	ste/gh	n-p---fa-
στέγας	ste/gas	στέγη	ste/gh	n-s---fg-
στέγειν	ste/gein	στέγω	ste/gw	v--pna---
στέγη	ste/gh	στέγη	ste/gh	n-s---fn-
στέγη	ste/gh	στέγη	ste/gh	n-s---fv-
στέγη	ste/gh	στέγος	ste/gos	n-p---nn-
στέγη	ste/gh	στέγος	ste/gos	n-p---nv-
στέγη	ste/gh	στέγος	ste/gos	n-p---na-
στέγη	ste/gh	στέγος	ste/gos	n-d---nn-
στέγη	ste/gh	στέγος	ste/gos	n-d---nv-
στέγη	ste/gh	στέγος	ste/gos	n-d---na-
στέγος	ste/gos	στέγος	ste/gos	n-s---nn-
στέγος	ste/gos	στέγος	ste/gos	n-s---nv-
στέγος	ste/gos	στέγος	ste/gos	n-s---na-
στένειν	ste/nein	στένω	ste/nw	v--pna---
στένεις	ste/neis	στένω	ste/nw	v2spia---
στένω	ste/nw	στένω	ste/nw	v1spsa---
στένω	ste/nw	στένω	ste/nw	v1spia---
στένω	ste/nw	στενόω	steno/w	v2spma---
στένω	ste/nw	στενόω	steno/w	v3siia---
στέργειν	ste/rgein	στέργω	ste/rgw	v--pna---
στέρνα	ste/rna	στέρνον	ste/rnon	n-p---nn-
στέρνα	ste/rna	στέρνον	ste/rnon	n-p---nv-
στέρνα	ste/rna	στέρνον	ste/rnon	n-p---na-
στέρνοις	ste/rnois	στέρνον	ste/rnon	n-p---nd-
στέρξουσ’	ste/rcous'	στέργω	ste/rgw	v-sfpafn-
στέρξουσ’	ste/rcous'	στέργω	ste/rgw	v-sfpafv-
στέρξουσ’	ste/rcous'	στέργω	ste/rgw	v3pasa---
στέρξουσ’	ste/rcous'	στέργω	ste/rgw	v-pfpamd-
στέρξουσ’	ste/rcous'	στέργω	ste/rgw	v-pfpand-
στέρξουσ’	ste/rcous'	στέργω	ste/rgw	v3pfia---
στέρξουσ’	ste/rcous'	στέργω	ste/rgw	v-pfpafn-
στέρξουσ’	ste/rcous'	στέργω	ste/rgw	v-pfpafv-
στέρομαι	ste/romai	στέρομαι	ste/romai	v1spie---
στέφανον	ste/fanon	στέφανος	ste/fanos	n-s---ma-
στέφουσι	ste/fousi	στέφω	ste/fw	v-pppamd-
στέφουσι	ste/fousi	στέφω	ste/fw	v-pppand-
στέφουσι	ste/fousi	στέφω	ste/fw	v3ppia---
στέψω	ste/yw	στέφω	ste/fw	v1sasa---
στέψω	ste/yw	στέφω	ste/fw	v1sfia---
στέψω	ste/yw	στέφω	ste/fw	v2saim---
στήσω	sth/sw	ἵστημι	i(/sthmi	v1sasa---
στήσω	sth/sw	ἵστημι	i(/sthmi	v1sfia---
στήσω	sth/sw	ἵστημι	i(/sthmi	v2saim---
στόμα	sto/ma	στόμα	sto/ma	n-s---nn-
στόμα	sto/ma	στόμα	sto/ma	n-s---nv-
στόμα	sto/ma	στόμα	sto/ma	n-s---na-
στόματος	sto/matos	στόμα	sto/ma	n-s---ng-
στῶσι	stw=si	ἵστημι	i(/sthmi	v3pasa---
στῶσι	stw=si	στάζω	sta/zw	v-pfpamd-
στῶσι	stw=si	στάζω	sta/zw	v-pfpand-
στῶσι	stw=si	στάζω	sta/zw	v3pfia---
συγγενέτειρ’	suggene/teir'	συγγενέτειρα	suggene/teira	n-s---fn-
συγγενέτειρ’	suggene/teir'	συγγενέτειρα	suggene/teira	n-s---fv-
συγγενέτειρ’	suggene/teir'	συγγενέτειρα	suggene/teira	n-p---fn-
συγγενέτειρ’	suggene/teir'	συγγενέτειρα	suggene/teira	n-p---fv-
συγγνώσομαί	suggnw/somai/	συγγιγνώσκω	suggignw/skw	v1sfim---
συγγνώστ’	suggnw/st'	συγγνωστός	suggnwsto/s	n-p---nn-
συγγνώστ’	suggnw/st'	συγγνωστός	suggnwsto/s	n-p---nv-
συγγνώστ’	suggnw/st'	συγγνωστός	suggnwsto/s	n-p---na-
συγγνώστ’	suggnw/st'	συγγνωστός	suggnwsto/s	n-s---mv-
συγγνώστ’	suggnw/st'	συγγνωστός	suggnwsto/s	n-s---fv-
συγγένωμαι	sugge/nwmai	συγγίγνομαι	suggi/gnomai	v1sasm---
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-d---mn-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-d---mv-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-d---ma-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-d---fn-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-d---fv-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-d---fa-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-d---nn-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-d---nv-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-d---na-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-s---mg-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-s---fg-
συγγόνω	suggo/nw	σύγγονος	su/ggonos	n-s---ng-
συγχωρεῖν	sugxwrei=n	συγχωρέω	sugxwre/w	v--pna---
συγχωρεῖν	sugxwrei=n	συγχωρέω	sugxwre/w	v--pna---
συμβεβλήκαμεν	sumbeblh/kamen	συμβάλλω	sumba/llw	v1pria---
συμβόλοισι	sumbo/loisi	σύμβολον	su/mbolon	n-p---nd-
συμβόλοισι	sumbo/loisi	σύμβολος	su/mbolos	n-p---md-
συμπλείτω	sumplei/tw	συμπλέω	sumple/w	v3spma---
συμπλείτω	sumplei/tw	συμπλέω	sumple/w	v3spma---
συμφοραῖς	sumforai=s	συμφορά	sumfora/	n-p---fd-
συμφορᾶς	sumfora=s	συμφορά	sumfora/	n-s---fg-
συμφορᾶς	sumfora=s	συμφοράζω	sumfora/zw	v2sfia---
συμφορᾶς	sumfora=s	συμφορεύς	sumforeu/s	n-p---ma-
συνεκκλέπτει	sunekkle/ptei	συνεκκλέπτω	sunekkle/ptw	v2spie---
συνεκκλέπτει	sunekkle/ptei	συνεκκλέπτω	sunekkle/ptw	v3spia---
συνεκκομίζειν	sunekkomi/zein	συνεκκομίζω	sunekkomi/zw	v--pna---
συνεκκομίζειν	sunekkomi/zein	συνεκκομίζω	sunekkomi/zw	v--pna---
συνεστίους	sunesti/ous	συνέστιος	sune/stios	n-p---ma-
συνεστίους	sunesti/ous	συνέστιος	sune/stios	n-p---fa-
συνθοινάτορ’	sunqoina/tor'	συνθοινάτωρ	sunqoina/twr	n-s---ma-
συνθοινάτορ’	sunqoina/tor'	συνθοινάτωρ	sunqoina/twr	n-s---ma-
συνθοινάτορ’	sunqoina/tor'	συνθοινάτωρ	sunqoina/twr	n-s---md-
συνθοινάτορ’	sunqoina/tor'	συνθοινάτωρ	sunqoina/twr	n-s---md-
συνθοινάτορ’	sunqoina/tor'	συνθοινάτωρ	sunqoina/twr	n-d---mn-
συνθοινάτορ’	sunqoina/tor'	συνθοινάτωρ	sunqoina/twr	n-d---mv-
συνθοινάτορ’	sunqoina/tor'	συνθοινάτωρ	sunqoina/twr	n-d---ma-
συνθοινάτορ’	sunqoina/tor'	συνθοινάτωρ	sunqoina/twr	n-d---mn-
συνθοινάτορ’	sunqoina/tor'	συνθοινάτωρ	sunqoina/twr	n-d---mv-
συνθοινάτορ’	sunqoina/tor'	συνθοινάτωρ	sunqoina/twr	n-d---ma-
συνθύειν	sunqu/ein	συνθύω	sunqu/w	v--pna---
συννεφοῦσαν	sunnefou=san	συννεφέω	sunnefe/w	v-sppafa-
συνοίσεται	sunoi/setai	συμφέρω	sumfe/rw	v3sfim---
συντετηκός	suntethko/s	συντήκω	sunth/kw	v-srpann-
συντετηκός	suntethko/s	συντήκω	sunth/kw	v-srpanv-
συντετηκός	suntethko/s	συντήκω	sunth/kw	v-srpana-
σφαγαῖς	sfagai=s	σφαγή	sfagh/	n-p---fd-
σφαγεῖον	sfagei=on	σφαγεῖον	sfagei=on	n-s---nn-
σφαγεῖον	sfagei=on	σφαγεῖον	sfagei=on	n-s---nv-
σφαγεῖον	sfagei=on	σφαγεῖον	sfagei=on	n-s---na-
σφαγιασμῶν	sfagiasmw=n	σφαγιασμός	sfagiasmo/s	n-p---mg-
σφαγάς	sfaga/s	σφαγή	sfagh/	n-p---fa-
σφαγήν	sfagh/n	σφαγή	sfagh/	n-s---fa-
σφαγίδα	sfagi/da	σφαγίς	sfagi/s	n-s---fa-
σφαγίοις	sfagi/ois	σφάγιον	sfa/gion	n-p---nd-
σφαγίοις	sfagi/ois	σφάγιος	sfa/gios	a-p---md-
σφαγίοις	sfagi/ois	σφάγιος	sfa/gios	a-p---nd-
σφαγίς	sfagi/s	σφαγίς	sfagi/s	n-s---fn-
σφαγῆς	sfagh=s	σφαγεύς	sfageu/s	n-p---mn-
σφαγῆς	sfagh=s	σφαγεύς	sfageu/s	n-p---mn-
σφαγῆς	sfagh=s	σφαγεύς	sfageu/s	n-p---mv-
σφαγῆς	sfagh=s	σφαγή	sfagh/	n-s---fg-
σφε	sfe	σφεῖς	sfei=s	n-p---ma-
σφε	sfe	σφεῖς	sfei=s	n-p---fa-
σφονδύλους	sfondu/lous	σφόνδυλος	sfo/ndulos	n-p---ma-
σφάγιον	sfa/gion	σφάγιον	sfa/gion	n-s---nn-
σφάγιον	sfa/gion	σφάγιον	sfa/gion	n-s---nv-
σφάγιον	sfa/gion	σφάγιον	sfa/gion	n-s---na-
σφάγιον	sfa/gion	σφάγιος	sfa/gios	a-s---ma-
σφάγιον	sfa/gion	σφάγιος	sfa/gios	a-s---nn-
σφάγιον	sfa/gion	σφάγιος	sfa/gios	a-s---nv-
σφάγιον	sfa/gion	σφάγιος	sfa/gios	a-s---na-
σχετλίων	sxetli/wn	σχέτλιος	sxe/tlios	a-p---fg-
σχετλίων	sxetli/wn	σχέτλιος	sxe/tlios	a-p---mg-
σχετλίων	sxetli/wn	σχέτλιος	sxe/tlios	a-p---ng-
σχέτλια	sxe/tlia	σχέτλιος	sxe/tlios	a-p---nn-
σχέτλια	sxe/tlia	σχέτλιος	sxe/tlios	a-p---nv-
σχέτλια	sxe/tlia	σχέτλιος	sxe/tlios	a-p---na-
σωτῆρας	swth=ras	σωτήρ	swth/r	n-p---ma-
σωφρονεῖν	swfronei=n	σωφρονέω	swfrone/w	v--pna---
σά	sa/	σός	so/s	a-p---nn-
σά	sa/	σός	so/s	a-p---nv-
σά	sa/	σός	so/s	a-p---na-
σά	sa/	σός	so/s	a-d---fn-
σά	sa/	σός	so/s	a-d---fv-
σά	sa/	σός	so/s	a-d---fa-
σά	sa/	σός	so/s	a-s---fn-
σά	sa/	σός	so/s	a-s---fv-
σάκει	sa/kei	σάκος	sa/kos	n-d---nn-
σάκει	sa/kei	σάκος	sa/kos	n-d---nv-
σάκει	sa/kei	σάκος	sa/kos	n-d---na-
σάκει	sa/kei	σάκος	sa/kos	n-s---nd-
σάκει	sa/kei	σάκος	sa/kos	n-s---nd-
σάλον	sa/lon	σάλος	sa/los	n-s---ma-
σάν	sa/n	σάν	sa/n	x--------
σάν	sa/n	σός	so/s	a-s---fa-
σάρκας	sa/rkas	σάρξ	sa/rc	n-p---fa-
