Αἴας	*ai)/as	Αἴας	*ai)/as	urn:cite2:hmt:lsj.chicago_md:n2112	n-s---mn-
τἀπί	ta)pi/	ἐπί	e)pi/	urn:cite2:hmt:lsj.chicago_md:n38862	r--------
τἀπίλοιπα	ta)pi/loipa	ἐπίλοιπος	e)pi/loipos	urn:cite2:hmt:lsj.chicago_md:n40083	n-p---nn-
τἀπίλοιπα	ta)pi/loipa	ἐπίλοιπος	e)pi/loipos	urn:cite2:hmt:lsj.chicago_md:n40083	n-p---nv-
τἀπίλοιπα	ta)pi/loipa	ἐπίλοιπος	e)pi/loipos	urn:cite2:hmt:lsj.chicago_md:n40083	n-p---na-
τἄλγος	ta)/lgos	ἄλγος	a)/lgos	urn:cite2:hmt:lsj.chicago_md:n3903	n-s---nn-
τἄλγος	ta)/lgos	ἄλγος	a)/lgos	urn:cite2:hmt:lsj.chicago_md:n3903	n-s---nv-
τἄλγος	ta)/lgos	ἄλγος	a)/lgos	urn:cite2:hmt:lsj.chicago_md:n3903	n-s---na-
τἄλλα	ta)/lla	ἄλλος	a)/llos	urn:cite2:hmt:lsj.chicago_md:n4490	n-p---nn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	urn:cite2:hmt:lsj.chicago_md:n4490	n-p---nv-
τἄλλα	ta)/lla	ἄλλος	a)/llos	urn:cite2:hmt:lsj.chicago_md:n4490	n-p---na-
τἄλλα	ta)/lla	ἄλλος	a)/llos	urn:cite2:hmt:lsj.chicago_md:n4490	n-d---fn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	urn:cite2:hmt:lsj.chicago_md:n4490	n-d---fv-
τἄλλα	ta)/lla	ἄλλος	a)/llos	urn:cite2:hmt:lsj.chicago_md:n4490	n-d---fa-
τἄλλα	ta)/lla	ἄλλος	a)/llos	urn:cite2:hmt:lsj.chicago_md:n4490	n-s---fn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	urn:cite2:hmt:lsj.chicago_md:n4490	n-s---fv-
τἄπορον	ta)/poron	ἄπορος	a)/poros	urn:cite2:hmt:lsj.chicago_md:n13586	n-s---ma-
τἄπορον	ta)/poron	ἄπορος	a)/poros	urn:cite2:hmt:lsj.chicago_md:n13586	n-s---fa-
τἄπορον	ta)/poron	ἄπορος	a)/poros	urn:cite2:hmt:lsj.chicago_md:n13586	n-s---nn-
τἄπορον	ta)/poron	ἄπορος	a)/poros	urn:cite2:hmt:lsj.chicago_md:n13586	n-s---nv-
τἄπορον	ta)/poron	ἄπορος	a)/poros	urn:cite2:hmt:lsj.chicago_md:n13586	n-s---na-
τἄρα	ta)/ra	ἄρα	a)/ra	urn:cite2:hmt:lsj.chicago_md:n14639	g--------
τἄρα	ta)/ra	ἄρον	a)/ron	urn:cite2:hmt:lsj.chicago_md:n15343	n-p---nn-
τἄρα	ta)/ra	ἄρον	a)/ron	urn:cite2:hmt:lsj.chicago_md:n15343	n-p---nv-
τἄρα	ta)/ra	ἄρον	a)/ron	urn:cite2:hmt:lsj.chicago_md:n15343	n-p---na-
τἄρα	ta)/ra	ἄρος	a)/ros	urn:cite2:hmt:lsj.chicago_md:n15345	n-p---nn-
τἄρα	ta)/ra	ἄρος	a)/ros	urn:cite2:hmt:lsj.chicago_md:n15345	n-p---nv-
τἄρα	ta)/ra	ἄρος	a)/ros	urn:cite2:hmt:lsj.chicago_md:n15345	n-p---na-
τἄρα	ta)/ra	ἔρα	e)/ra	urn:cite2:hmt:lsj.chicago_md:n42107	n-d---fn-
τἄρα	ta)/ra	ἔρα	e)/ra	urn:cite2:hmt:lsj.chicago_md:n42107	n-d---fv-
τἄρα	ta)/ra	ἔρα	e)/ra	urn:cite2:hmt:lsj.chicago_md:n42107	n-d---fa-
τἄρα	ta)/ra	ἔρα	e)/ra	urn:cite2:hmt:lsj.chicago_md:n42107	n-s---fn-
τἄρα	ta)/ra	ἔρα	e)/ra	urn:cite2:hmt:lsj.chicago_md:n42107	n-s---fv-
τἄρα	ta)/ra	ἔραμαι	e)/ramai	urn:cite2:hmt:lsj.chicago_md:n42109	v2spme---
τἄρα	ta)/ra	ἔροσ2	e)/ros	urn:cite2:hmt:lsj.chicago_md:n42650	n-p---nn-
τἄρα	ta)/ra	ἔροσ2	e)/ros	urn:cite2:hmt:lsj.chicago_md:n42651	n-p---nn-
τἄρα	ta)/ra	ἔροσ2	e)/ros	urn:cite2:hmt:lsj.chicago_md:n42650	n-p---nv-
τἄρα	ta)/ra	ἔροσ2	e)/ros	urn:cite2:hmt:lsj.chicago_md:n42651	n-p---nv-
τἄρα	ta)/ra	ἔροσ2	e)/ros	urn:cite2:hmt:lsj.chicago_md:n42650	n-p---na-
τἄρα	ta)/ra	ἔροσ2	e)/ros	urn:cite2:hmt:lsj.chicago_md:n42651	n-p---na-
τἄρα	ta)/ra	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spma---
τἄρα	ta)/ra	ἐράω1	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spma---
τἄρα	ta)/ra	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42155	v2spma---
τἄρα	ta)/ra	ἐράω2	e)ra/w	urn:cite2:hmt:lsj.chicago_md:n42156	v2spma---
τἄργα	ta)/rga	ἔργον	e)/rgon	urn:cite2:hmt:lsj.chicago_md:n42214	n-p---nn-
τἄργα	ta)/rga	ἔργον	e)/rgon	urn:cite2:hmt:lsj.chicago_md:n42214	n-p---nv-
τἄργα	ta)/rga	ἔργον	e)/rgon	urn:cite2:hmt:lsj.chicago_md:n42214	n-p---na-
τά	ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---na-
τά	ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---nn-
τά	ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---nv-
τά	ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---na-
τά	ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-d---fa-
τά	ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-d---fn-
τά	ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-d---fv-
τά	ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-d---fa-
τά	ta/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---nn-
τά	ta/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---nv-
τά	ta/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---na-
τάδε	ta/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---na-
τάδε	ta/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---nn-
τάδε	ta/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-d---fa-
τάδε	ta/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-d---fn-
τάδε	ta/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-d---fv-
τάλαν	ta/lan	τάλας	ta/las	urn:cite2:hmt:lsj.chicago_md:n102242	a-s---mv-
τάλαν	ta/lan	τάλας	ta/las	urn:cite2:hmt:lsj.chicago_md:n102242	a-s---nn-
τάλαν	ta/lan	τάλας	ta/las	urn:cite2:hmt:lsj.chicago_md:n102242	a-s---nv-
τάλαν	ta/lan	τάλας	ta/las	urn:cite2:hmt:lsj.chicago_md:n102242	a-s---na-
τάλας	ta/las	τάλας	ta/las	urn:cite2:hmt:lsj.chicago_md:n102242	a-s---mn-
τάν	ta/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---fa-
τάνδ’	ta/nd'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---fa-
τάς	ta/s	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fa-
τάσδε	ta/sde	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---fa-
τάσδε	ta/sde	τάσσω	ta/ssw	urn:cite2:hmt:lsj.chicago_md:n102515	v2spma---
τάσδε	ta/sde	τάσσω	ta/ssw	urn:cite2:hmt:lsj.chicago_md:n102515	v3siia---
τάχιστα	ta/xista	ταχύς	taxu/s	urn:cite2:hmt:lsj.chicago_md:n102736	a-p---nn-
τάχιστα	ta/xista	ταχύς	taxu/s	urn:cite2:hmt:lsj.chicago_md:n102736	a-p---nv-
τάχιστα	ta/xista	ταχύς	taxu/s	urn:cite2:hmt:lsj.chicago_md:n102736	a-p---na-
τάχος	ta/xos	τάχος	ta/xos	urn:cite2:hmt:lsj.chicago_md:n102676	n-s---nn-
τάχος	ta/xos	τάχος	ta/xos	urn:cite2:hmt:lsj.chicago_md:n102676	n-s---nv-
τάχος	ta/xos	τάχος	ta/xos	urn:cite2:hmt:lsj.chicago_md:n102676	n-s---na-
τάχ’	ta/x'	τάχα	ta/xa	urn:cite2:hmt:lsj.chicago_md:n102668	d--------
τέθηλε	te/qhle	θάλλω	qa/llw	urn:cite2:hmt:lsj.chicago_md:n47808	v2srma---
τέθηλε	te/qhle	θάλλω	qa/llw	urn:cite2:hmt:lsj.chicago_md:n47808	v3sria---
τέκνον	te/knon	τέκνον	te/knon	urn:cite2:hmt:lsj.chicago_md:n102869	n-s---nn-
τέκνον	te/knon	τέκνον	te/knon	urn:cite2:hmt:lsj.chicago_md:n102869	n-s---nv-
τέκνον	te/knon	τέκνον	te/knon	urn:cite2:hmt:lsj.chicago_md:n102869	n-s---na-
τέλει	te/lei	τέλος	te/los	urn:cite2:hmt:lsj.chicago_md:n103012	n-d---nn-
τέλει	te/lei	τέλος	te/los	urn:cite2:hmt:lsj.chicago_md:n103012	n-d---nv-
τέλει	te/lei	τέλος	te/los	urn:cite2:hmt:lsj.chicago_md:n103012	n-d---na-
τέλει	te/lei	τέλος	te/los	urn:cite2:hmt:lsj.chicago_md:n103012	n-s---nd-
τέλει	te/lei	τέλος	te/los	urn:cite2:hmt:lsj.chicago_md:n103012	n-s---nd-
τέλει	te/lei	τελέω	tele/w	urn:cite2:hmt:lsj.chicago_md:n102995	v2spma---
τέλει	te/lei	τελέω	tele/w	urn:cite2:hmt:lsj.chicago_md:n102995	v3siia---
τέλος	te/los	τέλος	te/los	urn:cite2:hmt:lsj.chicago_md:n103012	n-s---nn-
τέλος	te/los	τέλος	te/los	urn:cite2:hmt:lsj.chicago_md:n103012	n-s---nv-
τέλος	te/los	τέλος	te/los	urn:cite2:hmt:lsj.chicago_md:n103012	n-s---na-
τέμνειν	te/mnein	τέμνω	te/mnw	urn:cite2:hmt:lsj.chicago_md:n103052	v--pna---
τέμνειν	te/mnein	τέμνω	te/mnw	urn:cite2:hmt:lsj.chicago_md:n103053	v--pna---
τέμω	te/mw	τέμνω	te/mnw	urn:cite2:hmt:lsj.chicago_md:n103052	v1sasa---
τέμω	te/mw	τέμνω	te/mnw	urn:cite2:hmt:lsj.chicago_md:n103053	v1sasa---
τέμω	te/mw	τέτμον	te/tmon	urn:cite2:hmt:lsj.chicago_md:n103307	v1spia---
τέρπεσθαι	te/rpesqai	τέρπω	te/rpw	urn:cite2:hmt:lsj.chicago_md:n103190	v--pne---
τέτακται	te/taktai	τάσσω	ta/ssw	urn:cite2:hmt:lsj.chicago_md:n102515	v3srie---
τέταται	te/tatai	τείνω	tei/nw	urn:cite2:hmt:lsj.chicago_md:n102795	v3srie---
τέχνα	te/xna	τέχνη	te/xnh	urn:cite2:hmt:lsj.chicago_md:n103701	n-d---fn-
τέχνα	te/xna	τέχνη	te/xnh	urn:cite2:hmt:lsj.chicago_md:n103701	n-d---fv-
τέχνα	te/xna	τέχνη	te/xnh	urn:cite2:hmt:lsj.chicago_md:n103701	n-d---fa-
τέχνα	te/xna	τέχνη	te/xnh	urn:cite2:hmt:lsj.chicago_md:n103701	n-s---fn-
τέχνα	te/xna	τέχνη	te/xnh	urn:cite2:hmt:lsj.chicago_md:n103701	n-s---fv-
τέχνας	te/xnas	τέχνη	te/xnh	urn:cite2:hmt:lsj.chicago_md:n103701	n-p---fa-
τέχνας	te/xnas	τέχνη	te/xnh	urn:cite2:hmt:lsj.chicago_md:n103701	n-s---fg-
τέχνημ’	te/xnhm'	τέχνημα	te/xnhma	urn:cite2:hmt:lsj.chicago_md:n103703	n-s---nn-
τέχνημ’	te/xnhm'	τέχνημα	te/xnhma	urn:cite2:hmt:lsj.chicago_md:n103703	n-s---nv-
τέχνημ’	te/xnhm'	τέχνημα	te/xnhma	urn:cite2:hmt:lsj.chicago_md:n103703	n-s---na-
τέχνημ’	te/xnhm'	τεχνάομαι	texna/omai	urn:cite2:hmt:lsj.chicago_md:n103695	v1spie---
τέχνης	te/xnhs	τέχνη	te/xnh	urn:cite2:hmt:lsj.chicago_md:n103701	n-s---fg-
τέχνῃ	te/xnh|	τέχνη	te/xnh	urn:cite2:hmt:lsj.chicago_md:n103701	n-s---fd-
τήν	th/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---fa-
τήνδε	th/nde	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---fa-
τήνδ’	th/nd'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---fa-
τί	ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---nn-
τί	ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---nv-
τί	ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---na-
τί	ti/	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---nn-
τί	ti/	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---nv-
τί	ti/	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---na-
τίθεμαι	ti/qemai	τίθημι	ti/qhmi	urn:cite2:hmt:lsj.chicago_md:n103922	v1spie---
τίθεσθαι	ti/qesqai	τίθημι	ti/qhmi	urn:cite2:hmt:lsj.chicago_md:n103922	v--pne---
τίθης	ti/qhs	τίθημι	ti/qhmi	urn:cite2:hmt:lsj.chicago_md:n103922	v2spia---
τίθης	ti/qhs	τίθημι	ti/qhmi	urn:cite2:hmt:lsj.chicago_md:n103922	v2siia---
τίνα	ti/na	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---ma-
τίνα	ti/na	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---fa-
τίνα	ti/na	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---nn-
τίνα	ti/na	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---nv-
τίνα	ti/na	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---na-
τίνα	ti/na	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---ma-
τίνα	ti/na	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---fa-
τίνα	ti/na	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-p---nn-
τίνα	ti/na	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-p---nv-
τίνα	ti/na	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-p---na-
τίνες	ti/nes	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v2spia---
τίνες	ti/nes	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v2spia---
τίνες	ti/nes	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v2siia---
τίνες	ti/nes	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---mn-
τίνες	ti/nes	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---mv-
τίνες	ti/nes	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---fn-
τίνες	ti/nes	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---fv-
τίνες	ti/nes	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-p---mn-
τίνες	ti/nes	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-p---mv-
τίνες	ti/nes	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-p---fn-
τίνες	ti/nes	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-p---fv-
τίνι	ti/ni	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s----d-
τίνι	ti/ni	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s----d-
τίνος	ti/nos	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s----g-
τίνος	ti/nos	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s----g-
τίπτ’	ti/pt'	τίπτε	ti/pte	urn:cite2:hmt:lsj.chicago_md:n104046	x--------
τίς	ti/s	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---mn-
τίς	ti/s	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---fn-
τίς	ti/s	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---mn-
τίς	ti/s	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---fn-
τίσασθε	ti/sasqe	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v2pamm---
τίσασθε	ti/sasqe	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v2paim---
τίσασθε	ti/sasqe	τίζω	ti/zw	urn:cite2:hmt:lsj.chicago_md:n103904	v2pamm---
τίσασθε	ti/sasqe	τίζω	ti/zw	urn:cite2:hmt:lsj.chicago_md:n103904	v2paim---
τίσασθ’	ti/sasq'	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v2pamm---
τίσασθ’	ti/sasq'	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v--anm---
τίσασθ’	ti/sasq'	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v2paim---
τίσασθ’	ti/sasq'	τίζω	ti/zw	urn:cite2:hmt:lsj.chicago_md:n103904	v2pamm---
τίσασθ’	ti/sasq'	τίζω	ti/zw	urn:cite2:hmt:lsj.chicago_md:n103904	v--anm---
τίσασθ’	ti/sasq'	τίζω	ti/zw	urn:cite2:hmt:lsj.chicago_md:n103904	v2paim---
τίσω	ti/sw	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v1sasa---
τίσω	ti/sw	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v1sfia---
τίσω	ti/sw	τίνω	ti/nw	urn:cite2:hmt:lsj.chicago_md:n104040	v2saim---
τίσω	ti/sw	τίω	ti/w	urn:cite2:hmt:lsj.chicago_md:n104117	v1sfia---
τίσω	ti/sw	τίω	ti/w	urn:cite2:hmt:lsj.chicago_md:n104118	v1sfia---
τίσω	ti/sw	τίζω	ti/zw	urn:cite2:hmt:lsj.chicago_md:n103904	v1sasa---
τίσω	ti/sw	τίζω	ti/zw	urn:cite2:hmt:lsj.chicago_md:n103904	v1sfia---
τίσω	ti/sw	τίζω	ti/zw	urn:cite2:hmt:lsj.chicago_md:n103904	v2saim---
τό	to/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---nn-
τό	to/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---nv-
τό	to/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---na-
τόδε	to/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---nn-
τόδε	to/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---nv-
τόδε	to/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---na-
τόδ’	to/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---nn-
τόδ’	to/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---nv-
τόδ’	to/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---na-
τόκος	to/kos	τόκος	to/kos	urn:cite2:hmt:lsj.chicago_md:n104221	n-s---mn-
τόκῳ	to/kw|	τόκος	to/kos	urn:cite2:hmt:lsj.chicago_md:n104221	n-s---md-
τόλμα	to/lma	τόλμα	to/lma	urn:cite2:hmt:lsj.chicago_md:n104224	n-d---fn-
τόλμα	to/lma	τόλμα	to/lma	urn:cite2:hmt:lsj.chicago_md:n104224	n-d---fv-
τόλμα	to/lma	τόλμα	to/lma	urn:cite2:hmt:lsj.chicago_md:n104224	n-d---fa-
τόλμα	to/lma	τόλμα	to/lma	urn:cite2:hmt:lsj.chicago_md:n104224	n-s---fn-
τόλμα	to/lma	τόλμα	to/lma	urn:cite2:hmt:lsj.chicago_md:n104224	n-s---fv-
τόλμα	to/lma	τολμάω	tolma/w	urn:cite2:hmt:lsj.chicago_md:n104225	v2spma---
τόλμα	to/lma	τολμάω	tolma/w	urn:cite2:hmt:lsj.chicago_md:n104225	v3siia---
τόλμησον	to/lmhson	τολμάω	tolma/w	urn:cite2:hmt:lsj.chicago_md:n104225	v2sama---
τόν	to/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---ma-
τόνδε	to/nde	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---ma-
τόνδε	to/nde	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---na-
τόξα	to/ca	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-p---nn-
τόξα	to/ca	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-p---nv-
τόξα	to/ca	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-p---na-
τόξοις	to/cois	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-p---nd-
τόξοισι	to/coisi	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-p---nd-
τόξον	to/con	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-s---nn-
τόξον	to/con	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-s---nv-
τόξον	to/con	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-s---na-
τόξων	to/cwn	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-p---ng-
τόξ’	to/c'	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-p---nn-
τόξ’	to/c'	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-p---nv-
τόξ’	to/c'	τόξον	to/con	urn:cite2:hmt:lsj.chicago_md:n104311	n-p---na-
τόπον	to/pon	τόπος	to/pos	urn:cite2:hmt:lsj.chicago_md:n104355	n-s---ma-
τόπος	to/pos	τόπος	to/pos	urn:cite2:hmt:lsj.chicago_md:n104355	n-s---mn-
τόπους	to/pous	τόπος	to/pos	urn:cite2:hmt:lsj.chicago_md:n104355	n-p---ma-
τόπων	to/pwn	τόπος	to/pos	urn:cite2:hmt:lsj.chicago_md:n104355	n-p---mg-
τότε	to/te	τότε	to/te	urn:cite2:hmt:lsj.chicago_md:n104429	d--------
τότ’	to/t'	τότε	to/te	urn:cite2:hmt:lsj.chicago_md:n104429	d--------
τύχας	tu/xas	τύχη	tu/xh	urn:cite2:hmt:lsj.chicago_md:n106094	n-p---fa-
τύχας	tu/xas	τύχη	tu/xh	urn:cite2:hmt:lsj.chicago_md:n106094	n-s---fg-
τύχην	tu/xhn	τύχη	tu/xh	urn:cite2:hmt:lsj.chicago_md:n106094	n-s---fa-
τύχης	tu/xhs	τύχη	tu/xh	urn:cite2:hmt:lsj.chicago_md:n106094	n-s---fg-
τύχοι	tu/xoi	τύχος	tu/xos	urn:cite2:hmt:lsj.chicago_md:n106101	n-p---mn-
τύχοι	tu/xoi	τύχος	tu/xos	urn:cite2:hmt:lsj.chicago_md:n106101	n-p---mv-
τύχοι	tu/xoi	τυγχάνω	tugxa/nw	urn:cite2:hmt:lsj.chicago_md:n105829	v3saoa---
τύχοιμι	tu/xoimi	τυγχάνω	tugxa/nw	urn:cite2:hmt:lsj.chicago_md:n105829	v1saoa---
τύχᾳ	tu/xa|	τύχη	tu/xh	urn:cite2:hmt:lsj.chicago_md:n106094	n-p---fn-
τύχᾳ	tu/xa|	τύχη	tu/xh	urn:cite2:hmt:lsj.chicago_md:n106094	n-p---fv-
τύχᾳ	tu/xa|	τύχη	tu/xh	urn:cite2:hmt:lsj.chicago_md:n106094	n-s---fd-
τύχῃ	tu/xh|	τύχη	tu/xh	urn:cite2:hmt:lsj.chicago_md:n106094	n-s---fd-
τύχῃ	tu/xh|	τυγχάνω	tugxa/nw	urn:cite2:hmt:lsj.chicago_md:n105829	v2sase---
τύχῃ	tu/xh|	τυγχάνω	tugxa/nw	urn:cite2:hmt:lsj.chicago_md:n105829	v3sasa---
τώδ’	tw/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-d---ma-
τώδ’	tw/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-d---na-
τώδ’	tw/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-d---mn-
τώδ’	tw/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-d---mv-
τώδ’	tw/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-d---nn-
τώδ’	tw/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-d---nv-
τᾶν	ta=n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---mg-
τᾶν	ta=n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fg-
τᾶν	ta=n	τᾶν	ta=n	urn:cite2:hmt:lsj.chicago_md:n102286	x--------
τᾶς	ta=s	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---fg-
τᾷδ’	ta=|d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---fd-
τῆς	th=s	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---fg-
τῆσδε	th=sde	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---fg-
τῇδε	th=|de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---fd-
τῇδ’	th=|d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-s---fd-
τῳ	tw|	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s----d-
τῶν	tw=n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fg-
τῶν	tw=n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---mg-
τῶν	tw=n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---ng-
τῶνδε	tw=nde	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---fg-
τῶνδε	tw=nde	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---mg-
τῶνδε	tw=nde	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---ng-
τῶνδ’	tw=nd'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---fg-
