Αἴας	*ai)/as	Αἴας	*ai)/as	n-s---mn-
αὐτάγγελος	au)ta/ggelos	αὐτάγγελος	au)ta/ggelos	n-s---mn-
αὐτήν	au)th/n	αὐτός	au)to/s	n-s---fa-
αὐτίκα	au)ti/ka	αὐτίκα	au)ti/ka	d--------
αὐτίχ’	au)ti/x'	αὐτίκα	au)ti/ka	d--------
αὐτό	au)to/	αὐτός	au)to/s	n-s---nn-
αὐτό	au)to/	αὐτός	au)to/s	n-s---nv-
αὐτό	au)to/	αὐτός	au)to/s	n-s---na-
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτόξυλόν	au)to/culo/n	αὐτόξυλος	au)to/culos	n-s---ma-
αὐτόξυλόν	au)to/culo/n	αὐτόξυλος	au)to/culos	n-s---fa-
αὐτόξυλόν	au)to/culo/n	αὐτόξυλος	au)to/culos	n-s---nn-
αὐτόξυλόν	au)to/culo/n	αὐτόξυλος	au)to/culos	n-s---nv-
αὐτόξυλόν	au)to/culo/n	αὐτόξυλος	au)to/culos	n-s---na-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτόστολον	au)to/stolon	αὐτόστολος	au)to/stolos	n-s---ma-
αὐτόστολον	au)to/stolon	αὐτόστολος	au)to/stolos	n-s---fa-
αὐτόστολον	au)to/stolon	αὐτόστολος	au)to/stolos	n-s---nn-
αὐτόστολον	au)to/stolon	αὐτόστολος	au)to/stolos	n-s---nv-
αὐτόστολον	au)to/stolon	αὐτόστολος	au)to/stolos	n-s---na-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---md-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---mg-
αὑτός	au(to/s	αὐτός	au)to/s	n-s---mn-
αὔλιον	au)/lion	αὔλιον	au)/lion	n-s---nn-
αὔλιον	au)/lion	αὔλιον	au)/lion	n-s---nv-
αὔλιον	au)/lion	αὔλιον	au)/lion	n-s---na-
αὔλιον	au)/lion	αὔλιος	au)/lios	a-s---ma-
αὔλιον	au)/lion	αὔλιος	au)/lios	a-s---nn-
αὔλιον	au)/lion	αὔλιος	au)/lios	a-s---nv-
αὔλιον	au)/lion	αὔλιος	au)/lios	a-s---na-
αὔλιον	au)/lion	αὐλέω	au)le/w	v3piia---
αὔλιον	au)/lion	αὐλέω	au)le/w	v1siia---
αὔλιον	au)/lion	αὐλέω	au)le/w	v3piia---
αὔλιον	au)/lion	αὐλέω	au)le/w	v1siia---
αὔραις	au)/rais	αὔρα	au)/ra	n-p---fd-
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fn-
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fv-
αὖ	au)=	αὗ	au(=	x--------
αὖ	au)=	αὖ	au)=	d--------
αὖθις	au)=qis	αὖθις	au)=qis	d--------
βαιά	baia/	βαιός	baio/s	a-p---nn-
βαιά	baia/	βαιός	baio/s	a-p---nv-
βαιά	baia/	βαιός	baio/s	a-p---na-
βαιά	baia/	βαιός	baio/s	a-d---fn-
βαιά	baia/	βαιός	baio/s	a-d---fv-
βαιά	baia/	βαιός	baio/s	a-d---fa-
βαιά	baia/	βαιός	baio/s	a-s---fn-
βαιά	baia/	βαιός	baio/s	a-s---fv-
βαιάν	baia/n	βαιός	baio/s	a-s---fa-
βαιόν	baio/n	βαιός	baio/s	a-s---ma-
βαιόν	baio/n	βαιός	baio/s	a-s---nn-
βαιόν	baio/n	βαιός	baio/s	a-s---nv-
βαιόν	baio/n	βαιός	baio/s	a-s---na-
βαιᾷ	baia=|	βαιός	baio/s	a-s---fd-
βαλεῖς	balei=s	βάλλω	ba/llw	v2sfia---
βαρείας	barei/as	βαρύς	baru/s	a-p---fa-
βαρείας	barei/as	βαρύς	baru/s	a-s---fg-
βαρείᾳ	barei/a|	βαρύς	baru/s	a-s---fd-
βαρεῖα	barei=a	βαρύς	baru/s	a-s---fn-
βαρεῖα	barei=a	βαρύς	baru/s	a-s---fv-
βαρεῖαν	barei=an	βαρύς	baru/s	a-s---fa-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	n-s---ma-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	n-s---fa-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	n-s---md-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	n-s---fd-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	n-d---mn-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	n-d---mv-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	n-d---ma-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	n-d---fn-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	n-d---fv-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	n-d---fa-
βαρυνθῶσιν	barunqw=sin	βαρύνω	baru/nw	v3pasp---
βαρύποτμε	baru/potme	βαρύποτμος	baru/potmos	n-s---mv-
βαρύποτμε	baru/potme	βαρύποτμος	baru/potmos	n-s---fv-
βαρύς	baru/s	βαρύς	baru/s	a-s---mn-
βαστάζω	basta/zw	βαστάζω	basta/zw	v1spsa---
βαστάζω	basta/zw	βαστάζω	basta/zw	v1spia---
βαστάσαι	basta/sai	βαστάζω	basta/zw	v-sfpafd-
βαστάσαι	basta/sai	βαστάζω	basta/zw	v--ana---
βαστάσαι	basta/sai	βαστάζω	basta/zw	v3saoa---
βεβήκῃ	bebh/kh|	βαίνω	bai/nw	v3srsa---
βεβώσας	bebw/sas	βαίνω	bai/nw	v-prpafa-
βεβώσας	bebw/sas	βαίνω	bai/nw	v-srpafg-
βεβώτων	bebw/twn	βαίνω	bai/nw	v-prpamg-
βεβώτων	bebw/twn	βαίνω	bai/nw	v-prpang-
βελέων	bele/wn	βέλος	be/los	n-p---ng-
βιοτά	biota/	βιοτή	bioth/	n-d---fn-
βιοτά	biota/	βιοτή	bioth/	n-d---fv-
βιοτά	biota/	βιοτή	bioth/	n-d---fa-
βιοτά	biota/	βιοτή	bioth/	n-s---fn-
βιοτά	biota/	βιοτή	bioth/	n-s---fv-
βιοτάν	biota/n	βιοτή	bioth/	n-s---fa-
βιοτῆς	bioth=s	βιοτή	bioth/	n-s---fg-
βιόδωρος	bio/dwros	βιόδωρος	bio/dwros	n-s---mn-
βιόδωρος	bio/dwros	βιόδωρος	bio/dwros	n-s---fn-
βλάβαις	bla/bais	βλάβη	bla/bh	n-p---fd-
βλάβη	bla/bh	βλάβη	bla/bh	n-s---fn-
βλάβη	bla/bh	βλάβη	bla/bh	n-s---fv-
βλάβη	bla/bh	βλάβος	bla/bos	n-p---nn-
βλάβη	bla/bh	βλάβος	bla/bos	n-p---nv-
βλάβη	bla/bh	βλάβος	bla/bos	n-p---na-
βλάβη	bla/bh	βλάβος	bla/bos	n-d---nn-
βλάβη	bla/bh	βλάβος	bla/bos	n-d---nv-
βλάβη	bla/bh	βλάβος	bla/bos	n-d---na-
βλάβη	bla/bh	βλάπτω	bla/ptw	v3saip---
βλέπειν	ble/pein	βλέπω	ble/pw	v--pna---
βλέποντα	ble/ponta	βλέπω	ble/pw	v-pppann-
βλέποντα	ble/ponta	βλέπω	ble/pw	v-pppanv-
βλέποντα	ble/ponta	βλέπω	ble/pw	v-pppana-
βλέποντα	ble/ponta	βλέπω	ble/pw	v-sppama-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-sppafn-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-sppafv-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-pppamd-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-pppand-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v3ppia---
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-pppafn-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-pppafv-
βλέπων	ble/pwn	βλέπω	ble/pw	v-sppamn-
βλέπ’	ble/p'	βλέπω	ble/pw	v2spma---
βλέπ’	ble/p'	βλέπω	ble/pw	v3siia---
βορᾶς	bora=s	βορά	bora/	n-s---fg-
βορᾶς	bora=s	βοράω	bora/w	v2spia---
βορᾶς	bora=s	βοράζω	bora/zw	v2sfia---
βορᾶς	bora=s	βορός	boro/s	a-s---fg-
βουλαῖς	boulai=s	βουλή	boulh/	n-p---fd-
βουλεύει	bouleu/ei	βουλεύω	bouleu/w	v2spie---
βουλεύει	bouleu/ei	βουλεύω	bouleu/w	v3spia---
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---nn-
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---nv-
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---na-
βουλεύματά	bouleu/mata/	βούλευμα	bou/leuma	n-p---nn-
βουλεύματά	bouleu/mata/	βούλευμα	bou/leuma	n-p---nv-
βουλεύματά	bouleu/mata/	βούλευμα	bou/leuma	n-p---na-
βουλεύματ’	bouleu/mat'	βούλευμα	bou/leuma	n-p---nn-
βουλεύματ’	bouleu/mat'	βούλευμα	bou/leuma	n-p---nv-
βουλεύματ’	bouleu/mat'	βούλευμα	bou/leuma	n-p---na-
βουλεύματ’	bouleu/mat'	βούλευμα	bou/leuma	n-s---nd-
βουλεύματ’	bouleu/mat'	βούλευμα	bou/leuma	n-d---nn-
βουλεύματ’	bouleu/mat'	βούλευμα	bou/leuma	n-d---nv-
βουλεύματ’	bouleu/mat'	βούλευμα	bou/leuma	n-d---na-
βουλεύων	bouleu/wn	βουλεύω	bouleu/w	v-sppamn-
βουλοίμεσθα	bouloi/mesqa	βούλομαι	bou/lomai	v1ppoe---
βούλει	bou/lei	βούλομαι	bou/lomai	v2spie---
βούλευμ’	bou/leum'	βούλευμα	bou/leuma	n-s---nn-
βούλευμ’	bou/leum'	βούλευμα	bou/leuma	n-s---nv-
βούλευμ’	bou/leum'	βούλευμα	bou/leuma	n-s---na-
βούλομαι	bou/lomai	βούλομαι	bou/lomai	v1spie---
βοᾷ	boa=|	βοάω	boa/w	v2spse---
βοᾷ	boa=|	βοάω	boa/w	v2spie---
βοᾷ	boa=|	βοάω	boa/w	v3spsa---
βοᾷ	boa=|	βοάω	boa/w	v3spia---
βοᾷ	boa=|	βοείη	boei/h	n-s---fd-
βοᾷ	boa=|	βοή	boh/	n-s---fd-
βοῆς	boh=s	βόειος	bo/eios	a-s---fg-
βοῆς	boh=s	βοάω	boa/w	v2spia---
βοῆς	boh=s	βοάω	boa/w	v2spia---
βοῆς	boh=s	βοείη	boei/h	n-s---fg-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mn-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mn-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mv-
βοῆς	boh=s	βοή	boh/	n-s---fg-
βοῶν	bow=n	βόα	bo/a	n-p---fg-
βοῶν	bow=n	βόειος	bo/eios	a-p---fg-
βοῶν	bow=n	βόειος	bo/eios	a-p---mg-
βοῶν	bow=n	βόειος	bo/eios	a-p---ng-
βοῶν	bow=n	βοάω	boa/w	v-sppamv-
βοῶν	bow=n	βοάω	boa/w	v-sppann-
βοῶν	bow=n	βοάω	boa/w	v-sppanv-
βοῶν	bow=n	βοάω	boa/w	v-sppana-
βοῶν	bow=n	βοάω	boa/w	v-sppamn-
βοῶν	bow=n	βοάω	boa/w	v-sppamn-
βοῶν	bow=n	βοή	boh/	n-p---fg-
βοῶν	bow=n	βοόω	boo/w	v-sppamv-
βοῶν	bow=n	βοόω	boo/w	v-sppann-
βοῶν	bow=n	βοόω	boo/w	v-sppanv-
βοῶν	bow=n	βοόω	boo/w	v-sppana-
βοῶν	bow=n	βοόω	boo/w	v-sppamn-
βοῶν	bow=n	βοόω	boo/w	v--pna---
βοῶν	bow=n	βοῦς	bou=s	n-p---mg-
βοῶν	bow=n	βοῦς	bou=s	n-p---fg-
βραχεῖ	braxei=	βραχύς	braxu/s	a-s---md-
βραχεῖ	braxei=	βραχύς	braxu/s	a-s---nd-
βραχύ	braxu/	βραχύς	braxu/s	a-s---mv-
βραχύ	braxu/	βραχύς	braxu/s	a-s---nn-
βραχύ	braxu/	βραχύς	braxu/s	a-s---nv-
βραχύ	braxu/	βραχύς	braxu/s	a-s---na-
βροντᾶς	bronta=s	βροντάω	bronta/w	v2spia---
βροντᾶς	bronta=s	βροντάζω	bronta/zw	v2sfia---
βροντᾶς	bronta=s	βροντή	bronth/	n-s---fg-
βροτοῖς	brotoi=s	βροτός	broto/s	n-p---md-
βροτῶν	brotw=n	βροτός	broto/s	n-p---mg-
βράδυνε	bra/dune	βραδύνω	bradu/nw	v2spma---
βράδυνε	bra/dune	βραδύνω	bradu/nw	v3siia---
βράδυνε	bra/dune	βραδύνω	bradu/nw	v3saia---
βρύκομαι	bru/komai	βρύκω	bru/kw	v1spie---
βυθοῦ	buqou=	βυθάω	buqa/w	v2spme---
βυθοῦ	buqou=	βυθάω	buqa/w	v2siie---
βυθοῦ	buqou=	βυθός	buqo/s	n-s---mg-
βάθρον	ba/qron	βάθρον	ba/qron	n-s---nn-
βάθρον	ba/qron	βάθρον	ba/qron	n-s---nv-
βάθρον	ba/qron	βάθρον	ba/qron	n-s---na-
βάλλει	ba/llei	βάλλις	ba/llis	n-d---fn-
βάλλει	ba/llei	βάλλις	ba/llis	n-d---fv-
βάλλει	ba/llei	βάλλις	ba/llis	n-d---fa-
βάλλει	ba/llei	βάλλις	ba/llis	n-s---fd-
βάλλει	ba/llei	βάλλις	ba/llis	n-s---fd-
βάλλει	ba/llei	βάλλω	ba/llw	v2spie---
βάλλει	ba/llei	βάλλω	ba/llw	v3spia---
βάλλον	ba/llon	βάλλω	ba/llw	v-sppamv-
βάλλον	ba/llon	βάλλω	ba/llw	v-sppann-
βάλλον	ba/llon	βάλλω	ba/llw	v-sppanv-
βάλλον	ba/llon	βάλλω	ba/llw	v-sppana-
βάλλον	ba/llon	βάλλω	ba/llw	v3piia---
βάλλον	ba/llon	βάλλω	ba/llw	v1siia---
βάλοι	ba/loi	βάλλω	ba/llw	v3saoa---
βάσει	ba/sei	βάσις	ba/sis	n-d---fn-
βάσει	ba/sei	βάσις	ba/sis	n-d---fv-
βάσει	ba/sei	βάσις	ba/sis	n-d---fa-
βάσει	ba/sei	βάσις	ba/sis	n-s---fd-
βάσει	ba/sei	βάσις	ba/sis	n-s---fd-
βάσει	ba/sei	βάζω	ba/zw	v3sasa---
βάσει	ba/sei	βάζω	ba/zw	v2sfim---
βάσει	ba/sei	βάζω	ba/zw	v3sfia---
βάσει	ba/sei	βαίνω	bai/nw	v3sasa---
βάσει	ba/sei	βαίνω	bai/nw	v2sfim---
βάσιν	ba/sin	βάσις	ba/sis	n-s---fa-
βέβαιος	be/baios	βέβαιος	be/baios	a-s---mn-
βέβαιος	be/baios	βέβαιος	be/baios	n-s---mn-
βέβαιος	be/baios	βέβαιος	be/baios	n-s---fn-
βέλεσι	be/lesi	βέλος	be/los	n-p---nd-
βέλη	be/lh	βέλος	be/los	n-p---nn-
βέλη	be/lh	βέλος	be/los	n-p---nv-
βέλη	be/lh	βέλος	be/los	n-p---na-
βέλη	be/lh	βέλος	be/los	n-d---nn-
βέλη	be/lh	βέλος	be/los	n-d---nv-
βέλη	be/lh	βέλος	be/los	n-d---na-
βέλος	be/los	βέλος	be/los	n-s---nn-
βέλος	be/los	βέλος	be/los	n-s---nv-
βέλος	be/los	βέλος	be/los	n-s---na-
βία	bi/a	βία	bi/a	n-d---fn-
βία	bi/a	βία	bi/a	n-d---fv-
βία	bi/a	βία	bi/a	n-d---fa-
βία	bi/a	βία	bi/a	n-s---fn-
βία	bi/a	βία	bi/a	n-s---fv-
βία	bi/a	βιάω	bia/w	v2spma---
βία	bi/a	βιάω	bia/w	v3siia---
βίαν	bi/an	βία	bi/a	n-s---fa-
βίαν	bi/an	βιάω	bia/w	v3piia---
βίαν	bi/an	βιάω	bia/w	v1siia---
βίαν	bi/an	βιάω	bia/w	v3piia---
βίαν	bi/an	βιάω	bia/w	v1siia---
βίας	bi/as	βία	bi/a	n-p---fa-
βίας	bi/as	βία	bi/a	n-s---fg-
βίας	bi/as	βιάω	bia/w	v2spia---
βίας	bi/as	βιάω	bia/w	v2siia---
βίον	bi/on	βίος	bi/os	n-s---ma-
βίον	bi/on	βιόω	bio/w	v3paia---
βίου	bi/ou	βίος	bi/os	n-s---mg-
βίου	bi/ou	βιόω	bio/w	v2spma---
βίου	bi/ou	βιόω	bio/w	v2siie---
βίου	bi/ou	βιόω	bio/w	v3siia---
βίᾳ	bi/a|	βία	bi/a	n-p---fn-
βίᾳ	bi/a|	βία	bi/a	n-p---fv-
βίᾳ	bi/a|	βία	bi/a	n-s---fd-
βίῳ	bi/w|	βίος	bi/os	n-s---md-
βόσκειν	bo/skein	βόσκω	bo/skw	v--pna---
βόσκων	bo/skwn	βόσκω	bo/skw	v-sppamn-
βᾶθί	ba=qi/	βαίνω	bai/nw	v2sama---
γαστρί	gastri/	γαστήρ	gasth/r	n-s---fd-
γαίας	gai/as	γαῖα	gai=a	n-p---fa-
γαίας	gai/as	γαῖα	gai=a	n-s---fg-
γαίας	gai/as	γαῖα	gai=a	n-p---fa-
γαίας	gai/as	γαῖα	gai=a	n-s---fg-
γαῖα	gai=a	γαῖα	gai=a	n-s---fn-
γαῖα	gai=a	γαῖα	gai=a	n-s---fv-
γαῖαν	gai=an	γαῖα	gai=a	n-s---fa-
γε	ge	γε	ge	g--------
γεγώς	gegw/s	γίγνομαι	gi/gnomai	v-srpamn-
γεγώς	gegw/s	γίγνομαι	gi/gnomai	v-srpamv-
γελώμενος	gelw/menos	γελάω	gela/w	v-sppemn-
γελώμενος	gelw/menos	γελάω	gela/w	v-sfpmmn-
γελῶσι	gelw=si	γελάω	gela/w	v-pppamd-
γελῶσι	gelw=si	γελάω	gela/w	v-pppand-
γελῶσι	gelw=si	γελάω	gela/w	v3ppsa---
γελῶσι	gelw=si	γελάω	gela/w	v3ppia---
γελῶσι	gelw=si	γελάω	gela/w	v-pfpamd-
γελῶσι	gelw=si	γελάω	gela/w	v-pfpand-
γελῶσι	gelw=si	γελάω	gela/w	v3pfia---
γενναίοισί	gennai/oisi/	γενναῖος	gennai=os	a-p---md-
γενναίοισί	gennai/oisi/	γενναῖος	gennai=os	a-p---nd-
γενναίοισί	gennai/oisi/	γενναῖος	gennai=os	n-p---md-
γενναίοισί	gennai/oisi/	γενναῖος	gennai=os	n-p---fd-
γενναίοισί	gennai/oisi/	γενναῖος	gennai=os	n-p---nd-
γενναῖε	gennai=e	γενναῖος	gennai=os	a-s---mv-
γενναῖε	gennai=e	γενναῖος	gennai=os	n-s---mv-
γενναῖε	gennai=e	γενναῖος	gennai=os	n-s---fv-
γενναῖον	gennai=on	γενναῖος	gennai=os	a-s---ma-
γενναῖον	gennai=on	γενναῖος	gennai=os	a-s---nn-
γενναῖον	gennai=on	γενναῖος	gennai=os	a-s---nv-
γενναῖον	gennai=on	γενναῖος	gennai=os	a-s---na-
γενναῖον	gennai=on	γενναῖος	gennai=os	n-s---ma-
γενναῖον	gennai=on	γενναῖος	gennai=os	n-s---fa-
γενναῖον	gennai=on	γενναῖος	gennai=os	n-s---nn-
γενναῖον	gennai=on	γενναῖος	gennai=os	n-s---nv-
γενναῖον	gennai=on	γενναῖος	gennai=os	n-s---na-
γενναῖός	gennai=o/s	γενναῖος	gennai=os	a-s---mn-
γενναῖός	gennai=o/s	γενναῖος	gennai=os	n-s---mn-
γενναῖός	gennai=o/s	γενναῖος	gennai=os	n-s---fn-
γενοίμην	genoi/mhn	γίγνομαι	gi/gnomai	v1saom---
γενοῦ	genou=	γίγνομαι	gi/gnomai	v2samm---
γενέσθαι	gene/sqai	γίγνομαι	gi/gnomai	v--anm---
γενήσει	genh/sei	γίγνομαι	gi/gnomai	v2sfim---
γενήσεται	genh/setai	γίγνομαι	gi/gnomai	v3sfim---
γενήσομαι	genh/somai	γίγνομαι	gi/gnomai	v1sfim---
γιγνώσκειν	gignw/skein	γιγνώσκω	gignw/skw	v--pna---
γιγνώσκω	gignw/skw	γιγνώσκω	gignw/skw	v1spsa---
γιγνώσκω	gignw/skw	γιγνώσκω	gignw/skw	v1spia---
γλώσσας	glw/ssas	γλῶσσα	glw=ssa	n-p---fa-
γλώσσας	glw/ssas	γλῶσσα	glw=ssa	n-s---fg-
γλώσσας	glw/ssas	γλῶσσα	glw=ssa	n-p---fa-
γλώσσας	glw/ssas	γλῶσσα	glw=ssa	n-s---fg-
γλώσσῃ	glw/ssh|	γλῶσσα	glw=ssa	n-s---fd-
γλώσσῃ	glw/ssh|	γλῶσσα	glw=ssa	n-s---fd-
γλῶσσαν	glw=ssan	γλῶσσα	glw=ssa	n-s---fa-
γνοίη	gnoi/h	γιγνώσκω	gignw/skw	v3saoa---
γνοῖεν	gnoi=en	γιγνώσκω	gignw/skw	v3paoa---
γνώμα	gnw/ma	γνώμη	gnw/mh	n-d---fn-
γνώμα	gnw/ma	γνώμη	gnw/mh	n-d---fv-
γνώμα	gnw/ma	γνώμη	gnw/mh	n-d---fa-
γνώμα	gnw/ma	γνώμη	gnw/mh	n-s---fn-
γνώμα	gnw/ma	γνώμη	gnw/mh	n-s---fv-
γνώμαν	gnw/man	γνώμη	gnw/mh	n-s---fa-
γνώμη	gnw/mh	γνώμη	gnw/mh	n-s---fn-
γνώμη	gnw/mh	γνώμη	gnw/mh	n-s---fv-
γνώμην	gnw/mhn	γνώμη	gnw/mh	n-s---fa-
γνώμων	gnw/mwn	γνώμων	gnw/mwn	n-s---mn-
γνώμων	gnw/mwn	γνώμων	gnw/mwn	n-s---mv-
γνώμᾳ	gnw/ma|	γνώμη	gnw/mh	n-s---fd-
γνῶθ’	gnw=q'	γιγνώσκω	gignw/skw	v2pama---
γνῶθ’	gnw=q'	γιγνώσκω	gignw/skw	v2pasa---
γνῶθ’	gnw=q'	γιγνώσκω	gignw/skw	v2sama---
γνῶθ’	gnw=q'	γιγνώσκω	gignw/skw	v2paia---
γνῶμαι	gnw=mai	γνώμη	gnw/mh	n-p---fn-
γνῶμαι	gnw=mai	γνώμη	gnw/mh	n-p---fv-
γράφου	gra/fou	γράφω	gra/fw	v2spme---
γράφου	gra/fou	γράφω	gra/fw	v2siie---
γάρ	ga/r	γάρ	ga/r	g--------
γέ	ge/	γε	ge	g--------
γέγηθας	ge/ghqas	γηθέω	ghqe/w	v2sria---
γέγωνέ	ge/gwne/	γέγωνα	ge/gwna	v2srma---
γέγωνέ	ge/gwne/	γέγωνα	ge/gwna	v3sria---
γέμων	ge/mwn	γέμος	ge/mos	n-p---ng-
γέμων	ge/mwn	γέμω	ge/mw	v-sppamn-
γέμων	ge/mwn	γεμόω	gemo/w	v3piia---
γέμων	ge/mwn	γεμόω	gemo/w	v1siia---
γένεθλον	ge/neqlon	γένεθλον	ge/neqlon	n-s---nn-
γένεθλον	ge/neqlon	γένεθλον	ge/neqlon	n-s---nv-
γένεθλον	ge/neqlon	γένεθλον	ge/neqlon	n-s---na-
γένη	ge/nh	γένος	ge/nos	n-p---nn-
γένη	ge/nh	γένος	ge/nos	n-p---nv-
γένη	ge/nh	γένος	ge/nos	n-p---na-
γένη	ge/nh	γένος	ge/nos	n-d---nn-
γένη	ge/nh	γένος	ge/nos	n-d---nv-
γένη	ge/nh	γένος	ge/nos	n-d---na-
γένηται	ge/nhtai	γίγνομαι	gi/gnomai	v3sasm---
γένοιτο	ge/noito	γίγνομαι	gi/gnomai	v3saom---
γένοιτ’	ge/noit'	γίγνομαι	gi/gnomai	v3saom---
γένος	ge/nos	γένος	ge/nos	n-s---nn-
γένος	ge/nos	γένος	ge/nos	n-s---nv-
γένος	ge/nos	γένος	ge/nos	n-s---na-
γένους	ge/nous	γένος	ge/nos	n-s---ng-
γένυν	ge/nun	γένυς	ge/nus	n-s---fa-
γένῃ	ge/nh|	γίγνομαι	gi/gnomai	v2sasm---
γέρας	ge/ras	γέρας	ge/ras	n-s---ng-
γέρας	ge/ras	γέρας	ge/ras	n-s---nn-
γέρας	ge/ras	γέρας	ge/ras	n-s---nv-
γέρας	ge/ras	γέρας	ge/ras	n-s---na-
γέροντος	ge/rontos	γέρων	ge/rwn	n-s---mg-
γίγνοιτ’	gi/gnoit'	γίγνομαι	gi/gnomai	v3spoe---
γίγνονται	gi/gnontai	γίγνομαι	gi/gnomai	v3ppie---
γόνασι	go/nasi	γόνυ	go/nu	n-p---nd-
γόνον	go/non	γόνος	go/nos	n-s---ma-
γόνον	go/non	γόνος	go/nos	n-s---fa-
γόνος	go/nos	γόνος	go/nos	n-s---mn-
γόνος	go/nos	γόνος	go/nos	n-s---fn-
γόοις	go/ois	γόος	go/os	n-p---md-
γύαλον	gu/alon	γύαλον	gu/alon	n-s---nn-
γύαλον	gu/alon	γύαλον	gu/alon	n-s---nv-
γύαλον	gu/alon	γύαλον	gu/alon	n-s---na-
γύαλον	gu/alon	γύαλος	gu/alos	n-s---ma-
γᾶν	ga=n	Γαῖα	*gai=a	n-s---fa-
γᾶν	ga=n	γῆ	gh=	n-s---fa-
γᾶς	ga=s	Γαῖα	*gai=a	n-p---fa-
γᾶς	ga=s	Γαῖα	*gai=a	n-s---fg-
γᾶς	ga=s	γῆ	gh=	n-p---fa-
γᾶς	ga=s	γῆ	gh=	n-s---fg-
γῆ	gh=	Γαῖα	*gai=a	n-s---fn-
γῆ	gh=	Γαῖα	*gai=a	n-s---fv-
γῆ	gh=	γῆ	gh=	n-s---fn-
γῆ	gh=	γῆ	gh=	n-s---fv-
γῆν	gh=n	Γαῖα	*gai=a	n-s---fa-
γῆν	gh=n	γῆ	gh=	n-s---fa-
γῆς	gh=s	Γαῖα	*gai=a	n-s---fg-
γῆς	gh=s	γῆ	gh=	n-s---fg-
δαιμόνων	daimo/nwn	δαίμων	dai/mwn	n-p---mg-
δαιμόνων	daimo/nwn	δαίμων	dai/mwn	n-p---fg-
δαιμόνων	daimo/nwn	δαιμονάω	daimona/w	v3piia---
δαιμόνων	daimo/nwn	δαιμονάω	daimona/w	v1siia---
δακρύσας	dakru/sas	δακρύω	dakru/w	v-sapamn-
δακρύσας	dakru/sas	δακρύω	dakru/w	v-sapamv-
δακέθυμος	dake/qumos	δακέθυμος	dake/qumos	n-s---mn-
δακέθυμος	dake/qumos	δακέθυμος	dake/qumos	n-s---fn-
δαμείς	damei/s	δαμάζω	dama/zw	v-sappmn-
δαμείς	damei/s	δαμάζω	dama/zw	v-sappmv-
δαμῆναι	damh=nai	δαμάω	dama/w	v--pna---
δαμῆναι	damh=nai	δαμάζω	dama/zw	v--anp---
δαίμονες	dai/mones	δαίμων	dai/mwn	n-p---mn-
δαίμονες	dai/mones	δαίμων	dai/mwn	n-p---mv-
δαίμονες	dai/mones	δαίμων	dai/mwn	n-p---fn-
δαίμονες	dai/mones	δαίμων	dai/mwn	n-p---fv-
δαίμονος	dai/monos	δαίμων	dai/mwn	n-s---mg-
δαίμονος	dai/monos	δαίμων	dai/mwn	n-s---fg-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---mn-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---mv-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---fn-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---fv-
