Αὐλίδι	*au)li/di	Αὐλίς	*au)li/s	n-s---fd-
Εὐρώπας	*eu)rw/pas	Εὐρώπη	*eu)rw/ph	n-s---fg-
Εὐρώπας	*eu)rw/pas	Εὐρώπης	*eu)rw/phs	n-p---ma-
Εὐρώπας	*eu)rw/pas	Εὐρώπης	*eu)rw/phs	n-s---mn-
Εὐρώταν	*eu)rw/tan	Εὐρώτας	*eu)rw/tas	n-s---ma-
Εὔριπος	*eu)/ripos	Εὔριπος	*eu)/ripos	n-s---mn-
Εὔριπος	*eu)/ripos	εὔριπος	eu)/ripos	n-s---mn-
Ζεφύρου	*zefu/rou	Ζέφυρος	*ze/furos	n-s---mg-
Ζεφύρου	*zefu/rou	Ζέφυρος	*ze/furos	n-s---mg-
Ζεύς	*zeu/s	Ζεύς	*zeu/s	n-s---mn-
Θυέστου	*que/stou	Θυέστης	*que/sths	n-s---mg-
Θυέστου	*que/stou	θύεστον	qu/eston	n-s---ng-
Θυέστου	*que/stou	θυέστης	que/sths	n-s---mg-
Θέμιν	*qe/min	Θέμις	*qe/mis	n-s---fa-
Θέμιν	*qe/min	Θέμις	*qe/mis	n-s---fa-
Θέμιν	*qe/min	Θέμις	*qe/mis	n-s---fa-
Θέμιν	*qe/min	θέμις	qe/mis	n-s---fa-
Θέμιν	*qe/min	θέμις	qe/mis	n-s---fa-
Θέμιν	*qe/min	θέμις	qe/mis	n-s---fa-
Θέτιδος	*qe/tidos	Θέτις	*qe/tis	n-s---fg-
Θόας	*qo/as	Θόας	*qo/as	n-s---mn-
Θόας	*qo/as	Θόη	*qo/h	n-s---fg-
Καρυστίας	*karusti/as	Καρύστιος	*karu/stios	a-p---fa-
Καρυστίας	*karusti/as	Καρύστιος	*karu/stios	a-s---fg-
Κασταλίας	*kastali/as	Κασταλία	*kastali/a	n-p---fa-
Κασταλίας	*kastali/as	Κασταλία	*kastali/a	n-s---fg-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-d---fn-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-d---fv-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-d---fa-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-s---fn-
Κλυταιμήστρα	*klutaimh/stra	Κλυταιμνήστρα	*klutaimnh/stra	n-s---fv-
Κλυταιμήστρας	*klutaimh/stras	Κλυταιμνήστρα	*klutaimnh/stra	n-p---fa-
Κλυταιμήστρας	*klutaimh/stras	Κλυταιμνήστρα	*klutaimnh/stra	n-s---fg-
Κυκλωπίς	*kuklwpi/s	Κυκλώπιος	*kuklw/pios	n-s---fn-
Κυκλωπίς	*kuklwpi/s	Κυκλωπίς	*kuklwpi/s	n-s---fn-
Κάλχαντ’	*ka/lxant'	Κάλχας	*ka/lxas	n-s---ma-
Κάλχαντ’	*ka/lxant'	Κάλχας	*ka/lxas	n-s---md-
Κάλχαντ’	*ka/lxant'	Κάλχας	*ka/lxas	n-d---mn-
Κάλχαντ’	*ka/lxant'	Κάλχας	*ka/lxas	n-d---mv-
Κάλχαντ’	*ka/lxant'	Κάλχας	*ka/lxas	n-d---ma-
Κάλχας	*ka/lxas	Κάλχας	*ka/lxas	n-s---mn-
Κάλχας	*ka/lxas	κάλχη	ka/lxh	n-p---fa-
Κάλχας	*ka/lxas	κάλχη	ka/lxh	n-s---fg-
Κόμισαί	*ko/misai/	κομίζω	komi/zw	v2samm---
Κύνθιον	*ku/nqion	Κύνθος	*ku/nqos	n-s---ma-
Κύνθιον	*ku/nqion	Κύνθος	*ku/nqos	n-s---fa-
Κύνθιον	*ku/nqion	Κύνθος	*ku/nqos	n-s---nn-
Κύνθιον	*ku/nqion	Κύνθος	*ku/nqos	n-s---nv-
Κύνθιον	*ku/nqion	Κύνθος	*ku/nqos	n-s---na-
Λατοῦς	*latou=s	Λητώ	*lhtw/	n-p---fn-
Λατοῦς	*latou=s	Λητώ	*lhtw/	n-p---fv-
Λατοῦς	*latou=s	Λητώ	*lhtw/	n-s---fg-
Λατοῦς	*latou=s	Λητώ	*lhtw/	n-p---fv-
Λαέρτου	*lae/rtou	Λαέρτης	*lae/rths	n-s---mg-
Λευκοθέας	*leukoqe/as	Λευκοθέα	*leukoqe/a	n-s---fg-
Λητοῦς	*lhtou=s	Λητώ	*lhtw/	n-p---fn-
Λητοῦς	*lhtou=s	Λητώ	*lhtw/	n-p---fv-
Λητοῦς	*lhtou=s	Λητώ	*lhtw/	n-s---fg-
Λητώ	*lhtw/	Λητώ	*lhtw/	n-s---fn-
Λοξίας	*loci/as	Λοξίας	*loci/as	n-p---ma-
Λοξίας	*loci/as	Λοξίας	*loci/as	n-s---mn-
Λοξίου	*loci/ou	Λοξίας	*loci/as	n-s---mg-
Λοξίᾳ	*loci/a|	Λοξίας	*loci/as	n-p---mn-
Λοξίᾳ	*loci/a|	Λοξίας	*loci/as	n-p---mv-
Λοξίᾳ	*loci/a|	Λοξίας	*loci/as	n-s---md-
Λάκαινα	*la/kaina	Λάκαινα	*la/kaina	n-s---fn-
Λάκαινα	*la/kaina	Λάκαινα	*la/kaina	n-s---fv-
Λήδας	*lh/das	Λήδη	*lh/dh	n-s---fg-
Μενέλαος	*mene/laos	Μενέλαος	*mene/laos	n-s---mn-
Μενέλαος	*mene/laos	Μενέλαος	*mene/laos	n-s---mn-
Μενέλεω	*mene/lew	Μενέλαος	*mene/laos	n-s---mg-
Μενέλεών	*mene/lew/n	Μενέλαος	*mene/laos	n-s---ma-
Μενέλεῳ	*mene/lew|	Μενέλαος	*mene/laos	n-p---mn-
Μενέλεῳ	*mene/lew|	Μενέλαος	*mene/laos	n-s---md-
Μούσας	*mou/sas	Μοῦσα	*mou=sa	n-p---fa-
Μούσας	*mou/sas	Μοῦσα	*mou=sa	n-s---fg-
Μούσας	*mou/sas	Μοῦσαι	*mou=sai	n-p---fa-
Μούσας	*mou/sas	Μοῦσαι	*mou=sai	n-s---fg-
Μούσας	*mou/sas	Μοῦσαι	*mou=sai	n-p---fa-
Μούσας	*mou/sas	Μοῦσαι	*mou=sai	n-s---fg-
Μοῖραι	*moi=rai	Μοῖρα	*moi=ra	n-p---fn-
Μοῖραι	*moi=rai	Μοῖρα	*moi=ra	n-p---fv-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fn-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fv-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fn-
Μοῖραι	*moi=rai	μοῖρα	moi=ra	n-p---fv-
Μυκηναίοις	*mukhnai/ois	Μυκηναῖος	*mukhnai=os	a-p---md-
Μυκηναίοις	*mukhnai/ois	Μυκηναῖος	*mukhnai=os	a-p---nd-
Μυκηνῶν	*mukhnw=n	Μυκήνη	*mukh/nh	n-p---fg-
Μυκήνα	*mukh/na	Μυκήνη	*mukh/nh	n-d---fn-
Μυκήνα	*mukh/na	Μυκήνη	*mukh/nh	n-d---fv-
Μυκήνα	*mukh/na	Μυκήνη	*mukh/nh	n-d---fa-
Μυκήνα	*mukh/na	Μυκήνη	*mukh/nh	n-s---fn-
Μυκήνα	*mukh/na	Μυκήνη	*mukh/nh	n-s---fv-
Μυκήναις	*mukh/nais	Μυκήνη	*mukh/nh	n-p---fd-
Μυκήνας	*mukh/nas	Μυκήνη	*mukh/nh	n-p---fa-
Μυκήνας	*mukh/nas	Μυκήνη	*mukh/nh	n-s---fg-
Ναυπλία	*naupli/a	Ναύπλιος	*nau/plios	a-d---fn-
Ναυπλία	*naupli/a	Ναύπλιος	*nau/plios	a-d---fv-
Ναυπλία	*naupli/a	Ναύπλιος	*nau/plios	a-d---fa-
Ναυπλία	*naupli/a	Ναύπλιος	*nau/plios	a-s---fn-
Ναυπλία	*naupli/a	Ναύπλιος	*nau/plios	a-s---fv-
Ναυπλία	*naupli/a	Ναυπλία	*naupli/a	n-d---fn-
Ναυπλία	*naupli/a	Ναυπλία	*naupli/a	n-d---fv-
Ναυπλία	*naupli/a	Ναυπλία	*naupli/a	n-d---fa-
Ναυπλία	*naupli/a	Ναυπλία	*naupli/a	n-s---fn-
Ναυπλία	*naupli/a	Ναυπλία	*naupli/a	n-s---fv-
Ναυπλία	*naupli/a	Ναυπλιεύς	*nauplieu/s	a-d---fn-
Ναυπλία	*naupli/a	Ναυπλιεύς	*nauplieu/s	a-d---fv-
Ναυπλία	*naupli/a	Ναυπλιεύς	*nauplieu/s	a-d---fa-
Ναυπλία	*naupli/a	Ναυπλιεύς	*nauplieu/s	a-s---fn-
Ναυπλία	*naupli/a	Ναυπλιεύς	*nauplieu/s	a-s---fv-
Νηρέως	*nhre/ws	Νηρεύς	*nhreu/s	n-s---mg-
Νηρέως	*nhre/ws	Νηρεύς	*nhreu/s	n-s---mg-
Νηρέως	*nhre/ws	Νηρεύς	*nhreu/s	n-s---mn-
Νηρῄδων	*nhrh/|dwn	Νηρηίς	*nhrhi/s	n-p---fg-
Νηρῇδος	*nhrh=|dos	Νηρηίς	*nhrhi/s	n-s---fg-
Νίκη	*ni/kh	Νίκη	*ni/kh	n-s---fn-
Νίκη	*ni/kh	Νίκη	*ni/kh	n-s---fv-
Νίκη	*ni/kh	νίκη	ni/kh	n-s---fn-
Νίκη	*ni/kh	νίκη	ni/kh	n-s---fv-
Νίκη	*ni/kh	νῖκος	ni=kos	n-p---nn-
Νίκη	*ni/kh	νῖκος	ni=kos	n-p---nv-
Νίκη	*ni/kh	νῖκος	ni=kos	n-p---na-
Νίκη	*ni/kh	νῖκος	ni=kos	n-d---nn-
Νίκη	*ni/kh	νῖκος	ni=kos	n-d---nv-
Νίκη	*ni/kh	νῖκος	ni=kos	n-d---na-
Νίκη	*ni/kh	νικάω	nika/w	v2spma---
Νίκη	*ni/kh	νικάω	nika/w	v2spma---
Νίκη	*ni/kh	νικάω	nika/w	v3siia---
Οἰνομάου	*oi)noma/ou	Οἰνόμαος	*oi)no/maos	n-s---mg-
Οἰνόμαον	*oi)no/maon	Οἰνόμαος	*oi)no/maos	n-s---ma-
Οὐχ	*ou)x	οὐ	ou)	d--------
Παλαῖμον	*palai=mon	Παλαίμων	*palai/mwn	n-s---mv-
Παλλάδος	*palla/dos	Παλλάς	*palla/s	n-s---fg-
Παλλάς	*palla/s	Παλλάς	*palla/s	n-s---fn-
Πανός	*pano/s	Πάν	*pa/n	n-s---mg-
Πανός	*pano/s	Πᾶν	*pa=n	n-s---mg-
Πανός	*pano/s	πανός	pano/s	n-s---mn-
Παρνάσιον	*parna/sion	Παρνάσιος	*parna/sios	a-s---ma-
Παρνάσιον	*parna/sion	Παρνάσιος	*parna/sios	a-s---nn-
Παρνάσιον	*parna/sion	Παρνάσιος	*parna/sios	a-s---nv-
Παρνάσιον	*parna/sion	Παρνάσιος	*parna/sios	a-s---na-
Παρνάσιον	*parna/sion	Παρνάσιος	*parna/sios	n-s---ma-
Παρνάσιον	*parna/sion	Παρνάσιος	*parna/sios	n-s---fa-
Παρνάσιον	*parna/sion	Παρνάσιος	*parna/sios	n-s---nn-
Παρνάσιον	*parna/sion	Παρνάσιος	*parna/sios	n-s---nv-
Παρνάσιον	*parna/sion	Παρνάσιος	*parna/sios	n-s---na-
Πελοπιδῶν	*pelopidw=n	Πελοπίδης	*pelopi/dhs	n-p---mg-
Πελοπίδαις	*pelopi/dais	Πελοπίδης	*pelopi/dhs	n-p---md-
Πηλέως	*phle/ws	Πηλεύς	*phleu/s	n-s---mg-
Πηλέως	*phle/ws	Πηλεύς	*phleu/s	n-s---mg-
Πηλέως	*phle/ws	Πηλεύς	*phleu/s	n-s---mn-
Πισάτιδα	*pisa/tida	Πισάτης	*pisa/ths	n-s---fa-
Πισάτιδα	*pisa/tida	Πισᾶτις	*pisa=tis	n-s---fa-
Ποσειδῶν	*poseidw=n	Ποσειδῶν	*poseidw=n	n-s---mn-
Πυθίων	*puqi/wn	Πύθια	*pu/qia	n-p---ng-
Πυθίων	*puqi/wn	Πύθιον	*pu/qion	n-p---ng-
Πυθίων	*puqi/wn	Πύθιος	*pu/qios	a-p---fg-
Πυθίων	*puqi/wn	Πύθιος	*pu/qios	a-p---mg-
Πυθίων	*puqi/wn	Πύθιος	*pu/qios	a-p---ng-
Πυθίων	*puqi/wn	Πυθίων	*puqi/wn	n-s---mn-
Πυθίων	*puqi/wn	Πυθίων	*puqi/wn	n-s---mv-
Πυθῶνος	*puqw=nos	Πυθών	*puqw/n	n-s---fg-
Πυλάδη	*pula/dh	Πυλάδης	*pula/dhs	n-s---mv-
Πυλάδης	*pula/dhs	Πυλάδης	*pula/dhs	n-s---mn-
Πέλοπος	*pe/lopos	Πέλοψ	*pe/loy	n-s---mg-
Πέλοπός	*pe/lopo/s	Πέλοψ	*pe/loy	n-s---mg-
Πέλοψ	*pe/loy	Πέλοψ	*pe/loy	n-s---mn-
Πέλοψ	*pe/loy	Πέλοψ	*pe/loy	n-s---mv-
Πῖσαν	*pi=san	Πῖσα	*pi=sa	n-s---fa-
Πῖσαν	*pi=san	πιπίσκω	pipi/skw	v-sapann-
Πῖσαν	*pi=san	πιπίσκω	pipi/skw	v-sapanv-
Πῖσαν	*pi=san	πιπίσκω	pipi/skw	v-sapana-
Πῖσαν	*pi=san	πιπίσκω	pipi/skw	v3paia---
Σπάρτῃ	*spa/rth|	Σπάρτη	*spa/rth	n-s---fd-
Σπάρτῃ	*spa/rth|	σπάρτη	spa/rth	n-s---fd-
Στροφίῳ	*strofi/w|	Στρόφιος	*stro/fios	n-s---md-
Στροφίῳ	*strofi/w|	Στροφίος	*strofi/os	n-s---md-
Στροφίῳ	*strofi/w|	στρόφιον	stro/fion	n-s---nd-
Στροφίῳ	*strofi/w|	στρόφιος	stro/fios	n-s---md-
Στρόφιος	*stro/fios	Στρόφιος	*stro/fios	n-s---mn-
Στρόφιος	*stro/fios	στρόφιος	stro/fios	n-s---mn-
Στρόφιος	*stro/fios	στρόφις	stro/fis	n-s---mg-
Συμπληγάδα	*sumplhga/da	συμπληγάς	sumplhga/s	n-s---fa-
Συμπληγάδας	*sumplhga/das	συμπληγάς	sumplhga/s	n-p---fa-
Συμπληγάδων	*sumplhga/dwn	συμπληγάς	sumplhga/s	n-p---fg-
Τανταλιδᾶν	*tantalida=n	Τανταλίδης	*tantali/dhs	n-p---mg-
Τανταλιδᾶν	*tantalida=n	τανταλίδης	tantali/dhs	n-p---mg-
Ταντάλειον	*tanta/leion	Ταντάλειος	*tanta/leios	a-s---ma-
Ταντάλειον	*tanta/leion	Ταντάλειος	*tanta/leios	a-s---nn-
Ταντάλειον	*tanta/leion	Ταντάλειος	*tanta/leios	a-s---nv-
Ταντάλειον	*tanta/leion	Ταντάλειος	*tanta/leios	a-s---na-
Ταντάλειος	*tanta/leios	Ταντάλειος	*tanta/leios	a-s---mn-
Ταντάλου	*tanta/lou	Τάνταλος	*ta/ntalos	n-s---mg-
Ταυρικῆς	*taurikh=s	Ταυρικός	*tauriko/s	a-s---fg-
Ταυρικῆς	*taurikh=s	ταυρικός	tauriko/s	a-s---fg-
Ταυροπόλον	*tauropo/lon	ταυροπόλος	tauropo/los	n-s---fa-
Ταύρων	*tau/rwn	Ταῦρος	*tau=ros	n-p---mg-
Ταύρων	*tau/rwn	ταῦρος	tau=ros	n-p---mg-
Ταύρων	*tau/rwn	ταυράω	taura/w	v3piia---
Ταύρων	*tau/rwn	ταυράω	taura/w	v1siia---
Τιτάνων	*tita/nwn	Τίτανος	*ti/tanos	n-p---fg-
Τιτάνων	*tita/nwn	Τιτάν	*tita/n	n-p---mg-
Τιτάνων	*tita/nwn	τίτανος	ti/tanos	n-p---fg-
Τροίαν	*troi/an	Τροία	*troi/a	n-s---fa-
Τροίαν	*troi/an	Τροία	*troi/a	n-s---fa-
Τροίας	*troi/as	Τροία	*troi/a	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	n-s---fg-
Τροίας	*troi/as	Τροία	*troi/a	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	n-s---fg-
Τρῳάδα	*trw|a/da	Τρῳάς	*trw|a/s	n-s---fa-
Τυνδαρείας	*tundarei/as	Τυνδάρειος	*tunda/reios	a-p---fa-
Τυνδαρείας	*tundarei/as	Τυνδάρειος	*tunda/reios	a-s---fg-
Τυνδαρίς	*tundari/s	Τυνδάρεως	*tunda/rews	n-s---fn-
Τυνδαρίς	*tundari/s	Τυνδαρίς	*tundari/s	n-s---fn-
Τίνι	*ti/ni	τίς	ti/s	n-s----d-
Τίνι	*ti/ni	τις	tis	p-s----d-
Φινεϊδᾶν	*finei+da=n	Φινείδης	*finei/dhs	n-p---mg-
Φοίβου	*foi/bou	Φοῖβος	*foi=bos	n-s---mg-
Φοίβου	*foi/bou	φοῖβος	foi=bos	a-s---mg-
Φοίβου	*foi/bou	φοῖβος	foi=bos	a-s---ng-
Φοῖβε	*foi=be	Φοῖβος	*foi=bos	n-s---mv-
Φοῖβε	*foi=be	φοῖβος	foi=bos	a-s---mv-
Φοῖβον	*foi=bon	Φοῖβος	*foi=bos	n-s---ma-
Φοῖβον	*foi=bon	φοῖβος	foi=bos	a-s---ma-
Φοῖβον	*foi=bon	φοῖβος	foi=bos	a-s---nn-
Φοῖβον	*foi=bon	φοῖβος	foi=bos	a-s---nv-
Φοῖβον	*foi=bon	φοῖβος	foi=bos	a-s---na-
Φοῖβος	*foi=bos	Φοῖβος	*foi=bos	n-s---mn-
Φοῖβος	*foi=bos	φοῖβος	foi=bos	a-s---mn-
Φοῖβός	*foi=bo/s	Φοῖβος	*foi=bos	n-s---mn-
Φοῖβός	*foi=bo/s	φοῖβος	foi=bos	a-s---mn-
Φωκεύς	*fwkeu/s	Φωκεύς	*fwkeu/s	n-s---mn-
Φωκεύς	*fwkeu/s	φωκεύς	fwkeu/s	n-s---mn-
Φωκέων	*fwke/wn	Φωκεύς	*fwkeu/s	n-p---mg-
Φωκέων	*fwke/wn	Φωκεύς	*fwkeu/s	n-p---mg-
Φωκέων	*fwke/wn	φώκη	fw/kh	n-p---fg-
Φωκέων	*fwke/wn	φωκεύς	fwkeu/s	n-p---mg-
Φωκέων	*fwke/wn	φωκεύς	fwkeu/s	n-p---mg-
Χθόνιον	*xqo/nion	Χθόνιος	*xqo/nios	n-s---ma-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	a-s---ma-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	a-s---nn-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	a-s---nv-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	a-s---na-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	n-s---ma-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	n-s---fa-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	n-s---nn-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	n-s---nv-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	n-s---na-
Χθών	*xqw/n	Χθών	*xqw/n	n-s---fn-
Χθών	*xqw/n	Χθών	*xqw/n	n-s---fv-
Χθών	*xqw/n	χθών	xqw/n	n-s---fn-
Χθών	*xqw/n	χθών	xqw/n	n-s---fv-
αἰαζόντων	ai)azo/ntwn	αἰάζω	ai)a/zw	v-pppamg-
αἰαζόντων	ai)azo/ntwn	αἰάζω	ai)a/zw	v-pppang-
αἰαζόντων	ai)azo/ntwn	αἰάζω	ai)a/zw	v3ppma---
αἰαῖ	ai)ai=	αἰαῖ	ai)ai=	x--------
αἰγιαλόν	ai)gialo/n	αἰγιαλός	ai)gialo/s	n-s---ma-
αἰδοῖ	ai)doi=	αἰδώ	ai)dw/	n-s---fd-
αἰδοῖ	ai)doi=	αἰδώς	ai)dw/s	n-s---fv-
αἰδοῖ	ai)doi=	αἰδώς	ai)dw/s	n-s---fd-
αἰδοῖ	ai)doi=	αἰδώς	ai)dw/s	n-s---fd-
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	n-p---fn-
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	n-p---fv-
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	n-s---fg-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	n-p---fn-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	n-p---fv-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	n-s---fg-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	n-d---fn-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	n-d---fv-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	n-d---fa-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	n-s---fa-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	n-d---fn-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	n-d---fv-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	n-d---fa-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	n-s---fa-
αἰθέρα	ai)qe/ra	αἰθήρ	ai)qh/r	n-s---ma-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	n-s---ma-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	n-s---md-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	n-d---mn-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	n-d---mv-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	n-d---ma-
αἰνουσῶν	ai)nousw=n	αἰνέω	ai)ne/w	v-pppafg-
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	v1spsa---
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	v1spia---
αἰνῶ	ai)nw=	αἰνός	ai)no/s	a-s---mg-
αἰνῶ	ai)nw=	αἰνός	ai)no/s	a-s---ng-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-p---nn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-p---nv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-p---na-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-d---fn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-d---fv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-d---fa-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-s---fn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-s---fv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	n-p---nn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	n-p---nv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	n-p---na-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---na-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---fa-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---na-
αἰσχύνης	ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	n-s---fg-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fv-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fa-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-s---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-s---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fa-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-s---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-s---fv-
αἰτίαν	ai)ti/an	αἴτιος	ai)/tios	a-s---fa-
αἰτίαν	ai)ti/an	αἰτία	ai)ti/a	n-s---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	a-p---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	a-s---fg-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	n-p---fa-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	n-s---fg-
αἰχμάλωτος	ai)xma/lwtos	αἰχμάλωτος	ai)xma/lwtos	n-s---mn-
αἰχμάλωτος	ai)xma/lwtos	αἰχμάλωτος	ai)xma/lwtos	n-s---fn-
αἰών	ai)w/n	αἰών	ai)w/n	n-s---mn-
αἰών	ai)w/n	αἰών	ai)w/n	n-s---mv-
αἱ	ai(	ὁ	o(	l-p---fn-
αἱ	ai(	ὁ	o(	l-p---fv-
αἱμακταῖς	ai(maktai=s	αἱμακτός	ai(makto/s	a-p---fd-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-p---nn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-p---nv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-p---na-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-d---fn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-d---fv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-d---fa-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-s---fn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	a-s---fv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	n-p---nn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	n-p---nv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	n-p---na-
αἱματηράν	ai(mathra/n	αἱματηρός	ai(mathro/s	a-s---fa-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	a-s---na-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---fa-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	n-s---na-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	v-sppafn-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	v-sppafv-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	v-pppamd-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	v-pppand-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	v3ppia---
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	v-pppafn-
