’	'	ἒ	e)\	x--------
φρουρεομένη	froureome/nh	φρουρέω	froure/w	v-sppefn-
φρουρεομένη	froureome/nh	φρουρέω	froure/w	v-sppefv-
φρουρέειν	froure/ein	φρουρέω	froure/w	v--pna---
φρουρέοντας	froure/ontas	φρουρέω	froure/w	v-pppama-
φρουρέοντες	froure/ontes	φρουρέω	froure/w	v-pppamn-
φρουρέοντες	froure/ontes	φρουρέω	froure/w	v-pppamv-
φρουρέουσαν	froure/ousan	φρουρέω	froure/w	v-sppafa-
φρουρέουσι	froure/ousi	φρουρέω	froure/w	v-pppamd-
φρουρέουσι	froure/ousi	φρουρέω	froure/w	v-pppand-
φρουρέουσι	froure/ousi	φρουρέω	froure/w	v3ppia---
φρουρή	frourh/	φρουρά	froura/	n-s---fn-
φρουρή	frourh/	φρουρά	froura/	n-s---fv-
φρουρήσαντας	frourh/santas	φρουρέω	froure/w	v-papama-
φρουρῆς	frourh=s	φρουρά	froura/	n-s---fg-
φρουρῆς	frourh=s	φρουρέω	froure/w	v2spia---
φρουρῇ	frourh=|	φρουρά	froura/	n-s---fd-
φρουρῇ	frourh=|	φρουρέω	froure/w	v2spse---
φρουρῇ	frourh=|	φρουρέω	froure/w	v2spie---
φρουρῇ	frourh=|	φρουρέω	froure/w	v3spsa---
φρυγάνων	fruga/nwn	φρύγανον	fru/ganon	n-p---ng-
φράγμα	fra/gma	φράγμα	fra/gma	n-s---nn-
φράγμα	fra/gma	φράγμα	fra/gma	n-s---nv-
φράγμα	fra/gma	φράγμα	fra/gma	n-s---na-
φράγματος	fra/gmatos	φράγμα	fra/gma	n-s---ng-
φράδμονος	fra/dmonos	φράδμων	fra/dmwn	n-s----g-
φράζει	fra/zei	φράζω	fra/zw	v2spie---
φράζει	fra/zei	φράζω	fra/zw	v3spia---
φράζειν	fra/zein	φράζω	fra/zw	v--pna---
φράζεσθε	fra/zesqe	φράζω	fra/zw	v2ppme---
φράζεσθε	fra/zesqe	φράζω	fra/zw	v2ppie---
φράζεσθε	fra/zesqe	φράζω	fra/zw	v2piie---
φράζοντες	fra/zontes	φράζω	fra/zw	v-pppamn-
φράζοντες	fra/zontes	φράζω	fra/zw	v-pppamv-
φράζων	fra/zwn	φράζω	fra/zw	v-sppamn-
φράξαντες	fra/cantes	φράσσω	fra/ssw	v-papamn-
φράξαντες	fra/cantes	φράσσω	fra/ssw	v-papamv-
φράξαντες	fra/cantes	φράζω	fra/zw	v-papamn-
φράξαντες	fra/cantes	φράζω	fra/zw	v-papamv-
φράσαι	fra/sai	φράζω	fra/zw	v-sfpafd-
φράσαι	fra/sai	φράζω	fra/zw	v2samm---
φράσαι	fra/sai	φράζω	fra/zw	v--ana---
φράσαι	fra/sai	φράζω	fra/zw	v3saoa---
φράσαντες	fra/santes	φράζω	fra/zw	v-papamn-
φράσαντες	fra/santes	φράζω	fra/zw	v-papamv-
φράσας	fra/sas	φράζω	fra/zw	v-pfpafa-
φράσας	fra/sas	φράζω	fra/zw	v-sfpafg-
φράσας	fra/sas	φράζω	fra/zw	v-sapamn-
φράσας	fra/sas	φράζω	fra/zw	v-sapamv-
φράσας	fra/sas	φράζω	fra/zw	v2saia---
φράσον	fra/son	φράζω	fra/zw	v2sama---
φράσον	fra/son	φράζω	fra/zw	v-sfpamv-
φράσον	fra/son	φράζω	fra/zw	v-sfpann-
φράσον	fra/son	φράζω	fra/zw	v-sfpanv-
φράσον	fra/son	φράζω	fra/zw	v-sfpana-
φράσοντα	fra/sonta	φράζω	fra/zw	v-pfpann-
φράσοντα	fra/sonta	φράζω	fra/zw	v-pfpanv-
φράσοντα	fra/sonta	φράζω	fra/zw	v-pfpana-
φράσοντα	fra/sonta	φράζω	fra/zw	v-sfpama-
φράσοντας	fra/sontas	φράζω	fra/zw	v-pfpama-
φράσοντά	fra/sonta/	φράζω	fra/zw	v-pfpann-
φράσοντά	fra/sonta/	φράζω	fra/zw	v-pfpanv-
φράσοντά	fra/sonta/	φράζω	fra/zw	v-pfpana-
φράσοντά	fra/sonta/	φράζω	fra/zw	v-sfpama-
φράσσασθαι	fra/ssasqai	φράζω	fra/zw	v--anm---
φράσω	fra/sw	φράζω	fra/zw	v1sasa---
φράσω	fra/sw	φράζω	fra/zw	v1sfia---
φράσω	fra/sw	φράζω	fra/zw	v2saim---
φράσων	fra/swn	φράζω	fra/zw	v-sfpamn-
φρέαρ	fre/ar	φρέαρ	fre/ar	n-s---nn-
φρέαρ	fre/ar	φρέαρ	fre/ar	n-s---nv-
φρέαρ	fre/ar	φρέαρ	fre/ar	n-s---na-
φρέατα	fre/ata	φρέαρ	fre/ar	n-p---nn-
φρέατα	fre/ata	φρέαρ	fre/ar	n-p---nv-
φρέατα	fre/ata	φρέαρ	fre/ar	n-p---na-
φρέατος	fre/atos	φρέαρ	fre/ar	n-s---ng-
φρένας	fre/nas	φρήν	frh/n	n-p---fa-
φρένες	fre/nes	φρήν	frh/n	n-p---fn-
φρένες	fre/nes	φρήν	frh/n	n-p---fv-
φρήτρη	frh/trh	φράτρα	fra/tra	n-s---fn-
φρήτρη	frh/trh	φράτρα	fra/tra	n-s---fv-
φρήτρη	frh/trh	φρήτρη	frh/trh	n-s---fn-
φρήτρη	frh/trh	φρήτρη	frh/trh	n-s---fv-
φρίκης	fri/khs	φρίκη	fri/kh	n-s---fg-
φρόνημα	fro/nhma	φρόνημα	fro/nhma	n-s---nn-
φρόνημα	fro/nhma	φρόνημα	fro/nhma	n-s---nv-
φρόνημα	fro/nhma	φρόνημα	fro/nhma	n-s---na-
φρύγανα	fru/gana	φρύγανον	fru/ganon	n-p---nn-
φρύγανα	fru/gana	φρύγανον	fru/ganon	n-p---nv-
φρύγανα	fru/gana	φρύγανον	fru/ganon	n-p---na-
φρύξαντες	fru/cantes	φρύγω	fru/gw	v-papamn-
φρύξαντες	fru/cantes	φρύγω	fru/gw	v-papamv-
φρύξουσι	fru/cousi	φρύγω	fru/gw	v3pasa---
φρύξουσι	fru/cousi	φρύγω	fru/gw	v-pfpamd-
φρύξουσι	fru/cousi	φρύγω	fru/gw	v-pfpand-
φρύξουσι	fru/cousi	φρύγω	fru/gw	v3pfia---
φυγεῖν	fugei=n	φεύγω	feu/gw	v--ana---
φυγάδα	fuga/da	φυγάς	fuga/s	n-s---ma-
φυγάδα	fuga/da	φυγάς	fuga/s	n-s---fa-
φυγάδας	fuga/das	φυγάς	fuga/s	n-p---ma-
φυγάδας	fuga/das	φυγάς	fuga/s	n-p---fa-
φυγάδες	fuga/des	φυγάς	fuga/s	n-p---mn-
φυγάδες	fuga/des	φυγάς	fuga/s	n-p---mv-
φυγάδες	fuga/des	φυγάς	fuga/s	n-p---fn-
φυγάδες	fuga/des	φυγάς	fuga/s	n-p---fv-
φυγάδων	fuga/dwn	φυγάς	fuga/s	n-p---mg-
φυγάδων	fuga/dwn	φυγάς	fuga/s	n-p---fg-
φυγάς	fuga/s	φυγάς	fuga/s	n-s---mn-
φυγάς	fuga/s	φυγάς	fuga/s	n-s---fn-
φυγάς	fuga/s	φυγή	fugh/	n-p---fa-
φυγάσι	fuga/si	φυγάς	fuga/s	n-p---md-
φυγάσι	fuga/si	φυγάς	fuga/s	n-p---fd-
φυγή	fugh/	φυγή	fugh/	n-s---fn-
φυγή	fugh/	φυγή	fugh/	n-s---fv-
φυγήν	fugh/n	φυγή	fugh/	n-s---fa-
φυγόντες	fugo/ntes	φεύγω	feu/gw	v-papamn-
φυγόντες	fugo/ntes	φεύγω	feu/gw	v-papamv-
φυγόντι	fugo/nti	φεύγω	feu/gw	v-sapamd-
φυγόντι	fugo/nti	φεύγω	feu/gw	v-sapand-
φυγόντος	fugo/ntos	φεύγω	feu/gw	v-sapamg-
φυγόντος	fugo/ntos	φεύγω	feu/gw	v-sapang-
φυγόντων	fugo/ntwn	φεύγω	feu/gw	v-papamg-
φυγόντων	fugo/ntwn	φεύγω	feu/gw	v-papang-
φυγόντων	fugo/ntwn	φεύγω	feu/gw	v3pama---
φυγών	fugw/n	φεύγω	feu/gw	v-sapamn-
φυγῆς	fugh=s	φυγή	fugh/	n-s---fg-
φυλακαί	fulakai/	φυλακή	fulakh/	n-p---fn-
φυλακαί	fulakai/	φυλακή	fulakh/	n-p---fv-
φυλακτήρια	fulakth/ria	φυλακτήριον	fulakth/rion	n-p---nn-
φυλακτήρια	fulakth/ria	φυλακτήριον	fulakth/rion	n-p---nv-
φυλακτήρια	fulakth/ria	φυλακτήριον	fulakth/rion	n-p---na-
φυλακτήρια	fulakth/ria	φυλακτήριος	fulakth/rios	a-p---nn-
φυλακτήρια	fulakth/ria	φυλακτήριος	fulakth/rios	a-p---nv-
φυλακτήρια	fulakth/ria	φυλακτήριος	fulakth/rios	a-p---na-
φυλακτήριον	fulakth/rion	φυλακτήριον	fulakth/rion	n-s---nn-
φυλακτήριον	fulakth/rion	φυλακτήριον	fulakth/rion	n-s---nv-
φυλακτήριον	fulakth/rion	φυλακτήριον	fulakth/rion	n-s---na-
φυλακτήριον	fulakth/rion	φυλακτήριος	fulakth/rios	a-s---ma-
φυλακτήριον	fulakth/rion	φυλακτήριος	fulakth/rios	a-s---nn-
φυλακτήριον	fulakth/rion	φυλακτήριος	fulakth/rios	a-s---nv-
φυλακτήριον	fulakth/rion	φυλακτήριος	fulakth/rios	a-s---na-
φυλακάς	fulaka/s	φυλακή	fulakh/	n-p---fa-
φυλακή	fulakh/	φυλακή	fulakh/	n-s---fn-
φυλακή	fulakh/	φυλακή	fulakh/	n-s---fv-
φυλακήν	fulakh/n	φυλακή	fulakh/	n-s---fa-
φυλακῆς	fulakh=s	φυλακεύς	fulakeu/s	n-p---mn-
φυλακῆς	fulakh=s	φυλακεύς	fulakeu/s	n-p---mn-
φυλακῆς	fulakh=s	φυλακεύς	fulakeu/s	n-p---mv-
φυλακῆς	fulakh=s	φυλακή	fulakh/	n-s---fg-
φυλακῇ	fulakh=|	φυλακεύς	fulakeu/s	n-s---md-
φυλακῇ	fulakh=|	φυλακή	fulakh/	n-s---fd-
φυλακῇσι	fulakh=|si	φυλακή	fulakh/	n-p---fd-
φυλασσομένους	fulassome/nous	φυλάσσω	fula/ssw	v-pppema-
φυλασσομένους	fulassome/nous	φυλάζω	fula/zw	v-pfpmma-
φυλασσομένων	fulassome/nwn	φυλάσσω	fula/ssw	v-pppefg-
φυλασσομένων	fulassome/nwn	φυλάσσω	fula/ssw	v-pppemg-
φυλασσομένων	fulassome/nwn	φυλάσσω	fula/ssw	v-pppeng-
φυλασσομένων	fulassome/nwn	φυλάζω	fula/zw	v-pfpmfg-
φυλασσομένων	fulassome/nwn	φυλάζω	fula/zw	v-pfpmmg-
φυλασσομένων	fulassome/nwn	φυλάζω	fula/zw	v-pfpmng-
φυλασσόμεθα	fulasso/meqa	φυλάσσω	fula/ssw	v1ppie---
φυλασσόμεθα	fulasso/meqa	φυλάσσω	fula/ssw	v1piie---
φυλασσόμεθα	fulasso/meqa	φυλάζω	fula/zw	v1pasm---
φυλασσόμεθα	fulasso/meqa	φυλάζω	fula/zw	v1pfim---
φυλασσόμενα	fulasso/mena	φυλάσσω	fula/ssw	v-pppenn-
φυλασσόμενα	fulasso/mena	φυλάσσω	fula/ssw	v-pppenv-
φυλασσόμενα	fulasso/mena	φυλάσσω	fula/ssw	v-pppena-
φυλασσόμενα	fulasso/mena	φυλάζω	fula/zw	v-pfpmnn-
φυλασσόμενα	fulasso/mena	φυλάζω	fula/zw	v-pfpmnv-
φυλασσόμενα	fulasso/mena	φυλάζω	fula/zw	v-pfpmna-
φυλασσόμενος	fulasso/menos	φυλάσσω	fula/ssw	v-sppemn-
φυλασσόμενος	fulasso/menos	φυλάζω	fula/zw	v-sfpmmn-
φυλασσόντων	fulasso/ntwn	φυλάσσω	fula/ssw	v-pppamg-
φυλασσόντων	fulasso/ntwn	φυλάσσω	fula/ssw	v-pppang-
φυλασσόντων	fulasso/ntwn	φυλάσσω	fula/ssw	v3ppma---
φυλασσόντων	fulasso/ntwn	φυλάζω	fula/zw	v-pfpamg-
φυλασσόντων	fulasso/ntwn	φυλάζω	fula/zw	v-pfpang-
φυλαί	fulai/	φυλή	fulh/	n-p---fn-
φυλαί	fulai/	φυλή	fulh/	n-p---fv-
φυλλάδα	fulla/da	φυλλάς	fulla/s	n-s---fa-
φυλάκου	fula/kou	φυλακός	fulako/s	n-s---mg-
φυλάκους	fula/kous	φυλακός	fulako/s	n-p---ma-
φυλάκων	fula/kwn	φύλαξ	fu/lac	n-p---mg-
φυλάκων	fula/kwn	φυλακός	fulako/s	n-p---mg-
φυλάξαι	fula/cai	φυλάσσω	fula/ssw	v--ana---
φυλάξαι	fula/cai	φυλάσσω	fula/ssw	v3saoa---
φυλάξαι	fula/cai	φυλάζω	fula/zw	v--ana---
φυλάξαι	fula/cai	φυλάζω	fula/zw	v3saoa---
φυλάξαντας	fula/cantas	φυλάσσω	fula/ssw	v-papama-
φυλάξαντας	fula/cantas	φυλάζω	fula/zw	v-papama-
φυλάξαντες	fula/cantes	φυλάσσω	fula/ssw	v-papamn-
φυλάξαντες	fula/cantes	φυλάσσω	fula/ssw	v-papamv-
φυλάξαντες	fula/cantes	φυλάζω	fula/zw	v-papamn-
φυλάξαντες	fula/cantes	φυλάζω	fula/zw	v-papamv-
φυλάξας	fula/cas	φυλάσσω	fula/ssw	v-sapamn-
φυλάξας	fula/cas	φυλάσσω	fula/ssw	v-sapamv-
φυλάξας	fula/cas	φυλάζω	fula/zw	v-sapamn-
φυλάξας	fula/cas	φυλάζω	fula/zw	v-sapamv-
φυλάξασα	fula/casa	φυλάσσω	fula/ssw	v-sapafn-
φυλάξασα	fula/casa	φυλάσσω	fula/ssw	v-sapafv-
φυλάξασα	fula/casa	φυλάζω	fula/zw	v-sapafn-
φυλάξασα	fula/casa	φυλάζω	fula/zw	v-sapafv-
φυλάξασθαι	fula/casqai	φυλάσσω	fula/ssw	v--anm---
φυλάξασθαι	fula/casqai	φυλάζω	fula/zw	v--anm---
φυλάξοντα	fula/conta	φυλάσσω	fula/ssw	v-pfpann-
φυλάξοντα	fula/conta	φυλάσσω	fula/ssw	v-pfpanv-
φυλάξοντα	fula/conta	φυλάσσω	fula/ssw	v-pfpana-
φυλάξοντα	fula/conta	φυλάσσω	fula/ssw	v-sfpama-
φυλάξοντα	fula/conta	φυλάζω	fula/zw	v-pfpann-
φυλάξοντα	fula/conta	φυλάζω	fula/zw	v-pfpanv-
φυλάξοντα	fula/conta	φυλάζω	fula/zw	v-pfpana-
φυλάξοντα	fula/conta	φυλάζω	fula/zw	v-sfpama-
φυλάξοντας	fula/contas	φυλάσσω	fula/ssw	v-pfpama-
φυλάξοντας	fula/contas	φυλάζω	fula/zw	v-pfpama-
φυλάξοντες	fula/contes	φυλάσσω	fula/ssw	v-pfpamn-
φυλάξοντες	fula/contes	φυλάσσω	fula/ssw	v-pfpamv-
φυλάξοντες	fula/contes	φυλάζω	fula/zw	v-pfpamn-
φυλάξοντες	fula/contes	φυλάζω	fula/zw	v-pfpamv-
φυλάξω	fula/cw	φυλάσσω	fula/ssw	v1sasa---
φυλάξω	fula/cw	φυλάσσω	fula/ssw	v1sfia---
φυλάξω	fula/cw	φυλάσσω	fula/ssw	v2saim---
φυλάξω	fula/cw	φυλάζω	fula/zw	v1sasa---
φυλάξω	fula/cw	φυλάζω	fula/zw	v1sfia---
φυλάξω	fula/cw	φυλάζω	fula/zw	v2saim---
φυλάξων	fula/cwn	φυλάσσω	fula/ssw	v-sfpamn-
φυλάξων	fula/cwn	φυλάζω	fula/zw	v-sfpamn-
φυλάρχους	fula/rxous	φύλαρχος	fu/larxos	n-p---ma-
φυλάς	fula/s	φυλή	fulh/	n-p---fa-
φυλάσσειν	fula/ssein	φυλάσσω	fula/ssw	v--pna---
φυλάσσειν	fula/ssein	φυλάζω	fula/zw	v--fna---
φυλάσσεσθαι	fula/ssesqai	φυλάσσω	fula/ssw	v--pne---
φυλάσσεσθαι	fula/ssesqai	φυλάζω	fula/zw	v--fnm---
φυλάσσεται	fula/ssetai	φυλάσσω	fula/ssw	v3spie---
φυλάσσεται	fula/ssetai	φυλάζω	fula/zw	v3sasm---
φυλάσσεται	fula/ssetai	φυλάζω	fula/zw	v3sfim---
φυλάσσετε	fula/ssete	φυλάσσω	fula/ssw	v2ppma---
φυλάσσετε	fula/ssete	φυλάσσω	fula/ssw	v2ppia---
φυλάσσετε	fula/ssete	φυλάσσω	fula/ssw	v2piia---
φυλάσσετε	fula/ssete	φυλάζω	fula/zw	v2pasa---
φυλάσσετε	fula/ssete	φυλάζω	fula/zw	v2pfia---
φυλάσσηται	fula/sshtai	φυλάσσω	fula/ssw	v3spse---
φυλάσσηται	fula/sshtai	φυλάζω	fula/zw	v3sasm---
φυλάσσονται	fula/ssontai	φυλάσσω	fula/ssw	v3ppie---
φυλάσσονται	fula/ssontai	φυλάζω	fula/zw	v3pfim---
φυλάσσοντας	fula/ssontas	φυλάσσω	fula/ssw	v-pppama-
φυλάσσοντας	fula/ssontas	φυλάζω	fula/zw	v-pfpama-
φυλάσσοντες	fula/ssontes	φυλάσσω	fula/ssw	v-pppamn-
φυλάσσοντες	fula/ssontes	φυλάσσω	fula/ssw	v-pppamv-
φυλάσσοντες	fula/ssontes	φυλάζω	fula/zw	v-pfpamn-
φυλάσσοντες	fula/ssontes	φυλάζω	fula/zw	v-pfpamv-
φυλάσσοντος	fula/ssontos	φυλάσσω	fula/ssw	v-sppamg-
φυλάσσοντος	fula/ssontos	φυλάσσω	fula/ssw	v-sppang-
φυλάσσοντος	fula/ssontos	φυλάζω	fula/zw	v-sfpamg-
φυλάσσοντος	fula/ssontos	φυλάζω	fula/zw	v-sfpang-
φυλάσσουσι	fula/ssousi	φυλάσσω	fula/ssw	v-pppamd-
φυλάσσουσι	fula/ssousi	φυλάσσω	fula/ssw	v-pppand-
φυλάσσουσι	fula/ssousi	φυλάσσω	fula/ssw	v3ppia---
φυλάσσουσι	fula/ssousi	φυλάζω	fula/zw	v3pasa---
φυλάσσουσι	fula/ssousi	φυλάζω	fula/zw	v-pfpamd-
φυλάσσουσι	fula/ssousi	φυλάζω	fula/zw	v-pfpand-
φυλάσσουσι	fula/ssousi	φυλάζω	fula/zw	v3pfia---
φυλάσσων	fula/sswn	φυλάσσω	fula/ssw	v-sppamn-
φυλάσσων	fula/sswn	φυλάζω	fula/zw	v-sfpamn-
φυλέων	fule/wn	φυλή	fulh/	n-p---fg-
φυλή	fulh/	φυλή	fulh/	n-s---fn-
φυλή	fulh/	φυλή	fulh/	n-s---fv-
φυλήν	fulh/n	φυλή	fulh/	n-s---fa-
φυλῆς	fulh=s	φυλάζω	fula/zw	v2sfia---
φυλῆς	fulh=s	φυλή	fulh/	n-s---fg-
φυλῇ	fulh=|	φυλάζω	fula/zw	v2sfim---
φυλῇ	fulh=|	φυλάζω	fula/zw	v3sfia---
φυλῇ	fulh=|	φυλή	fulh/	n-s---fd-
φυομένη	fuome/nh	φύω	fu/w	v-sppefn-
φυομένη	fuome/nh	φύω	fu/w	v-sppefv-
φυσητῆρας	fushth=ras	φυσητήρ	fushth/r	n-p---ma-
φυσωμένας	fuswme/nas	φυσάω	fusa/w	v-pppefa-
φυσωμένας	fuswme/nas	φυσάω	fusa/w	v-sppefg-
φυσωμένας	fuswme/nas	φυσόομαι	fuso/omai	v-pppefa-
φυσωμένας	fuswme/nas	φυσόομαι	fuso/omai	v-sppefg-
φυσίζοος	fusi/zoos	φυσίζοος	fusi/zoos	n-s---mn-
φυσίζοος	fusi/zoos	φυσίζοος	fusi/zoos	n-s---fn-
φυσίζοος	fusi/zoos	φυσίζους	fusi/zous	n-s---mn-
φυσίζοος	fusi/zoos	φυσίζους	fusi/zous	n-s---fn-
φυσώντων	fusw/ntwn	φυσάω	fusa/w	v-pppamg-
φυσώντων	fusw/ntwn	φυσάω	fusa/w	v-pppang-
φυσώντων	fusw/ntwn	φυσάω	fusa/w	v3ppma---
φυσῶσι	fusw=si	φυσάω	fusa/w	v-pppamd-
φυσῶσι	fusw=si	φυσάω	fusa/w	v-pppand-
φυσῶσι	fusw=si	φυσάω	fusa/w	v3ppsa---
φυσῶσι	fusw=si	φυσάω	fusa/w	v3ppia---
φυσῶσι	fusw=si	φυσάω	fusa/w	v3ppsa---
φυσῶσι	fusw=si	φυσόομαι	fuso/omai	v2spse---
φυτεῦσαι	futeu=sai	φυτεύω	futeu/w	v--ana---
φυόμενα	fuo/mena	φύω	fu/w	v-pppenn-
φυόμενα	fuo/mena	φύω	fu/w	v-pppenv-
φυόμενα	fuo/mena	φύω	fu/w	v-pppena-
φυόμενος	fuo/menos	φύω	fu/w	v-sppemn-
φωκέων	fwke/wn	φώκη	fw/kh	n-p---fg-
φωκέων	fwke/wn	φωκεύς	fwkeu/s	n-p---mg-
φωκέων	fwke/wn	φωκεύς	fwkeu/s	n-p---mg-
φωνεῦντος	fwneu=ntos	φωνέω	fwne/w	v-sppamg-
φωνεῦντος	fwneu=ntos	φωνέω	fwne/w	v-sppang-
φωνέοντά	fwne/onta/	φωνέω	fwne/w	v-pppann-
φωνέοντά	fwne/onta/	φωνέω	fwne/w	v-pppanv-
φωνέοντά	fwne/onta/	φωνέω	fwne/w	v-pppana-
φωνέοντά	fwne/onta/	φωνέω	fwne/w	v-sppama-
φωνέων	fwne/wn	φωνέω	fwne/w	v-sppamn-
φωνέων	fwne/wn	φωνή	fwnh/	n-p---fg-
φωνή	fwnh/	φωνή	fwnh/	n-s---fn-
φωνή	fwnh/	φωνή	fwnh/	n-s---fv-
φωνήν	fwnh/n	φωνή	fwnh/	n-s---fa-
φωνῆς	fwnh=s	φωνέω	fwne/w	v2spia---
φωνῆς	fwnh=s	φωνή	fwnh/	n-s---fg-
φωνῆσαι	fwnh=sai	φωνέω	fwne/w	v--ana---
φωνῇ	fwnh=|	φωνέω	fwne/w	v2spse---
φωνῇ	fwnh=|	φωνέω	fwne/w	v2spie---
φωνῇ	fwnh=|	φωνέω	fwne/w	v3spsa---
φωνῇ	fwnh=|	φωνή	fwnh/	n-s---fd-
φάκελοι	fa/keloi	φάκελος	fa/kelos	n-p---mn-
φάκελοι	fa/keloi	φάκελος	fa/kelos	n-p---mv-
φάλαγγας	fa/laggas	φάλαγξ	fa/lagc	n-p---fa-
φάλαρα	fa/lara	φάλαρα	fa/lara	n-p---nn-
φάλαρα	fa/lara	φάλαρα	fa/lara	n-p---nv-
φάλαρα	fa/lara	φάλαρα	fa/lara	n-p---na-
φάλαρα	fa/lara	φάλαρον	fa/laron	n-p---nn-
φάλαρα	fa/lara	φάλαρον	fa/laron	n-p---nv-
φάλαρα	fa/lara	φάλαρον	fa/laron	n-p---na-
φάλαρα	fa/lara	φάλαρος	fa/laros	a-p---nn-
φάλαρα	fa/lara	φάλαρος	fa/laros	a-p---nv-
φάλαρα	fa/lara	φάλαρος	fa/laros	a-p---na-
φάμενοι	fa/menoi	φημί	fhmi/	v-pppmmn-
φάμενοι	fa/menoi	φημί	fhmi/	v-pppmmv-
φάμενον	fa/menon	φημί	fhmi/	v-sppmma-
φάμενον	fa/menon	φημί	fhmi/	v-sppmnn-
φάμενον	fa/menon	φημί	fhmi/	v-sppmnv-
φάμενον	fa/menon	φημί	fhmi/	v-sppmna-
φάμενος	fa/menos	φημί	fhmi/	v-sppmmn-
φάμενοί	fa/menoi/	φημί	fhmi/	v-pppmmn-
φάμενοί	fa/menoi/	φημί	fhmi/	v-pppmmv-
φάμενόν	fa/meno/n	φημί	fhmi/	v-sppmma-
φάμενόν	fa/meno/n	φημί	fhmi/	v-sppmnn-
φάμενόν	fa/meno/n	φημί	fhmi/	v-sppmnv-
φάμενόν	fa/meno/n	φημί	fhmi/	v-sppmna-
φάναι	fa/nai	φαίνω	fai/nw	v3saoa---
φάναι	fa/nai	φημί	fhmi/	v--pna---
φάντα	fa/nta	φάντης	fa/nths	n-d---mn-
φάντα	fa/nta	φάντης	fa/nths	n-d---mv-
φάντα	fa/nta	φάντης	fa/nths	n-d---ma-
φάντα	fa/nta	φάντης	fa/nths	n-s---mv-
φάντα	fa/nta	φάντης	fa/nths	n-s---mg-
φάντα	fa/nta	φάντης	fa/nths	n-s---mn-
φάντα	fa/nta	φημί	fhmi/	v-sppama-
φάντα	fa/nta	φημί	fhmi/	v-pppann-
φάντα	fa/nta	φημί	fhmi/	v-pppanv-
φάντα	fa/nta	φημί	fhmi/	v-pppana-
φάντες	fa/ntes	φημί	fhmi/	v-pppamn-
φάντες	fa/ntes	φημί	fhmi/	v-pppamv-
φάρμακα	fa/rmaka	φάρμακον	fa/rmakon	n-p---nn-
φάρμακα	fa/rmaka	φάρμακον	fa/rmakon	n-p---nv-
φάρμακα	fa/rmaka	φάρμακον	fa/rmakon	n-p---na-
φάρμακον	fa/rmakon	φάρμακον	fa/rmakon	n-s---nn-
φάρμακον	fa/rmakon	φάρμακον	fa/rmakon	n-s---nv-
φάρμακον	fa/rmakon	φάρμακον	fa/rmakon	n-s---na-
φάρμακον	fa/rmakon	φάρμακος	fa/rmakos	n-s---ma-
φάρσεα	fa/rsea	φάρσος	fa/rsos	n-p---nn-
φάρσεα	fa/rsea	φάρσος	fa/rsos	n-p---nv-
φάρσεα	fa/rsea	φάρσος	fa/rsos	n-p---na-
φάρσεος	fa/rseos	φάρσος	fa/rsos	n-s---ng-
φάρσεϊ	fa/rsei+	φάρσος	fa/rsos	n-d---nn-
φάρσεϊ	fa/rsei+	φάρσος	fa/rsos	n-d---nv-
φάρσεϊ	fa/rsei+	φάρσος	fa/rsos	n-d---na-
φάρσεϊ	fa/rsei+	φάρσος	fa/rsos	n-s---nd-
φάρσεϊ	fa/rsei+	φάρσος	fa/rsos	n-s---nd-
φάς	fa/s	φημί	fhmi/	v-sppamn-
φάς	fa/s	φημί	fhmi/	v-sppamv-
φάσμα	fa/sma	φάσμα	fa/sma	n-s---nn-
φάσμα	fa/sma	φάσμα	fa/sma	n-s---nv-
φάσμα	fa/sma	φάσμα	fa/sma	n-s---na-
φάσματι	fa/smati	φάσμα	fa/sma	n-s---nd-
φάτιν	fa/tin	φάτις	fa/tis	n-s---fa-
φάτις	fa/tis	φάτις	fa/tis	n-p---fa-
φάτις	fa/tis	φάτις	fa/tis	n-s---fn-
φάτνην	fa/tnhn	φάτνη	fa/tnh	n-s---fa-
φέρε	fe/re	φέρω	fe/rw	v2spma---
φέρε	fe/re	φέρω	fe/rw	v3siia---
φέρει	fe/rei	φέρω	fe/rw	v2spie---
φέρει	fe/rei	φέρω	fe/rw	v3spia---
φέρειν	fe/rein	φέρω	fe/rw	v--pna---
φέρεσθαι	fe/resqai	φέρω	fe/rw	v--pne---
φέρετε	fe/rete	φέρω	fe/rw	v2ppma---
φέρετε	fe/rete	φέρω	fe/rw	v2ppia---
φέρετε	fe/rete	φέρω	fe/rw	v2piia---
φέροι	fe/roi	φέρω	fe/rw	v3spoa---
φέροιέν	fe/roie/n	φέρω	fe/rw	v3ppoa---
φέρον	fe/ron	φέρω	fe/rw	v-sppamv-
φέρον	fe/ron	φέρω	fe/rw	v-sppann-
φέρον	fe/ron	φέρω	fe/rw	v-sppanv-
φέρον	fe/ron	φέρω	fe/rw	v-sppana-
φέρον	fe/ron	φέρω	fe/rw	v3piia---
φέρον	fe/ron	φέρω	fe/rw	v1siia---
φέροντα	fe/ronta	φέρω	fe/rw	v-pppann-
φέροντα	fe/ronta	φέρω	fe/rw	v-pppanv-
φέροντα	fe/ronta	φέρω	fe/rw	v-pppana-
φέροντα	fe/ronta	φέρω	fe/rw	v-sppama-
φέροντας	fe/rontas	φέρω	fe/rw	v-pppama-
φέροντες	fe/rontes	φέρω	fe/rw	v-pppamn-
φέροντες	fe/rontes	φέρω	fe/rw	v-pppamv-
