form	token_urn	expanded_form
κἄμοιγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1364.2.text.token.1	
κἄμοιγʼ ἅλις.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1364.2.text	
κἄν ποτέ μʼ ἕλῃς ἀδικοῦντʼ, ἀπόκτεινόν μʼ ἄγων.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:617.1.text	
κἄπειτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:132.1.text.token.1	
κἄπειτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:561.1.text.token.1	
κἄπειτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:777.1.text.token.1	
κἄπειτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:923.1.text.token.1	
κἄπειτʼ ἐπαρθεὶς ἀντελάβετο τοῦ θρόνου,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:777.1.text	
κἄπειτʼ ἐπειδὰν φῶσιν οἱ θεώμενοι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:132.1.text	
κἄπειτʼ ἐπειδὴ ταῦτα ληρήσειε καὶ τὸ δρᾶμα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:923.1.text	
κἄπειτʼ ἐπειδὴ τἀργύριον ἐπραττόμην,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:561.1.text	
κᾆθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1093.1.text.token.5	
κᾆτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:51.2.text.token.1	
κᾆτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:238.1.text.token.1	
κᾆτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:547.1.text.token.3	
κᾆτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1083.1.text.token.1	
κᾆτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1440.1.text.token.3	
κᾆτʼ αὐτίκʼ ἐκκύψας ἐρεῖ—	urn:cts:greekLit:tlg0019.tlg009.fu.sp:238.1.text	
κᾆτʼ ἐκ τούτων ἡ πόλις ἡμῶν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1083.1.text	
κᾆτʼ ἔγωγʼ ἐξηγρόμην.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:51.2.text	
λάβʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:177.1.text.token.1	
λάβʼ ἐννέʼ ὀβολούς.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:177.1.text	
λάρυγγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:575.1.text.token.4	
λέγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:865.1.text.token.7	
λέγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1125.1.text.token.7	
λέγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1151.1.text.token.1	
λέγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1180.1.text.token.3	
λέγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1210.1.text.token.1	
λέγʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1224.1.text.token.3	
λέγʼ ἕτερον αὐτῷ πρόλογον, ἵνα καὶ γνῶ πάλιν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1210.1.text	
λέγʼ ἕτερον αὐτῷ· σὺ δʼ ἐπιτήρει τὸ βλάβος.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1151.1.text	
λέγοιτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1401.1.text.token.1	
λέγοιτʼ ἄν, ὡς αὕτη ʼστὶ λοιπὴ σφῷν στάσις.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1401.1.text	
λαβεῖν τʼ ἀγώνισμʼ ἄξιόν τι τῆς ὁδοῦ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:284.1.text	
λαβοῦσʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:576.1.text.token.2	
λαβόνθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:538.1.text.token.4	
λαμπάδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:131.1.text.token.3	
λαμπάδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1098.1.text.token.3	
λαμπάδα δʼ οὐδεὶς οἷός τε φέρειν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1087.1.text	
λύρας ἐπὶ τούτων; ποῦ ʼστιν ἡ τοῖς ὀστράκοις	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1305.1.text	
λῆμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:463.1.text.token.7	
λῆμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:500.1.text.token.8	
λῆμα δʼ οὐκ ἄτολμον ἀμφοῖν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:899.1.text	
λῆρόν τε τἄλλʼ ἡγεῖτο τοῦ γνῶναι πέρι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:809.1.text	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:41.1.text.token.3	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:58.1.text.token.3	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:68.1.text.token.3	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:83.2.text.token.2	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:144.2.text.token.2	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:145.1.text.token.3	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:169.2.text.token.2	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:297.1.text.token.3	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:298.2.text.token.4	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:389.1.text.token.2	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:391.1.text.token.5	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:526.1.text.token.8	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:600b.1.text.token.1	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:617.1.text.token.3	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:617.1.text.token.8	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:644.2.text.token.4	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:894.1.text.token.2	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1007.1.text.token.5	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1018.1.text.token.10	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1137.1.text.token.3	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1470.1.text.token.4	
μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1474.1.text.token.4	
μʼ εὖ οἶδʼ ὅτι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:600b.1.text	
μάλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:369.1.text.token.8	
μάλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:412.1.text.token.5	
μέθεσθε μέθεσθε· καὶ τὸ τοῦδέ γʼ αὖ ῥέπει·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1393.1.text	
μέλλεις ἀναγαγεῖν, εἴπερ ἐκεῖθεν δεῖ σʼ ἄγειν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:77.1.text	
μέμνησο δʼ ὅπως ὁ πανοῦργος ἀνὴρ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1520.1.text	
μή μʼ ἔκπληττε μηδὲ δειμάτου·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:144.2.text	
μή σʼ ὁ θυμὸς ἁρπάσας	urn:cts:greekLit:tlg0019.tlg009.fu.sp:994b.1.text	
μήθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:906.1.text.token.5	
μήτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:119.1.text.token.4	
μήτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:356.1.text.token.5	
μήτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:356.1.text.token.7	
μήτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:906.1.text.token.3	
μακάριός γʼ ἀνὴρ ἔχων	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1482.1.text	
μεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:697.1.text.token.8	
μελοποιὸν ὄντα καὶ ποιοῦντα ταὔτʼ ἀεί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1250.1.text	
μελῶν ἐφεξῆς τέτταρας ξυνεχῶς ἄν οἱ δʼ ἐσίγων.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:915.1.text	
μεμυήμεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:457.1.text.token.2	
μετʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:418.1.text.token.4	
μετʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:782.1.text.token.1	
μετʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1196.1.text.token.4	
μετʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1513.1.text.token.1	
μετʼ Αἰσχύλου δʼ οὐκ ἦσαν ἕτεροι σύμμαχοι;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:782.1.text	
μετʼ Ἀδειμάντου τοῦ Λευκολόφου	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1513.1.text	
μεταξὺ θύων; καὶ τίς αὔθʼ ὑφείλετο;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1242.1.text	
μετὰ ταῦτʼ ὄφεις καὶ θηρίʼ ὄψει μυρία	urn:cts:greekLit:tlg0019.tlg009.fu.sp:143.1.text	
μηδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:5.1.text.token.1	
μηδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:9.1.text.token.1	
μηδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:24.1.text.token.4	
μηδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:359.1.text.token.6	
μηδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:439.1.text.token.1	
μηδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1015.1.text.token.1	
μηδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1020.1.text.token.4	
μηδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1523.1.text.token.1	
μηδʼ αὖθις ἐπανέρῃ με,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:439.1.text	
μηδʼ ἀγοραίους μηδὲ κοβάλους ὥσπερ νῦν μηδὲ πανούργους,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1015.1.text	
μηδʼ ἄκων ἐγκαθεδεῖται.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1523.1.text	
μηδʼ ἕτερον ἀστεῖόν τι;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:5.1.text	
μηδʼ ὅτι τοσοῦτον ἄχθος ἐπʼ ἐμαυτῷ φέρων,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:9.1.text	
μηδέ γʼ ἐπείη.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1045.2.text	
μηδένʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:692.1.text.token.5	
μηδέποτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1522.1.text.token.1	
μηδέποτʼ ἐς τὸν θᾶκον τὸν ἐμὸν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1522.1.text	
μηδὲ Κρατίνου τοῦ ταυροφάγου γλώττης Βακχεῖʼ ἐτελέσθη,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:357.1.text	
μηδὲν ἔτι πρὸς ταῦτʼ, ἀλλὰ φράζε τῶν ὁδῶν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:117.1.text	
μηδὲν ὀρρωδεῖτε τοῦθʼ· ὡς οὐκέθʼ οὕτω ταῦτʼ ἔχει.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1112.1.text	
μηκέτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1407.1.text.token.2	
μητέρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:149.1.text.token.2	
μιαρώτατʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1472.1.text.token.4	
μἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:611.2.text.token.1	
μἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:745.2.text.token.1	
μἀλλʼ ἐποπτεύειν δοκῶ,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:745.2.text	
μἀλλʼ ὑπερφυᾶ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:611.2.text	
μὰ Δίʼ οὐ γὰρ ἐπῆν τῆς Ἀφροδίτης οὐδέν σοι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1045.1.text	
μὰ Δίʼ οὐ δῆθʼ, ὥστʼ ἐπαφαυάνθην	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1089.1.text	
μὰ Δίʼ οὐδὲ τὸν τυρόν γε τὸν χλωρὸν τάλαν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:559.1.text	
μὰ Δίʼ οὐκ ἐκεῖνος, ἀλλʼ ἔκυσε μὲν Αἰσχύλον,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:788.1.text	
μὰ Δίʼ ἀλλʼ ἀληθῶς οὑκ Μελίτης μαστιγίας.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:501.1.text	
μὰ Δίʼ ἀλλʼ ἔλαττον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:174.1.text	
μὰ Δίʼ ἀλλʼ ὁ δῆμος ἀνεβόα κρίσιν ποιεῖν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:779.1.text	
μὰ Δίʼ ἀλλʼ ὄντʼ· ἀλλʼ ἀποκρύπτειν χρὴ τὸ πονηρὸν τόν γε ποιητήν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1053.1.text	
μὰ Δίʼ ἀλλʼ ὅταν δρῶ τοῦτο, κἀκμιαίνομαι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:753.1.text	
μὰ τὸν Δίʼ οὐ γὰρ ἀλλʼ ἔτυχον ὀφθαλμιῶν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:192.1.text	
μὰ τὸν Δίʼ οὐ δῆθʼ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:914.1.text	
μὰ τὸν Δίʼ οὐ δῆτʼ, οὐ μὲν οὖν ἐπαύσατο.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1188.1.text	
μὰ τὸν Δίʼ οὐ δῆτʼ, ἀλλὰ κακοδαίμων φύσει,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1183.1.text	
μὰ τὸν Δίʼ οὔπω γʼ· ἔτι γὰρ εἰσί μοι συχνοί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1237.1.text	
μὰ τὸν Δίʼ ἀλλʼ ἤδη πάρεχε τὴν γαστέρα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:663.1.text	
μὰ τὸν Ἀπόλλω οὐ μή σʼ ἐγὼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:508.2.text	
μὰ τὸν ἐγὼ μὲν οὐδʼ ἂν εἴ τις	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1374.1.text	
μὴ δῆθʼ, ἱκετεύω σʼ, ἀλλὰ μίσθωσαί τινα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:167.1.text	
μὴ δῆθʼ, ἱκετεύω, πλήν γʼ ὅταν μέλλω ʼξεμεῖν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:11.1.text	
μὴ δῆτʼ ἔμοιγʼ. οὕτω δὲ βασάνιζʼ ἀπαγαγών.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:625.1.text	
μὴ δῆτα σύ γʼ, ἀλλʼ ἐνθένδʼ ἀνίει τἀγαθά.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1462.1.text	
μὴ πρίν γʼ ἂν ἀκούσῃς χἀτέραν στάσιν μελῶν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1281.1.text	
μὴ σκῶπτέ μʼ ὦδέλφʼ· οὐ γὰρ ἀλλʼ ἔχω κακῶς·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:58.1.text	
νʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:358.1.text.token.6	
νʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1103.1.text.token.3	
νʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1431b.1.text.token.5	
ναύτης διάξει δύʼ ὀβολὼ μισθὸν λαβών.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:140.1.text	
ναὶ μὰ Δία σοῦ γʼ οὕνεκα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:189.2.text	
νυνὶ γὰρ αὐτοῦ τοῦτό γʼ ἐκκεκόψεται.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1223.1.text	
νυνὶ δʼ ἔμελλεν, ὡς ἔφη Κλειδημίδης,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:791.1.text	
νόμος τις ἐνθάδʼ ἐστὶ κείμενος	urn:cts:greekLit:tlg0019.tlg009.fu.sp:761.2.text	
νὴ Δίʼ οὐράνιόν γʼ ὅσον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:781.2.text	
νὴ Δίʼ ὀλίγον ὕστερον.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:795.2.text	
νὴ Δίʼ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:306.2.text	
νὴ τὴν Δήμητρα χιτῶνά γʼ ἔχων οὔλων ἐρίων ὑπένερθεν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1067.1.text	
νὴ τὸν Δίʼ ἐγὼ γοῦν ὄνος ἄγω μυστήρια.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:159.1.text	
νὴ τὸν Δίʼ ὅ τι Βούλει γε, πλὴν “πιέζομαι,”	urn:cts:greekLit:tlg0019.tlg009.fu.sp:3.1.text	
νὴ τὸν Δίʼ ὡς ὄντος γε μὴ βαδιστικοῦ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:128.1.text	
νὴ τὸν Δίʼ ὥσπερ γʼ εἴ τις εἴποι γείτονι,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1158.1.text	
νὴ τὸν Δίʼ· οὐ γὰρ ἄχθομαι τῷ πράγματι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1481.1.text	
νὴ τὸν Δία τὸν σωτῆρα δυσκρίτως γʼ ἔχω·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1433.1.text	
νὴ τὸν Ποσειδῶ ʼγωγε, καὶ νυνί γʼ ὁρῶ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:276.1.text	
νὴ τὸν Ποσειδῶ κἄστι γʼ ὁ Χάρων οὑτοσί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:183.1.text	
νὴ τὸν Ἀπόλλω, καὶ προσπαρδεῖν γʼ ἐς τὸ στόμα τῷ θαλάμακι,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1074.1.text	
νῦν δʼ ἀντιλέγει κοὐκέτʼ ἐλαύνων πλεῖ δευρὶ καὖθις ἐκεῖσε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1076.1.text	
νῦν δὴ κατεῖδον καὶ μάλʼ εὐπροσώπου	urn:cts:greekLit:tlg0019.tlg009.fu.sp:412.1.text	
νῦν σὸν ἔργον ἔστʼ, ἐπειδὴ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:590.1.text	
νῦν ἱερὸν ἀνὰ κύκλον θεᾶς, ἀνθοφόρον ἀνʼ ἄλσος	urn:cts:greekLit:tlg0019.tlg009.fu.sp:445.1.text	
οἰκεῖα πράγματʼ εἰσάγων, οἷς χρώμεθʼ,οἷς ξύνεσμεν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:959.1.text	
οἰμώζετʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:257.1.text.token.1	
οἰμώζετʼ· οὐ γάρ μοι μέλει.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:257.1.text	
οἱ μὲν γὰρ οὐκέτʼ εἰσίν, οἱ δʼ ὄντες κακοί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:72.1.text	
οἴκαδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1470.1.text.token.5	
οἴκαδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1486.1.text.token.3	
οἴμοι πεπλήγμεθʼ αὖθις ὑπὸ τῆς ληκύθου.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1214.1.text	
οἴμοι τάλας, ὡς ὠχρίασʼ αὐτὴν ἰδών.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:307.1.text	
οἵ σοι φράσουσʼ ἁπαξάπανθʼ ὧν ἂν δέῃ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:161.1.text	
οἶδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:30.1.text.token.2	
οἶδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:75.1.text.token.4	
οἶδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:580.1.text.token.1	
οἶδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:584.1.text.token.1	
οἶδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:584.1.text.token.2	
οἶδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:600b.1.text.token.3	
οἶδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:749.2.text.token.5	
οἶδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1044.1.text.token.2	
οἶδʼ οἶδʼ ὅτι θυμοῖ, καὶ δικαίως αὐτὸ δρᾷς·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:584.1.text	
οἶδʼ οἶδα τὸν νοῦν· παῦε παῦε τοῦ λόγου.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:580.1.text	
οἶσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:556.1.text.token.2	
οἷʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:906.1.text.token.6	
οἷʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:921.1.text.token.4	
οὐ γάρ μʼ ἀποτρέψεις.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:145.1.text	
οὐ γάρ σʼ ἀφήσω. καὶ γὰρ αὐλητρίς γέ σοι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:513.1.text	
οὐ γὰρ διʼ ἔχθρας οὐδετέρῳ γενήσομαι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1412.1.text	
οὐ γὰρ σάφʼ οἶδʼ οὐδʼ αὐτὸ τοῦθʼ ὅπως ἔχει.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:75.1.text	
οὐ γὰρ φέρω ʼγώ;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:25.1.text	
οὐ δῆθʼ ὅ γʼ ἔχω ʼγὼ καὶ φέρω μὰ τὸν Δίʼ οὔ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:28.1.text	
οὐ δῆτʼ ἐκείνη γʼ, ἀλλὰ χρῆται πρὸς βίαν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1457.1.text	
οὐ δῆτʼ ἐκεῖνον, ἀλλὰ τὸν Ἐριούνιον	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1144.1.text	
οὐ δῆτʼ, ἐπεὶ πολλοὺς προλόγους ἕξω λέγειν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1230.1.text	
οὐ δῆτʼ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:56.2.text	
οὐ δῆτα πρίν γʼ ἂν τοῦτον ἀποφήνω σαφῶς	urn:cts:greekLit:tlg0019.tlg009.fu.sp:845.1.text	
οὐ δῆτα τοῦτό γʼ ὦ κατεστωμυλμένε	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1160.1.text	
οὐ κακῶς ὦνδρες παραινεῖτʼ,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:597.1.text	
οὐ μὰ Δίʼ οὐδʼ ἐφρόντισα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:493.2.text	
οὐ μὰ Δίʼ ἀλλʼ ἐφρόντισα	urn:cts:greekLit:tlg0019.tlg009.fu.sp:650.2.text	
οὐ μὰ Δίʼ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:645.2.text	
οὐ μὴ καλεῖς μʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:298.2.text	
οὐ μὴ φλυαρήσεις ἔχων ἀλλʼ ἀντιβὰς	urn:cts:greekLit:tlg0019.tlg009.fu.sp:202.1.text	
οὐ πολὺν οὐδʼ ὁ πίθηκος οὗτος ὁ νῦν ἐνοχλῶν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:708.1.text	
οὐ πρίν γʼ ἂν Ἰοφῶντʼ, ἀπολαβὼν αὐτὸν μόνον,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:78.1.text	
οὐ προαγωγοὺς κατέδειξʼ οὗτος,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1079.1.text	
οὐ τάχʼ, ἀλλʼ ἤδη ποιῶ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:527.2.text	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:75.1.text.token.5	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:493.2.text.token.4	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:645.3.text.token.1	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:708.1.text.token.3	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:899b.1.text.token.1	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:945.1.text.token.7	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:962.1.text.token.6	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1044.1.text.token.1	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1222.1.text.token.1	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1374.1.text.token.5	
οὐδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1406.1.text.token.5	
οὐδʼ οἶδʼ οὐδεὶς ἥντινʼ ἐρῶσαν πώποτʼ ἐποίησα γυναῖκα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1044.1.text	
οὐδʼ ἀκίνητοι φρένες.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:899b.1.text	
οὐδʼ ἂν μὰ τὴν Δήμητρα φροντίσαιμί γε·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1222.1.text	
